,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
10,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-03-25T00:00:00.000,Unspecified BRONX,Rodent,2019-03-16T00:00:00.000,,,Mouse Sighting,2019-04-15T20:38:25.000,N/A,2455 SEDGWICK AVENUE,10468,,,40.86564619735217,"{'type': 'Point', 'coordinates': [-73.908858476992, 40.865646197352]}",3+ Family Apt. Building,-73.90885847699172,MOBILE,BRONX,Unspecified,2019-03-25T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,SEDGWICK AVENUE,,,41977787,1009459,254669
11,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-03-25T00:00:00.000,Unspecified BRONX,Rodent,2019-03-16T00:00:00.000,,,Signs of Rodents,2019-04-15T05:20:46.000,N/A,3030 HEATH AVENUE,10463,,,40.87669371500374,"{'type': 'Point', 'coordinates': [-73.90229468847, 40.876693715004]}",3+ Family Apt. Building,-73.90229468846975,MOBILE,BRONX,Unspecified,2019-03-25T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,HEATH AVENUE,,,41976270,1011270,258696
12,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2031670060,BRONX,,,,BRONX,2019-03-25T00:00:00.000,07 BRONX,Rodent,2019-03-16T00:00:00.000,EAST FORDHAM ROAD,EAST 192 STREET,Rat Sighting,2019-04-15T17:59:25.000,N/A,2559 GRAND CONCOURSE,10468,,,40.86368677809373,"{'type': 'Point', 'coordinates': [-73.896211119419, 40.863686778094]}",3+ Family Mixed Use Building,-73.8962111194186,PHONE,BRONX,Unspecified,2019-03-25T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,GRAND CONCOURSE,,,41975297,1012958,253959
13,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2030700003,BRONX,,,,BRONX,2019-03-27T00:00:00.000,06 BRONX,Rodent,2019-03-16T00:00:00.000,EAST 180 STREET,EAST 181 STREET,Rat Sighting,2019-04-15T22:36:57.000,N/A,2106 ARTHUR AVENUE,10457,,,40.84976666181748,"{'type': 'Point', 'coordinates': [-73.891353163766, 40.849766661817]}",3+ Family Apt. Building,-73.89135316376604,PHONE,BRONX,Unspecified,2019-03-16T22:46:42.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,ARTHUR AVENUE,,,41977973,1014308,248889
14,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-03-27T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-03-16T00:00:00.000,,,Condition Attracting Rodents,2019-04-15T14:04:43.000,N/A,448 SAINT JOHNS PLACE,11238,,,40.67344043737419,"{'type': 'Point', 'coordinates': [-73.963600154199, 40.673440437374]}",3+ Family Apt. Building,-73.96360015419924,MOBILE,BROOKLYN,Unspecified,2019-03-27T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,SAINT JOHNS PLACE,,,41977095,994347,184631
15,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4003830013,QUEENS,,,,Long Island City,2019-03-27T00:00:00.000,01 QUEENS,Rodent,2019-03-16T00:00:00.000,30 STREET,31 STREET,Rat Sighting,2019-04-15T10:30:36.000,N/A,30-16 38 AVENUE,11101,,,40.754078534376475,"{'type': 'Point', 'coordinates': [-73.932591215728, 40.754078534376]}",3+ Family Mixed Use Building,-73.9325912157278,PHONE,QUEENS,Unspecified,2019-03-20T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,38 AVENUE,,,41976213,1002926,214015
16,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4002360066,QUEENS,,,,Long Island City,2019-03-25T16:37:59.000,02 QUEENS,Rodent,2019-03-16T00:00:00.000,48 AVENUE,GREENPOINT AVENUE,Mouse Sighting,2019-04-15T20:42:58.000,N/A,48-50 37 STREET,11101,,,40.73908180894808,"{'type': 'Point', 'coordinates': [-73.929001428166, 40.739081808948]}",3+ Family Apt. Building,-73.9290014281657,ONLINE,QUEENS,Unspecified,2019-03-25T16:37:59.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,37 STREET,,,41976107,1003925,208552
17,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,FRESH MEADOWS,2019-03-22T00:00:00.000,Unspecified QUEENS,Rodent,2019-03-16T00:00:00.000,,,Mouse Sighting,2019-04-15T20:57:29.000,N/A,67-36A 186 LANE,11365,,,40.736203879883625,"{'type': 'Point', 'coordinates': [-73.785923554125, 40.736203879884]}",3+ Family Apt. Building,-73.78592355412474,MOBILE,QUEENS,Unspecified,2019-03-22T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,186 LANE,,,41976061,1043577,207568
18,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4110830070,QUEENS,,,,Queens Village,2019-03-22T00:00:00.000,13 QUEENS,Rodent,2019-03-16T00:00:00.000,LONG ISLAND RAILROAD,98 AVENUE,Rat Sighting,2019-04-15T12:35:15.000,N/A,215-04 HEMPSTEAD AVENUE,11429,,,40.715584180813245,"{'type': 'Point', 'coordinates': [-73.743766238387, 40.715584180813]}",Parking Lot/Garage,-73.74376623838678,PHONE,QUEENS,Unspecified,2019-03-22T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,HEMPSTEAD AVENUE,,,41975336,1055282,200087
19,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,MIDDLE VILLAGE,2019-03-16T00:00:00.000,Unspecified QUEENS,Rodent,2019-03-16T00:00:00.000,,,Mouse Sighting,2019-04-15T11:30:19.000,N/A,61-59 DRY HARBOR ROAD,11379,,,40.72526191837355,"{'type': 'Point', 'coordinates': [-73.871824965146, 40.725261918374]}",3+ Family Apt. Building,-73.87182496514563,MOBILE,QUEENS,Unspecified,2019-03-16T11:33:29.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,DRY HARBOR ROAD,,,41975251,1019777,203535
20,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2037780010,BRONX,,,,BRONX,2019-03-16T00:00:00.000,09 BRONX,Rodent,2019-03-16T00:00:00.000,WESTCHESTER AVENUE,EAST 172 STREET,Mouse Sighting,2019-04-15T19:17:35.000,N/A,1240 MORRISON AVENUE,10472,,,40.83066324047387,"{'type': 'Point', 'coordinates': [-73.874874105011, 40.830663240474]}",Other (Explain Below),-73.87487410501063,ONLINE,BRONX,Unspecified,2019-03-16T19:25:24.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MORRISON AVENUE,,,41973836,1018877,241935
21,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2037780010,BRONX,,,,BRONX,2019-03-16T00:00:00.000,09 BRONX,Rodent,2019-03-16T00:00:00.000,WESTCHESTER AVENUE,EAST 172 STREET,Signs of Rodents,2019-04-15T10:43:35.000,N/A,1240 MORRISON AVENUE,10472,,,40.83066324047387,"{'type': 'Point', 'coordinates': [-73.874874105011, 40.830663240474]}",3+ Family Apt. Building,-73.87487410501063,ONLINE,BRONX,Unspecified,2019-03-16T10:46:53.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MORRISON AVENUE,,,41973790,1018877,241935
22,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4012990047,QUEENS,,,,Woodside,2019-03-21T00:00:00.000,02 QUEENS,Rodent,2019-03-16T00:00:00.000,ROOSEVELT AVENUE,41 AVENUE,Signs of Rodents,2019-04-15T20:03:48.000,N/A,40-34 68 STREET,11377,,,40.74558475378561,"{'type': 'Point', 'coordinates': [-73.897109676957, 40.745584753786]}",3+ Family Apt. Building,-73.89710967695746,ONLINE,QUEENS,Unspecified,2019-03-21T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,68 STREET,,,41972879,1012760,210930
23,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-03-27T09:20:42.000,Unspecified MANHATTAN,Rodent,2019-03-16T00:00:00.000,,,Rat Sighting,2019-04-15T20:20:43.000,N/A,2720 BROADWAY,10025,,,40.799785375055585,"{'type': 'Point', 'coordinates': [-73.967738882518, 40.799785375056]}",Catch Basin/Sewer,-73.96773888251845,MOBILE,MANHATTAN,Unspecified,2019-03-27T09:20:42.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BROADWAY,,,41972723,993182,230662
24,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3071180020,BROOKLYN,,,,BROOKLYN,2019-03-25T00:00:00.000,15 BROOKLYN,Rodent,2019-03-16T00:00:00.000,AVENUE U,LAKE PLACE,Rat Sighting,2019-04-15T19:30:02.000,N/A,2134 WEST    8 STREET,11223,,,40.595503345895104,"{'type': 'Point', 'coordinates': [-73.979288151907, 40.595503345895]}",Vacant Lot,-73.97928815190733,PHONE,BROOKLYN,Unspecified,2019-03-25T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST    8 STREET,,,41972710,990002,156235
25,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2045060001,BRONX,,,,BRONX,2019-03-19T00:00:00.000,11 BRONX,Rodent,2019-03-16T00:00:00.000,ALLERTON AVENUE,BRITTON STREET,Signs of Rodents,2019-04-15T12:55:01.000,N/A,2752 BRONX PARK EAST,10467,,,40.86602388914378,"{'type': 'Point', 'coordinates': [-73.870425633829, 40.866023889144]}",3+ Family Apt. Building,-73.87042563382855,PHONE,BRONX,Unspecified,2019-03-19T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BRONX PARK EAST,,,41978079,1020089,254820
26,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2049410093,BRONX,,,,BRONX,2019-03-25T00:00:00.000,12 BRONX,Unsanitary Animal Pvt Property,2019-03-16T00:00:00.000,BEND,BEND,Dog,2019-04-15T15:36:50.000,N/A,65 HARPER COURT,10466,,,40.88528686983728,"{'type': 'Point', 'coordinates': [-73.834483392756, 40.885286869837]}",1-2 Family Dwelling,-73.83448339275611,UNKNOWN,BRONX,Unspecified,2019-03-19T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,HARPER COURT,,,41974013,1030017,261855
27,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3086790014,BROOKLYN,,,,BROOKLYN,2019-03-25T00:00:00.000,13 BROOKLYN,Rodent,2019-03-16T00:00:00.000,OCEAN PARKWAY,BEACH WALK,Condition Attracting Rodents,2019-04-15T12:48:37.000,N/A,100 BRIGHTON BEACH AVENUE,11235,,,40.57628992445335,"{'type': 'Point', 'coordinates': [-73.968113216765, 40.576289924453]}",Other (Explain Below),-73.96811321676515,ONLINE,BROOKLYN,Unspecified,2019-03-22T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BRIGHTON BEACH AVENUE,,,41973349,993108,149236
28,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-03-19T00:00:00.000,Unspecified BRONX,Rodent,2019-03-16T00:00:00.000,,,Rat Sighting,2019-04-15T17:00:25.000,N/A,1538 STILLWELL AVENUE,10461,,,40.85377730612512,"{'type': 'Point', 'coordinates': [-73.842019129477, 40.853777306125]}",Vacant Lot,-73.84201912947708,MOBILE,BRONX,Unspecified,2019-03-19T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,STILLWELL AVENUE,,,41971844,1027954,250371
29,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3016420008,BROOKLYN,,,,BROOKLYN,2019-03-16T00:00:00.000,03 BROOKLYN,Rodent,2019-03-16T00:00:00.000,MALCOLM X BOULEVARD,PATCHEN AVENUE,Signs of Rodents,2019-04-15T00:53:47.000,N/A,680 MONROE STREET,11221,,,40.687903177532164,"{'type': 'Point', 'coordinates': [-73.929337173989, 40.687903177532]}",3+ Family Apt. Building,-73.9293371739893,ONLINE,BROOKLYN,Unspecified,2019-03-16T00:56:41.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MONROE STREET,,,41963167,1003847,189906
30,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1009300001,MANHATTAN,,,,NEW YORK,,06 MANHATTAN,Rodent,2019-03-16T00:00:00.000,EAST 24 STREET,EAST 25 STREET,Rat Sighting,2019-04-15T10:17:40.000,N/A,438 2 AVENUE,10010,,,40.739033348162444,"{'type': 'Point', 'coordinates': [-73.980055462183, 40.739033348162]}",Commercial Building,-73.98005546218332,PHONE,MANHATTAN,Unspecified,2019-03-16T10:22:34.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Assigned,2 AVENUE,,,41971867,989777,208527
31,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1021800530,MANHATTAN,,,,NEW YORK,2019-03-16T00:00:00.000,12 MANHATTAN,Rodent,2019-03-16T00:00:00.000,WEST 190 STREET,WEST 192 STREET,Rat Sighting,2019-04-15T15:59:08.000,N/A,213 BENNETT AVENUE,10040,,,40.85739865602053,"{'type': 'Point', 'coordinates': [-73.933354095362, 40.857398656021]}",3+ Family Apt. Building,-73.93335409536195,PHONE,MANHATTAN,Unspecified,2019-03-16T16:18:45.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BENNETT AVENUE,,,41971871,1002686,251658
32,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,ROCKAWAY PARK,2019-03-16T00:00:00.000,Unspecified QUEENS,Rodent,2019-03-16T00:00:00.000,,,Condition Attracting Rodents,2019-04-15T17:44:51.000,N/A,129 BEACH 118 STREET,11694,,,40.577281035841864,"{'type': 'Point', 'coordinates': [-73.838169745401, 40.577281035842]}",3+ Family Apt. Building,-73.83816974540075,MOBILE,QUEENS,Unspecified,2019-03-16T17:47:28.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BEACH 118 STREET,,,41971925,1029205,149637
33,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-03-16T00:00:00.000,Unspecified MANHATTAN,Rodent,2019-03-16T00:00:00.000,,,Mouse Sighting,2019-04-15T18:09:51.000,N/A,252 SHERMAN AVENUE,10034,,,40.86640315008965,"{'type': 'Point', 'coordinates': [-73.919121781935, 40.86640315009]}",3+ Family Apt. Building,-73.91912178193509,MOBILE,MANHATTAN,Unspecified,2019-03-16T18:15:43.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,SHERMAN AVENUE,,,41972088,1006620,254942
34,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3045980041,BROOKLYN,,,,BROOKLYN,2019-03-16T00:00:00.000,17 BROOKLYN,Rodent,2019-03-16T00:00:00.000,EAST NEW YORK AVENUE,RUTLAND ROAD,Condition Attracting Rodents,2019-04-15T10:10:46.000,N/A,66 EAST   96 STREET,11212,,,40.664358566439645,"{'type': 'Point', 'coordinates': [-73.925112379695, 40.66435856644]}",3+ Family Apt. Building,-73.9251123796946,PHONE,BROOKLYN,Unspecified,2019-03-16T10:16:27.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST   96 STREET,,,41972460,1005026,181329
35,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,ROCKAWAY PARK,2019-03-16T00:00:00.000,Unspecified QUEENS,Rodent,2019-03-16T00:00:00.000,,,Signs of Rodents,2019-04-15T17:47:24.000,N/A,129 BEACH 118 STREET,11694,,,40.577281035841864,"{'type': 'Point', 'coordinates': [-73.838169745401, 40.577281035842]}",3+ Family Apt. Building,-73.83816974540075,MOBILE,QUEENS,Unspecified,2019-03-16T17:51:31.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BEACH 118 STREET,,,41972880,1029205,149637
36,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,ROCKAWAY PARK,2019-03-16T00:00:00.000,Unspecified QUEENS,Rodent,2019-03-16T00:00:00.000,,,Signs of Rodents,2019-04-15T17:46:06.000,N/A,129 BEACH 118 STREET,11694,,,40.577281035841864,"{'type': 'Point', 'coordinates': [-73.838169745401, 40.577281035842]}",3+ Family Apt. Building,-73.83816974540075,MOBILE,QUEENS,Unspecified,2019-03-16T17:49:29.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BEACH 118 STREET,,,41972901,1029205,149637
37,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3017650033,BROOKLYN,,,,BROOKLYN,2019-03-20T00:00:00.000,03 BROOKLYN,Rodent,2019-03-16T00:00:00.000,WILLOUGHBY AVENUE,HART STREET,Signs of Rodents,2019-04-15T16:21:20.000,N/A,204 NOSTRAND AVENUE,11205,,,40.693176643095704,"{'type': 'Point', 'coordinates': [-73.952136458841, 40.693176643096]}",1-2 Family Dwelling,-73.95213645884108,PHONE,BROOKLYN,Unspecified,2019-03-20T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,NOSTRAND AVENUE,,,41972918,997523,191823
