,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
10,ADDRESS,DOHMH,Department of Health and Mental Hygiene,5056040043,STATEN ISLAND,,,,STATEN ISLAND,,03 STATEN ISLAND,Standing Water,2019-07-23T00:00:00.000,RICHMOND AVENUE,WAINWRIGHT AVENUE,Swimming Pool Cover,,28 AUGUSTA AVENUE,10312,RICHMOND AVENUE,WAINWRIGHT AVENUE,AUGUSTA AVENUE,40.55185104829483,"{'type': 'Point', 'coordinates': [-74.16897638255, 40.551851048295]}",1-2 Family Dwelling,-74.16897638255024,PHONE,STATEN ISLAND,Unspecified,2019-07-23T00:00:00.000,,,Open,AUGUSTA AVENUE,,,43360520,,937292,140376
11,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1010670024,MANHATTAN,,,,NEW YORK,,04 MANHATTAN,Standing Water,2019-07-23T00:00:00.000,9 AVENUE,10 AVENUE,Container - Over 5 Gallons,,417 WEST   57 STREET,10019,9 AVENUE,10 AVENUE,WEST   57 STREET,40.76824112424805,"{'type': 'Point', 'coordinates': [-73.986461947279, 40.768241124248]}",Commercial Building,-73.98646194727891,PHONE,MANHATTAN,Unspecified,2019-07-23T00:00:00.000,The Department of Health and Mental Hygiene is in receipt of your complaint and will review to determine appropriate action.,,Open,WEST   57 STREET,,,43359208,,988000,219168
12,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4111980083,QUEENS,,,,Queens Village,,13 QUEENS,Standing Water,2019-07-23T00:00:00.000,SPRINGFIELD BOULEVARD,DEAD END,Other - Explain Below,,218-78 110 AVENUE,11429,SPRINGFIELD BOULEVARD,DEAD END,110 AVENUE,40.70808627371843,"{'type': 'Point', 'coordinates': [-73.738031225177, 40.708086273718]}",Other,-73.73803122517668,PHONE,QUEENS,Unspecified,2019-07-23T00:00:00.000,,,Open,110 AVENUE,,,43358522,,1056880,197360
13,,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,,,Unspecified QUEENS,Standing Water,2019-07-23T00:00:00.000,38 AVENUE,149 STREET,Other - Explain Below,,38 AVENUE,11354,38 AVENUE,149 STREET,,40.7642344506478,"{'type': 'Point', 'coordinates': [-73.816824788302, 40.764234450648]}",Other,-73.81682478830226,PHONE,QUEENS,Unspecified,2019-07-23T00:00:00.000,The Department of Health and Mental Hygiene is in receipt of your complaint and will review to determine appropriate action.,,Open,38 AVENUE,,,43356552,,1034992,217761
14,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3003490008,BROOKLYN,,,,BROOKLYN,,06 BROOKLYN,Standing Water,2019-07-23T00:00:00.000,HICKS STREET,HENRY STREET,Puddle in Ground,,148 PRESIDENT STREET,11231,HICKS STREET,HENRY STREET,PRESIDENT STREET,40.683061133574064,"{'type': 'Point', 'coordinates': [-74.001013155594, 40.683061133574]}",3+ Family Apartment Building,-74.00101315559398,PHONE,BROOKLYN,Unspecified,2019-07-23T00:00:00.000,The Department of Health and Mental Hygiene is in receipt of your complaint and will review to determine appropriate action.,,Open,PRESIDENT STREET,,,43356545,,983969,188134
15,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4105180008,QUEENS,,,,Hollis,2019-07-23T00:00:00.000,08 QUEENS,Standing Water,2019-07-23T00:00:00.000,BEND,PINTO STREET,Puddle in Ground,,196-20 COMO AVENUE,11423,BEND,PINTO STREET,COMO AVENUE,40.72201813881609,"{'type': 'Point', 'coordinates': [-73.76985733355, 40.722018138816]}",Other,-73.76985733354951,ONLINE,QUEENS,Unspecified,2019-07-23T00:00:00.000,,,Closed,COMO AVENUE,,,43356821,,1048043,202411
16,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2055440140,BRONX,,,,BRONX,,10 BRONX,Standing Water,2019-07-23T00:00:00.000,RANDALL AVENUE,PHILIP AVENUE,Puddle in Ground,,756 CALHOUN AVENUE,10465,RANDALL AVENUE,PHILIP AVENUE,CALHOUN AVENUE,40.826151454742515,"{'type': 'Point', 'coordinates': [-73.824708379688, 40.826151454743]}",1-2 Family Dwelling,-73.82470837968825,PHONE,BRONX,Unspecified,2019-07-23T00:00:00.000,,,Open,CALHOUN AVENUE,,,43355256,,1032763,240315
17,,DOT,Department of Transportation,3033180001,BROOKLYN,,,,BROOKLYN,,04 BROOKLYN,Sidewalk Condition,2019-07-23T00:00:00.000,MENAHAN STREET,GROVE STREET,Broken Sidewalk,,1513 MYRTLE AVENUE,11237,MENAHAN STREET,GROVE STREET,MYRTLE AVENUE,40.69914717061724,"{'type': 'Point', 'coordinates': [-73.915180926914, 40.699147170617]}",Sidewalk,-73.91518092691436,MOBILE,BROOKLYN,Unspecified,,,,In Progress,MYRTLE AVENUE,,,43349193,,1007769,194006
18,,NYPD,New York City Police Department,2040240055,BRONX,,,,BRONX,2019-07-23T08:10:50.000,11 BRONX,Blocked Driveway,2019-07-23T00:01:23.000,DEAD END,VAN NEST AVENUE,No Access,,1632 TAYLOR AVENUE,10460,DEAD END,VAN NEST AVENUE,TAYLOR AVENUE,40.841299430656456,"{'type': 'Point', 'coordinates': [-73.867871627558, 40.841299430656]}",Street/Sidewalk,-73.86787162755806,MOBILE,BRONX,Unspecified,2019-07-23T12:10:54.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,TAYLOR AVENUE,,,43347628,,1020809,245813
19,,NYPD,New York City Police Department,4089660045,QUEENS,,,,WOODHAVEN,2019-07-23T05:55:23.000,09 QUEENS,Illegal Parking,2019-07-23T00:05:48.000,90 AVENUE,90 ROAD,Blocked Hydrant,,90-01 84 STREET,11421,90 AVENUE,90 ROAD,84 STREET,40.68827972871317,"{'type': 'Point', 'coordinates': [-73.858453548713, 40.688279728713]}",,-73.85845354871303,PHONE,QUEENS,Unspecified,2019-07-23T09:55:29.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,84 STREET,,,43347845,,1023505,190067
20,,NYPD,New York City Police Department,3080640067,BROOKLYN,,,,BROOKLYN,2019-07-23T01:36:16.000,18 BROOKLYN,Blocked Driveway,2019-07-23T00:05:59.000,AVENUE L,AVENUE M,Partial Access,,1264 EAST   86 STREET,11236,AVENUE L,AVENUE M,EAST   86 STREET,40.632436083709244,"{'type': 'Point', 'coordinates': [-73.902313639022, 40.632436083709]}",Street/Sidewalk,-73.9023136390221,PHONE,BROOKLYN,Unspecified,2019-07-23T05:36:19.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,EAST   86 STREET,,,43347447,,1011364,169705
21,,NYPD,New York City Police Department,4119780010,QUEENS,,,,JAMAICA,2019-07-23T06:02:28.000,12 QUEENS,Blocked Driveway,2019-07-23T00:06:40.000,147 STREET,148 STREET,No Access,,147-20 LINDEN BOULEVARD,11436,147 STREET,148 STREET,LINDEN BOULEVARD,40.68567464625954,"{'type': 'Point', 'coordinates': [-73.796087951149, 40.68567464626]}",Street/Sidewalk,-73.79608795114885,PHONE,QUEENS,Unspecified,2019-07-23T10:02:31.000,The Police Department issued a summons in response to the complaint.,,Closed,LINDEN BOULEVARD,,,43347720,,1040803,189152
22,,NYPD,New York City Police Department,4028350082,QUEENS,,,,MASPETH,2019-07-23T03:14:48.000,05 QUEENS,Illegal Parking,2019-07-23T00:06:42.000,72 STREET,74 STREET,Posted Parking Sign Violation,,72-28 CALDWELL AVENUE,11378,72 STREET,74 STREET,CALDWELL AVENUE,40.72477987852236,"{'type': 'Point', 'coordinates': [-73.888656262373, 40.724779878522]}",Street/Sidewalk,-73.88865626237313,PHONE,QUEENS,Unspecified,2019-07-23T07:14:55.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,CALDWELL AVENUE,,,43351588,,1015112,203353
23,,NYPD,New York City Police Department,4068540028,QUEENS,,,,FRESH MEADOWS,2019-07-23T01:03:07.000,08 QUEENS,Non-Emergency Police Matter,2019-07-23T00:07:01.000,159 STREET,160 STREET,Other (complaint details),,159-06 UNION TURNPIKE,11366,159 STREET,160 STREET,UNION TURNPIKE,40.720328269590894,"{'type': 'Point', 'coordinates': [-73.807760613387, 40.720328269591]}",Store/Commercial,-73.80776061338688,ONLINE,QUEENS,Unspecified,2019-07-23T05:03:09.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,UNION TURNPIKE,,,43350889,,1037538,201770
24,,NYPD,New York City Police Department,4089600031,QUEENS,,,,WOODHAVEN,2019-07-23T01:17:00.000,09 QUEENS,Illegal Parking,2019-07-23T00:07:24.000,91 AVENUE,ATLANTIC AVENUE,Blocked Hydrant,,91-46 81 STREET,11421,91 AVENUE,ATLANTIC AVENUE,81 STREET,40.686008721066,"{'type': 'Point', 'coordinates': [-73.859814112603, 40.686008721066]}",Street/Sidewalk,-73.85981411260335,MOBILE,QUEENS,Unspecified,2019-07-23T05:17:02.000,The Police Department issued a summons in response to the complaint.,,Closed,81 STREET,,,43349138,,1023129,189239
25,,NYPD,New York City Police Department,4089660001,QUEENS,,,,WOODHAVEN,2019-07-23T01:22:13.000,09 QUEENS,Illegal Parking,2019-07-23T00:07:28.000,84 STREET,85 STREET,Blocked Hydrant,,84-02 89 AVENUE,11421,84 STREET,85 STREET,89 AVENUE,40.68906216010662,"{'type': 'Point', 'coordinates': [-73.858592516497, 40.689062160107]}",,-73.85859251649654,PHONE,QUEENS,Unspecified,2019-07-23T05:22:14.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,89 AVENUE,,,43346678,,1023466,190352
26,,NYPD,New York City Police Department,1004080004,MANHATTAN,,,,NEW YORK,2019-07-23T00:48:55.000,03 MANHATTAN,Noise - Commercial,2019-07-23T00:07:40.000,GRAND STREET,BROOME STREET,Loud Music/Party,,74 ORCHARD STREET,10002,GRAND STREET,BROOME STREET,ORCHARD STREET,40.71757069164552,"{'type': 'Point', 'coordinates': [-73.990505315901, 40.717570691646]}",Club/Bar/Restaurant,-73.9905053159014,PHONE,MANHATTAN,Unspecified,2019-07-23T04:48:57.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,ORCHARD STREET,,,43353391,,986882,200707
27,,NYPD,New York City Police Department,4121610027,QUEENS,,,,JAMAICA,2019-07-23T07:28:09.000,12 QUEENS,Noise - Street/Sidewalk,2019-07-23T00:08:10.000,DEAD END,111 AVENUE,Loud Talking,,110-20 158 STREET,11433,DEAD END,111 AVENUE,158 STREET,40.69110471585708,"{'type': 'Point', 'coordinates': [-73.791989374454, 40.691104715857]}",Street/Sidewalk,-73.79198937445426,MOBILE,QUEENS,Unspecified,2019-07-23T11:28:10.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,158 STREET,,,43347903,,1041935,191133
28,ADDRESS,DOT,Department of Transportation,4012850031,QUEENS,,,,Jackson Heights,2019-07-23T11:20:00.000,03 QUEENS,Street Condition,2019-07-23T00:08:59.000,37 ROAD,BEND,Pothole,,37-07 74 STREET,11372,,,,40.74853044768969,"{'type': 'Point', 'coordinates': [-73.891749249965, 40.74853044769]}",,-73.89174924996452,UNKNOWN,QUEENS,Unspecified,2019-07-23T11:20:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,74 STREET,,,43348783,,1014244,212005
29,,NYPD,New York City Police Department,3023430022,BROOKLYN,,,,BROOKLYN,2019-07-23T01:32:01.000,01 BROOKLYN,Noise - Commercial,2019-07-23T00:09:28.000,BERRY STREET,BEDFORD AVENUE,Banging/Pounding,,129 NORTH    4 STREET,11249,BERRY STREET,BEDFORD AVENUE,NORTH    4 STREET,40.716452485663304,"{'type': 'Point', 'coordinates': [-73.959940462978, 40.716452485663]}",Store/Commercial,-73.95994046297795,ONLINE,BROOKLYN,Unspecified,2019-07-23T05:32:15.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,NORTH    4 STREET,,,43350877,,995355,200302
30,,NYPD,New York City Police Department,4089660001,QUEENS,,,,WOODHAVEN,2019-07-23T01:08:54.000,09 QUEENS,Illegal Parking,2019-07-23T00:09:30.000,84 STREET,85 STREET,Blocked Hydrant,,84-02 89 AVENUE,11421,84 STREET,85 STREET,89 AVENUE,40.68906216010662,"{'type': 'Point', 'coordinates': [-73.858592516497, 40.689062160107]}",,-73.85859251649654,PHONE,QUEENS,Unspecified,2019-07-23T05:09:00.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,89 AVENUE,,,43347858,,1023466,190352
31,,NYPD,New York City Police Department,4005590002,QUEENS,,,,ASTORIA,2019-07-23T11:34:04.000,01 QUEENS,Noise - Residential,2019-07-23T00:09:52.000,21 STREET,24 STREET,Loud Music/Party,,21-09 35 AVENUE,11106,21 STREET,24 STREET,35 AVENUE,40.76132072305517,"{'type': 'Point', 'coordinates': [-73.935294825989, 40.761320723055]}",,-73.93529482598892,PHONE,QUEENS,Unspecified,2019-07-23T15:34:07.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,35 AVENUE,,,43347902,,1002175,216653
32,,NYPD,New York City Police Department,3024130001,BROOKLYN,,,,BROOKLYN,2019-07-23T01:47:05.000,01 BROOKLYN,Noise - Residential,2019-07-23T00:10:06.000,SOUTH    2 STREET,SOUTH    1 STREET,Loud Music/Party,,390 HOOPER STREET,11211,SOUTH    2 STREET,SOUTH    1 STREET,HOOPER STREET,40.70990328669034,"{'type': 'Point', 'coordinates': [-73.952229050959, 40.70990328669]}",Residential Building/House,-73.95222905095925,MOBILE,BROOKLYN,Unspecified,2019-07-23T05:47:09.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,HOOPER STREET,,,43346099,,997494,197917
33,,NYPD,New York City Police Department,,BRONX,,,,,2019-07-23T02:30:34.000,07 BRONX,Illegal Parking,2019-07-23T00:10:57.000,RESERVOIR AVENUE,WEST  195 STREET,Blocked Sidewalk,,RESERVOIR AVENUE,10468,RESERVOIR AVENUE,WEST  195 STREET,,40.869658898358395,"{'type': 'Point', 'coordinates': [-73.898917155563, 40.869658898358]}",Street/Sidewalk,-73.89891715556347,MOBILE,BRONX,Unspecified,2019-07-23T06:30:36.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,RESERVOIR AVENUE,,,43353999,,1012207,256134
34,,NYPD,New York City Police Department,3020337501,BROOKLYN,,,,BROOKLYN,2019-07-23T09:41:47.000,02 BROOKLYN,Illegal Parking,2019-07-23T00:11:28.000,CLERMONT AVENUE,VANDERBILT AVENUE,Blocked Bike Lane,,134 FLUSHING AVENUE,11205,CLERMONT AVENUE,VANDERBILT AVENUE,FLUSHING AVENUE,40.69786013664541,"{'type': 'Point', 'coordinates': [-73.971437816336, 40.697860136645]}",Street/Sidewalk,-73.97143781633618,ONLINE,BROOKLYN,Unspecified,2019-07-23T13:42:01.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,FLUSHING AVENUE,,,43345523,,992170,193527
35,,NYPD,New York City Police Department,4055660042,QUEENS,,,,FLUSHING,2019-07-23T11:27:54.000,07 QUEENS,Noise - Residential,2019-07-23T00:11:45.000,PIDGEON MEADOW ROAD,LITHONIA AVENUE,Loud Talking,,47-34 169 STREET,11358,PIDGEON MEADOW ROAD,LITHONIA AVENUE,169 STREET,40.74955574323511,"{'type': 'Point', 'coordinates': [-73.798859132916, 40.749555743235]}",Residential Building/House,-73.79885913291552,PHONE,QUEENS,Unspecified,2019-07-23T15:27:56.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,169 STREET,,,43345547,,1039981,212424
36,INTERSECTION,DOT,Department of Transportation,,MANHATTAN,,,,,2019-07-23T02:15:00.000,Unspecified MANHATTAN,Traffic Signal Condition,2019-07-23T00:12:00.000,AMSTERDAM AVE,186 ST W,Controller,N/A,,,AMSTERDAM AVE,186 ST W,,,,,,UNKNOWN,MANHATTAN,Unspecified,2019-07-23T02:15:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,43353751,,,
37,INTERSECTION,DOT,Department of Transportation,,MANHATTAN,,,,,2019-07-23T02:35:00.000,Unspecified MANHATTAN,Traffic Signal Condition,2019-07-23T00:12:00.000,AMSTERDAM AVE,69 ST W,Post,N/A,,,AMSTERDAM AVE,69 ST W,,,,,,UNKNOWN,MANHATTAN,Unspecified,2019-07-23T02:35:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,43352483,,,
38,,NYPD,New York City Police Department,,BROOKLYN,,,,,2019-07-23T02:54:36.000,11 BROOKLYN,Illegal Parking,2019-07-23T00:12:10.000,65 STREET,AVENUE O,Blocked Sidewalk,,65 STREET,11204,65 STREET,AVENUE O,,40.61100821367348,"{'type': 'Point', 'coordinates': [-73.976736978797, 40.611008213673]}",Street/Sidewalk,-73.97673697879664,PHONE,BROOKLYN,Unspecified,2019-07-23T06:54:43.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,65 STREET,,,43352756,,990709,161884
39,,TLC,Taxi and Limousine Commission,3020337501,BROOKLYN,,,,BROOKLYN,,02 BROOKLYN,For Hire Vehicle Complaint,2019-07-23T00:12:34.000,CLERMONT AVENUE,VANDERBILT AVENUE,Driver Complaint - Non Passenger,,134 FLUSHING AVENUE,11205,CLERMONT AVENUE,VANDERBILT AVENUE,FLUSHING AVENUE,40.69786013664541,"{'type': 'Point', 'coordinates': [-73.971437816336, 40.697860136645]}",,-73.97143781633618,ONLINE,BROOKLYN,Unspecified,,,,In Progress,FLUSHING AVENUE,,"134 FLUSHING AVENUE, BROOKLYN, NY, 11205",43353981,,992170,193527
40,,NYPD,New York City Police Department,2024710036,BRONX,,,,BRONX,2019-07-23T23:44:59.000,04 BRONX,Noise - Residential,2019-07-23T00:13:00.000,EAST  164 STREET,EAST  165 STREET,Banging/Pounding,,1015 GRAND CONCOURSE,10452,EAST  164 STREET,EAST  165 STREET,GRAND CONCOURSE,40.830089199827285,"{'type': 'Point', 'coordinates': [-73.920932927254, 40.830089199827]}",Residential Building/House,-73.9209329272536,PHONE,BRONX,Unspecified,2019-07-24T03:45:05.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,GRAND CONCOURSE,,,43351613,,1006131,241711
41,,NYPD,New York City Police Department,2044440001,BRONX,,,,BRONX,,11 BRONX,Noise - Street/Sidewalk,2019-07-23T00:13:19.000,WARING AVENUE,HONE AVENUE,Loud Music/Party,,2415 WILLIAMSBRIDGE ROAD,10469,WARING AVENUE,HONE AVENUE,WILLIAMSBRIDGE ROAD,40.86145533314717,"{'type': 'Point', 'coordinates': [-73.857614994118, 40.861455333147]}",Street/Sidewalk,-73.85761499411821,PHONE,BRONX,Unspecified,,,,In Progress,WILLIAMSBRIDGE ROAD,,,43349279,,1023635,253161
42,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,,BROOKLYN,,01 BROOKLYN,Street Light Condition,2019-07-23T00:14:00.000,LEE AVE,WILSON ST,Street Light Out,,,11211,LEE AVENUE,WILSON STREET,,40.706464585059216,"{'type': 'Point', 'coordinates': [-73.960783243227, 40.706464585059]}",,-73.96078324322716,UNKNOWN,BROOKLYN,Unspecified,,,,Open,,,,43354688,,995123,196663
43,,DOT,Department of Transportation,,QUEENS,,,,,,06 QUEENS,Street Condition,2019-07-23T00:14:23.000,67 ROAD,WOODHAVEN BOULEVARD,Cave-in,,67 ROAD,11374,67 ROAD,WOODHAVEN BOULEVARD,,40.716593384034745,"{'type': 'Point', 'coordinates': [-73.861834835327, 40.716593384035]}",Street,-73.86183483532683,PHONE,QUEENS,Unspecified,,,,In Progress,67 ROAD,,,43346734,,1022551,200381
44,,NYPD,New York City Police Department,3008870001,BROOKLYN,,,,BROOKLYN,2019-07-23T03:26:23.000,07 BROOKLYN,Noise - Commercial,2019-07-23T00:14:55.000,19 STREET,20 STREET,Loud Music/Party,,555 7 AVENUE,11215,19 STREET,20 STREET,7 AVENUE,40.659727162432745,"{'type': 'Point', 'coordinates': [-73.987918471048, 40.659727162433]}",Club/Bar/Restaurant,-73.98791847104769,ONLINE,BROOKLYN,Unspecified,2019-07-23T07:26:29.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,7 AVENUE,,,43350388,,987602,179633
45,,NYPD,New York City Police Department,,MANHATTAN,,,,,2019-07-23T02:56:51.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-07-23T00:15:02.000,AMSTERDAM AVENUE,WEST  190 STREET,Loud Music/Party,,WEST  190 STREET,10040,AMSTERDAM AVENUE,WEST  190 STREET,,40.853716782940324,"{'type': 'Point', 'coordinates': [-73.926800559328, 40.85371678294]}",Street/Sidewalk,-73.92680055932782,MOBILE,MANHATTAN,Unspecified,2019-07-23T06:56:58.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  190 STREET,,,43345564,,1004500,250318
