,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
13,,NYPD,New York City Police Department,1021320040,MANHATTAN,,,,NEW YORK,2019-07-10T00:17:12.000,12 MANHATTAN,Noise - Vehicle,2019-07-10T00:01:47.000,WEST  177 STREET,WEST  178 STREET,Car/Truck Music,,2372 AMSTERDAM AVENUE,10033,WEST  177 STREET,WEST  178 STREET,AMSTERDAM AVENUE,40.84589511813115,"{'type': 'Point', 'coordinates': [-73.932523474093, 40.845895118131]}",Street/Sidewalk,-73.93252347409297,PHONE,MANHATTAN,Unspecified,2019-07-10T04:17:12.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,AMSTERDAM AVENUE,,,43241705,,1002919,247467
14,,DSNY,A - Brooklyn,,BROOKLYN,,,,,2019-07-13T12:00:00.000,18 BROOKLYN,Dirty Conditions,2019-07-10T00:02:00.000,AVENUE T,AVENUE U,E3A Dirty Area/Alleyway,N/A,2117 HENDRICKSON STREET,,,,,,,Lot,,ONLINE,BROOKLYN,Unspecified,2019-07-13T12:00:00.000,The Department of Sanitation investigated this complaint and found no violation at the location.,,Closed,HENDRICKSON STREET,,,43247573,,,
15,,NYPD,New York City Police Department,1016660007,MANHATTAN,,,,NEW YORK,2019-07-10T01:47:06.000,11 MANHATTAN,Noise - Commercial,2019-07-10T00:02:03.000,3 AVENUE,2 AVENUE,Loud Music/Party,,215 EAST  116 STREET,10029,3 AVENUE,2 AVENUE,EAST  116 STREET,40.79771818854815,"{'type': 'Point', 'coordinates': [-73.939456297606, 40.797718188548]}",Store/Commercial,-73.93945629760611,MOBILE,MANHATTAN,Unspecified,2019-07-10T05:47:06.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,EAST  116 STREET,,,43233171,,1001013,229913
16,,NYPD,New York City Police Department,1021530081,MANHATTAN,,,,NEW YORK,2019-07-10T06:35:46.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-07-10T00:02:10.000,AUDUBON AVENUE,ST NICHOLAS AVENUE,Loud Music/Party,,549 WEST  180 STREET,10033,AUDUBON AVENUE,ST NICHOLAS AVENUE,WEST  180 STREET,40.8482230608753,"{'type': 'Point', 'coordinates': [-73.933265697398, 40.848223060875]}",Street/Sidewalk,-73.93326569739818,ONLINE,MANHATTAN,Unspecified,2019-07-10T10:35:46.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,WEST  180 STREET,,,43237500,,1002713,248315
17,,NYPD,New York City Police Department,3033050069,BROOKLYN,,,,BROOKLYN,2019-07-10T00:55:13.000,04 BROOKLYN,Noise - Residential,2019-07-10T00:02:21.000,EVERGREEN AVENUE,CENTRAL AVENUE,Loud Music/Party,,65 MENAHAN STREET,11221,EVERGREEN AVENUE,CENTRAL AVENUE,MENAHAN STREET,40.694021436069285,"{'type': 'Point', 'coordinates': [-73.921141168585, 40.694021436069]}",Residential Building/House,-73.92114116858522,MOBILE,BROOKLYN,Unspecified,2019-07-10T04:55:12.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,MENAHAN STREET,,,43238222,,1006118,192137
18,,DOT,Department of Transportation,,MANHATTAN,,,,,,04 MANHATTAN,Street Condition,2019-07-10T00:02:28.000,WEST SIDE HIGHWAY,WEST   59 STREET,Failed Street Repair,,WEST SIDE HIGHWAY,10019,WEST SIDE HIGHWAY,WEST   59 STREET,,40.772877596081386,"{'type': 'Point', 'coordinates': [-73.993411022318, 40.772877596081]}",Street,-73.99341102231814,PHONE,MANHATTAN,Unspecified,2019-07-10T14:31:50.000,The Department of Transportation will inspect the condition and will determine the next action.,,In Progress,WEST SIDE HIGHWAY,,,43240943,,986075,220857
19,,NYPD,New York City Police Department,3031760001,BROOKLYN,,,,BROOKLYN,2019-07-10T00:24:05.000,04 BROOKLYN,Noise - Street/Sidewalk,2019-07-10T00:02:34.000,JEFFERSON STREET,TROUTMAN STREET,Loud Talking,,45 IRVING AVENUE,11237,JEFFERSON STREET,TROUTMAN STREET,IRVING AVENUE,40.70500850329347,"{'type': 'Point', 'coordinates': [-73.924889984914, 40.705008503293]}",Street/Sidewalk,-73.92488998491449,ONLINE,BROOKLYN,Unspecified,2019-07-10T04:24:04.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,IRVING AVENUE,,,43239175,,1005075,196139
20,ADDRESS,DOB,Department of Buildings,3042150034,BROOKLYN,,,,BROOKLYN,2019-07-11T00:00:00.000,05 BROOKLYN,General Construction/Plumbing,2019-07-10T00:02:42.000,,,Cons - Contrary/Beyond Approved Plans/Permits,,488 CRESCENT STREET,11208,,,,40.67612873235813,"{'type': 'Point', 'coordinates': [-73.870199730914, 40.676128732358]}",,-73.870199730914,UNKNOWN,BROOKLYN,Unspecified,2019-07-11T00:00:00.000,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,CRESCENT STREET,,,43251659,,1020254,185635
21,,NYPD,New York City Police Department,4156100001,QUEENS,,,,FAR ROCKAWAY,2019-07-10T04:05:29.000,14 QUEENS,Noise - Street/Sidewalk,2019-07-10T00:02:44.000,BEACH    6 STREET,BEACH    8 STREET,Loud Talking,,711 SEAGIRT AVENUE,11691,BEACH    6 STREET,BEACH    8 STREET,SEAGIRT AVENUE,40.59599553669944,"{'type': 'Point', 'coordinates': [-73.742187072717, 40.595995536699]}",Street/Sidewalk,-73.74218707271653,PHONE,QUEENS,Unspecified,2019-07-10T08:05:29.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,SEAGIRT AVENUE,,,43242612,,1055848,156519
22,,NYPD,New York City Police Department,2030700030,BRONX,,,,BRONX,2019-07-10T10:27:40.000,06 BRONX,Noise - Street/Sidewalk,2019-07-10T00:02:45.000,EAST  180 STREET,EAST  181 STREET,Loud Music/Party,,2111 HUGHES AVENUE,10457,EAST  180 STREET,EAST  181 STREET,HUGHES AVENUE,40.849329193408714,"{'type': 'Point', 'coordinates': [-73.890233367461, 40.849329193409]}",Street/Sidewalk,-73.8902333674608,ONLINE,BRONX,Unspecified,2019-07-10T14:27:40.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,HUGHES AVENUE,,,43239168,,1014618,248730
23,INTERSECTION,DEP,Department of Environmental Protection,,MANHATTAN,,,,NEW YORK,2019-07-11T01:45:00.000,10 MANHATTAN,Noise,2019-07-10T00:03:00.000,BRADHURST AVE,W 150 ST,Noise: Construction Before/After Hours (NM1),N/A,,10039,BRADHURST AVENUE,WEST 150 STREET,,40.82641485127078,"{'type': 'Point', 'coordinates': [-73.940593671074, 40.826414851271]}",,-73.94059367107405,UNKNOWN,MANHATTAN,Unspecified,2019-07-11T01:45:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,,,,43252313,,1000691,240368
24,ADDRESS,DEP,Department of Environmental Protection,2027820064,BRONX,,,,BRONX,2019-07-10T12:17:00.000,04 BRONX,Water Conservation,2019-07-10T00:03:00.000,FINDLAY AVE,TELLER AVE,Illegal Use Of A Hydrant (CIN),,369 EAST  169 STREET,10456,,,,40.8345088337421,"{'type': 'Point', 'coordinates': [-73.91054538598, 40.834508833742]}",,-73.91054538598019,UNKNOWN,BRONX,Unspecified,2019-07-10T12:17:00.000,The Department of Environmental Protection scheduled an inspection.,,Closed,EAST  169 STREET,,,43251248,,1009004,243324
25,ADDRESS,DEP,Department of Environmental Protection,4006760045,QUEENS,,,,Astoria,2019-07-10T20:00:00.000,01 QUEENS,Noise,2019-07-10T00:03:00.000,STEINWAY ST,41 ST,Noise: Construction Before/After Hours (NM1),N/A,40-02 BROADWAY,11103,,,,40.75890593294022,"{'type': 'Point', 'coordinates': [-73.918873297642, 40.75890593294]}",,-73.91887329764192,UNKNOWN,QUEENS,Unspecified,2019-07-10T20:00:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,BROADWAY,,,43251217,,1006725,215777
26,,NYPD,New York City Police Department,3018980024,BROOKLYN,,,,BROOKLYN,2019-07-10T03:17:05.000,03 BROOKLYN,Illegal Parking,2019-07-10T00:03:31.000,PARK AVENUE,MYRTLE AVENUE,Commercial Overnight Parking,,821 KENT AVENUE,11205,PARK AVENUE,MYRTLE AVENUE,KENT AVENUE,40.69587488408122,"{'type': 'Point', 'coordinates': [-73.95964629748, 40.695874884081]}",Street/Sidewalk,-73.95964629747996,ONLINE,BROOKLYN,Unspecified,2019-07-10T07:17:05.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,KENT AVENUE,,,43233837,,995440,192805
27,,NYPD,New York City Police Department,3033740025,BROOKLYN,,,,BROOKLYN,2019-07-10T00:56:17.000,04 BROOKLYN,Noise - Street/Sidewalk,2019-07-10T00:03:35.000,BUSHWICK AVENUE,EVERGREEN AVENUE,Loud Music/Party,,1180 PUTNAM AVENUE,11221,BUSHWICK AVENUE,EVERGREEN AVENUE,PUTNAM AVENUE,40.69014545170828,"{'type': 'Point', 'coordinates': [-73.916721288158, 40.690145451708]}",Street/Sidewalk,-73.91672128815816,MOBILE,BROOKLYN,Unspecified,2019-07-10T04:56:17.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,PUTNAM AVENUE,,,43238240,,1007345,190726
28,,DOT,Department of Transportation,4008740027,QUEENS,,,,ASTORIA,,01 QUEENS,Street Condition,2019-07-10T00:03:54.000,24 ROAD,24 DRIVE,Failed Street Repair,,24-43 21 STREET,11102,24 ROAD,24 DRIVE,21 STREET,40.77571729867929,"{'type': 'Point', 'coordinates': [-73.922604182525, 40.775717298679]}",Street,-73.92260418252543,ONLINE,QUEENS,Unspecified,,,,In Progress,21 STREET,,,43234197,,1005686,221901
29,,NYPD,New York City Police Department,2031790041,BRONX,,,,BRONX,2019-07-10T03:12:47.000,05 BRONX,Illegal Parking,2019-07-10T00:04:43.000,EAST BURNSIDE AVENUE,EAST  181 STREET,Blocked Hydrant,,2105 WALTON AVENUE,10453,EAST BURNSIDE AVENUE,EAST  181 STREET,WALTON AVENUE,40.8544945483187,"{'type': 'Point', 'coordinates': [-73.905533654306, 40.854494548319]}",Street/Sidewalk,-73.9055336543059,MOBILE,BRONX,Unspecified,2019-07-10T07:12:47.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WALTON AVENUE,,,43240800,,1010383,250607
30,,NYPD,New York City Police Department,3021970020,BROOKLYN,,,,BROOKLYN,2019-07-10T07:07:03.000,01 BROOKLYN,Illegal Parking,2019-07-10T00:04:52.000,KENT AVENUE,WYTHE AVENUE,Unauthorized Bus Layover,,56 KEAP STREET,11249,KENT AVENUE,WYTHE AVENUE,KEAP STREET,40.70190361531569,"{'type': 'Point', 'coordinates': [-73.963299695325, 40.701903615316]}",Street/Sidewalk,-73.96329969532533,MOBILE,BROOKLYN,Unspecified,2019-07-10T11:07:03.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,KEAP STREET,,,43240827,,994426,195001
31,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,BRONX,2019-07-15T00:00:00.000,10 BRONX,Street Light Condition,2019-07-10T00:05:00.000,BRUCKNER BLVD,BRUSH AVE,Traffic Signal Light,,,10465,BRUCKNER BOULEVARD,BRUSH AVENUE,,40.828519305847,"{'type': 'Point', 'coordinates': [-73.841179357164, 40.828519305847]}",,-73.84117935716411,UNKNOWN,BRONX,Unspecified,2019-07-15T00:00:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,43239859,,1028203,241169
32,,NYPD,New York City Police Department,1021150066,MANHATTAN,,,,NEW YORK,2019-07-10T01:39:56.000,12 MANHATTAN,Noise - Residential,2019-07-10T00:05:08.000,AMSTERDAM AVENUE,BROADWAY,Loud Music/Party,,557 WEST  156 STREET,10032,AMSTERDAM AVENUE,BROADWAY,WEST  156 STREET,40.83315239259631,"{'type': 'Point', 'coordinates': [-73.944638579624, 40.833152392596]}",Residential Building/House,-73.9446385796239,ONLINE,MANHATTAN,Unspecified,2019-07-10T05:39:56.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  156 STREET,,,43241668,,999570,242822
33,,NYPD,New York City Police Department,2032650001,BRONX,,,,BRONX,2019-07-10T04:57:53.000,08 BRONX,Noise - Residential,2019-07-10T00:05:39.000,WEST  225 STREET,BEND,Loud Music/Party,,2861 EXTERIOR STREET,10463,WEST  225 STREET,BEND,EXTERIOR STREET,40.87527792119058,"{'type': 'Point', 'coordinates': [-73.906165847312, 40.875277921191]}",Residential Building/House,-73.90616584731168,ONLINE,BRONX,Unspecified,2019-07-10T08:57:53.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,EXTERIOR STREET,,,43232424,,1010200,258179
34,INTERSECTION,DEP,Department of Environmental Protection,,BROOKLYN,,,,,2019-07-11T07:00:00.000,Unspecified BROOKLYN,Noise,2019-07-10T00:06:00.000,MEEKER AVE,LEONARD ST,Noise: Construction Before/After Hours (NM1),N/A,,,MEEKER AVE,LEONARD ST,,,,,,UNKNOWN,BROOKLYN,Unspecified,2019-07-11T07:00:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,,,,43253235,,,
35,,NYPD,New York City Police Department,1021327501,MANHATTAN,,,,NEW YORK,2019-07-10T00:18:23.000,12 MANHATTAN,Noise - Vehicle,2019-07-10T00:06:05.000,WEST  177 STREET,WEST  178 STREET,Car/Truck Music,,2360 AMSTERDAM AVENUE,10033,WEST  177 STREET,WEST  178 STREET,AMSTERDAM AVENUE,40.845637225618624,"{'type': 'Point', 'coordinates': [-73.932711681829, 40.845637225619]}",Street/Sidewalk,-73.93271168182868,PHONE,MANHATTAN,Unspecified,2019-07-10T04:18:23.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,AMSTERDAM AVENUE,,,43234881,,1002867,247373
36,,NYPD,New York City Police Department,3033000041,BROOKLYN,,,,BROOKLYN,2019-07-10T02:57:59.000,04 BROOKLYN,Blocked Driveway,2019-07-10T00:06:38.000,GREENE AVENUE,BLEECKER STREET,No Access,,250 IRVING AVENUE,11237,GREENE AVENUE,BLEECKER STREET,IRVING AVENUE,40.70018012037408,"{'type': 'Point', 'coordinates': [-73.916434661994, 40.700180120374]}",Street/Sidewalk,-73.91643466199412,ONLINE,BROOKLYN,Unspecified,2019-07-10T06:57:59.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,IRVING AVENUE,,,43240336,,1007421,194382
37,ADDRESS,HPD,Department of Housing Preservation and Development,3013240001,BROOKLYN,,,,BROOKLYN,2019-07-11T10:13:25.000,09 BROOKLYN,SAFETY,2019-07-10T00:07:05.000,,,FIRE ESCAPE,,501 LEFFERTS AVENUE,11225,,,,40.6627420000501,"{'type': 'Point', 'coordinates': [-73.944707922995, 40.66274200005]}",RESIDENTIAL BUILDING,-73.94470792299451,ONLINE,BROOKLYN,Unspecified,2019-07-11T10:13:25.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,LEFFERTS AVENUE,,,43251807,,999590,180736
38,,NYPD,New York City Police Department,3085110048,BROOKLYN,,,,BROOKLYN,2019-07-10T01:13:45.000,18 BROOKLYN,Illegal Parking,2019-07-10T00:07:05.000,FILLMORE AVENUE,AVENUE S,Blocked Hydrant,,1906 EAST   51 STREET,11234,FILLMORE AVENUE,AVENUE S,EAST   51 STREET,40.61368992843593,"{'type': 'Point', 'coordinates': [-73.925316895021, 40.613689928436]}",Street/Sidewalk,-73.92531689502083,MOBILE,BROOKLYN,Unspecified,2019-07-10T05:13:45.000,The Police Department issued a summons in response to the complaint.,,Closed,EAST   51 STREET,,,43241183,,1004985,162869
39,,NYPD,New York City Police Department,3018260066,BROOKLYN,,,,BROOKLYN,2019-07-10T02:01:56.000,03 BROOKLYN,Noise - Residential,2019-07-10T00:08:02.000,THROOP AVENUE,MARCUS GARVEY BOULEVARD,Loud Music/Party,,523 PUTNAM AVENUE,11221,THROOP AVENUE,MARCUS GARVEY BOULEVARD,PUTNAM AVENUE,40.68517005885076,"{'type': 'Point', 'coordinates': [-73.940211107867, 40.685170058851]}",Residential Building/House,-73.94021110786682,PHONE,BROOKLYN,Unspecified,2019-07-10T06:01:56.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,PUTNAM AVENUE,,,43234117,,1000832,188908
40,,NYPD,New York City Police Department,3018980024,BROOKLYN,,,,BROOKLYN,2019-07-10T03:17:06.000,03 BROOKLYN,Illegal Parking,2019-07-10T00:08:36.000,PARK AVENUE,MYRTLE AVENUE,Commercial Overnight Parking,,821 KENT AVENUE,11205,PARK AVENUE,MYRTLE AVENUE,KENT AVENUE,40.69587488408122,"{'type': 'Point', 'coordinates': [-73.95964629748, 40.695874884081]}",Street/Sidewalk,-73.95964629747996,ONLINE,BROOKLYN,Unspecified,2019-07-10T07:17:06.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,KENT AVENUE,,,43244192,,995440,192805
41,,DPR,Department of Parks and Recreation,,BRONX,,,,,,08 BRONX,Damaged Tree,2019-07-10T00:08:37.000,GALE PLACE,ORLOFF AVENUE,Branch or Limb Has Fallen Down,,GALE PLACE,10463,GALE PLACE,ORLOFF AVENUE,,40.88453177269159,"{'type': 'Point', 'coordinates': [-73.892171533662, 40.884531772692]}",Street,-73.89217153366205,PHONE,BRONX,Unspecified,2019-07-12T16:08:47.000,,,In Progress,GALE PLACE,,,43233823,,1014066,261555
42,ADDRESS,DEP,Department of Environmental Protection,3058950013,BROOKLYN,,,,BROOKLYN,2019-07-11T06:00:00.000,10 BROOKLYN,Noise,2019-07-10T00:09:00.000,70 ST,71 ST,Noise: Construction Before/After Hours (NM1),N/A,7004 8 AVENUE,11228,,,,40.629696051531525,"{'type': 'Point', 'coordinates': [-74.015599487039, 40.629696051532]}",,-74.01559948703876,UNKNOWN,BROOKLYN,Unspecified,2019-07-11T06:00:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,8 AVENUE,,,43246387,,979920,168692
