,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
10,,TLC,Taxi and Limousine Commission,,MANHATTAN,,,,,,05 MANHATTAN,Taxi Report,2019-07-09T00:00:41.000,5 AVENUE,EAST   48 STREET,Driver Report - Passenger,,5 AVENUE,10017,5 AVENUE,EAST   48 STREET,,40.75728557318907,"{'type': 'Point', 'coordinates': [-73.978115276267, 40.757285573189]}",,-73.97811527626749,PHONE,MANHATTAN,Unspecified,,,,In Progress,5 AVENUE,,"5 AVENUE AND EAST   48 STREET, MANHATTAN, NY, 10017",43226143,,990313,215177
11,,NYPD,New York City Police Department,2035510001,BRONX,,,,BRONX,2019-07-09T01:21:55.000,09 BRONX,Noise - Residential,2019-07-09T00:01:17.000,BEND,ROSEDALE AVENUE,Banging/Pounding,,1711 RANDALL AVENUE,10473,BEND,ROSEDALE AVENUE,RANDALL AVENUE,40.816729721569565,"{'type': 'Point', 'coordinates': [-73.866356073942, 40.81672972157]}",Residential Building/House,-73.8663560739419,ONLINE,BRONX,Unspecified,2019-07-09T05:21:54.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,RANDALL AVENUE,,,43226778,,1021242,236862
12,,DOHMH,Department of Health and Mental Hygiene,3042030016,BROOKLYN,,,,BROOKLYN,,05 BROOKLYN,Rodent,2019-07-09T00:01:44.000,SHERIDAN AVENUE,GRANT AVENUE,Signs of Rodents,,1146 LIBERTY AVENUE,11208,SHERIDAN AVENUE,GRANT AVENUE,LIBERTY AVENUE,40.67872151271264,"{'type': 'Point', 'coordinates': [-73.866892224751, 40.678721512713]}",Commercial Building,-73.86689222475064,MOBILE,BROOKLYN,Unspecified,,,,In Progress,LIBERTY AVENUE,,,43228414,,1021170,186581
13,INTERSECTION,DEP,Department of Environmental Protection,,MANHATTAN,,,,NEW YORK,2019-07-09T01:30:00.000,08 MANHATTAN,Water System,2019-07-09T00:02:00.000,E 66 ST,YORK AVE,Hydrant Running Full (WA4),,,10065,EAST 66 STREET,YORK AVENUE,,40.763043411187574,"{'type': 'Point', 'coordinates': [-73.956526386244, 40.763043411188]}",,-73.95652638624375,UNKNOWN,MANHATTAN,Unspecified,2019-07-09T01:30:00.000,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,,Closed,,,,43241029,,996293,217277
14,ADDRESS,DEP,Department of Environmental Protection,2025120054,BRONX,,,,BRONX,2019-07-09T00:45:00.000,04 BRONX,Water System,2019-07-09T00:02:00.000,W 164 ST,W 165 ST,Hydrant Running Full (WA4),,1022 NELSON AVENUE,10452,,,,40.83331633231033,"{'type': 'Point', 'coordinates': [-73.928337135636, 40.83331633231]}",,-73.92833713563641,UNKNOWN,BRONX,Unspecified,2019-07-09T00:45:00.000,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,,Closed,NELSON AVENUE,,,43237633,,1004081,242885
15,,NYPD,New York City Police Department,1005280091,MANHATTAN,,,,NEW YORK,2019-07-09T02:20:16.000,02 MANHATTAN,Noise - Street/Sidewalk,2019-07-09T00:02:12.000,BEDFORD STREET,VARICK STREET,Loud Music/Party,,65 DOWNING STREET,10014,BEDFORD STREET,VARICK STREET,DOWNING STREET,40.729008389628994,"{'type': 'Point', 'coordinates': [-74.00479145313, 40.729008389629]}",Street/Sidewalk,-74.00479145312976,ONLINE,MANHATTAN,Unspecified,2019-07-09T06:20:16.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,DOWNING STREET,,,43230804,,982922,204874
16,,NYPD,New York City Police Department,2037630001,BRONX,,,,BRONX,2019-07-09T05:23:49.000,09 BRONX,Noise - Commercial,2019-07-09T00:02:15.000,GLEASON AVENUE,WESTCHESTER AVENUE,Loud Talking,,1207 BEACH AVENUE,10472,GLEASON AVENUE,WESTCHESTER AVENUE,BEACH AVENUE,40.83036235589997,"{'type': 'Point', 'coordinates': [-73.866021542144, 40.8303623559]}",Store/Commercial,-73.86602154214397,ONLINE,BRONX,Unspecified,2019-07-09T09:23:48.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,BEACH AVENUE,,,43224147,,1021327,241829
17,,NYPD,New York City Police Department,3081140137,BROOKLYN,,,,BROOKLYN,2019-07-09T08:25:29.000,17 BROOKLYN,Blocked Driveway,2019-07-09T00:02:16.000,EAST   96 STREET,ROCKAWAY PARKWAY,Partial Access,,9610 AVENUE B,11236,EAST   96 STREET,ROCKAWAY PARKWAY,AVENUE B,40.652535472358245,"{'type': 'Point', 'coordinates': [-73.911647110741, 40.652535472358]}",Street/Sidewalk,-73.91164711074148,PHONE,BROOKLYN,Unspecified,2019-07-09T12:25:29.000,The Police Department issued a summons in response to the complaint.,,Closed,AVENUE B,,,43229471,,1008766,177025
18,,NYPD,New York City Police Department,4106080045,QUEENS,,,,QUEENS VILLAGE,2019-07-09T05:52:09.000,13 QUEENS,Noise - Residential,2019-07-09T00:02:32.000,94 ROAD,JAMAICA AVENUE,Loud Music/Party,,94-46 216 STREET,11428,94 ROAD,JAMAICA AVENUE,216 STREET,40.718363218754085,"{'type': 'Point', 'coordinates': [-73.739466282756, 40.718363218754]}",Residential Building/House,-73.73946628275554,PHONE,QUEENS,Unspecified,2019-07-09T09:52:09.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,216 STREET,,,43230777,,1056471,201103
19,,NYPD,New York City Police Department,3036100007,BROOKLYN,,,,BROOKLYN,2019-07-09T01:57:22.000,16 BROOKLYN,Noise - Street/Sidewalk,2019-07-09T00:02:35.000,HERZL STREET,AMBOY STREET,Loud Music/Party,,45 LOTT AVENUE,11212,HERZL STREET,AMBOY STREET,LOTT AVENUE,40.65729258180228,"{'type': 'Point', 'coordinates': [-73.912170619662, 40.657292581802]}",,-73.9121706196621,PHONE,BROOKLYN,Unspecified,2019-07-09T05:57:21.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,LOTT AVENUE,,,43228595,,1008619,178758
20,,NYPD,New York City Police Department,1017260004,MANHATTAN,,,,NEW YORK,2019-07-09T06:13:52.000,10 MANHATTAN,Noise - Street/Sidewalk,2019-07-09T00:02:51.000,5 AVENUE,LENOX AVENUE,Loud Talking,,83 WEST  128 STREET,10027,5 AVENUE,LENOX AVENUE,WEST  128 STREET,40.80931379658131,"{'type': 'Point', 'coordinates': [-73.943159272242, 40.809313796581]}",Street/Sidewalk,-73.94315927224204,MOBILE,MANHATTAN,Unspecified,2019-07-09T10:13:52.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  128 STREET,,,43223095,,999985,234137
21,INTERSECTION,DEP,Department of Environmental Protection,,QUEENS,,,,Astoria,2019-07-10T01:45:00.000,01 QUEENS,Noise,2019-07-09T00:03:00.000,23 ST,BROADWAY,Noise: Construction Equipment (NC1),N/A,,11106,23 STREET,BROADWAY,,40.76449077157255,"{'type': 'Point', 'coordinates': [-73.930364171117, 40.764490771573]}",,-73.93036417111693,UNKNOWN,QUEENS,Unspecified,2019-07-10T01:45:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,,,,43242940,,1003540,217809
22,ADDRESS,DEP,Department of Environmental Protection,4006280021,QUEENS,,,,Astoria,2019-07-11T14:00:00.000,01 QUEENS,Noise,2019-07-09T00:03:00.000,28 AVE,30 AVE,"Noise, Barking Dog (NR5)",N/A,28-08 35 STREET,11103,,,,40.76674091807296,"{'type': 'Point', 'coordinates': [-73.917105650814, 40.766740918073]}",,-73.91710565081442,UNKNOWN,QUEENS,Unspecified,2019-07-11T14:00:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,35 STREET,,,43239241,,1007212,218632
23,ADDRESS,DEP,Department of Environmental Protection,2050450005,BRONX,,,,BRONX,2019-07-09T14:30:00.000,12 BRONX,Sewer,2019-07-09T00:03:00.000,BYRON AVE,BARNES AVE,Sewer Backup (Use Comments) (SA),,769 EAST  236 STREET,10466,,,,40.89486165494199,"{'type': 'Point', 'coordinates': [-73.853745554997, 40.894861654942]}",,-73.85374555499675,UNKNOWN,BRONX,Unspecified,2019-07-09T14:30:00.000,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,,Closed,EAST  236 STREET,,,43234213,,1024685,265334
24,,NYPD,New York City Police Department,4038030133,QUEENS,,,,RIDGEWOOD,,05 QUEENS,Illegal Parking,2019-07-09T00:03:09.000,DEAD END,77 AVENUE,Commercial Overnight Parking,,76-08 79 PLACE,11385,DEAD END,77 AVENUE,79 PLACE,40.706808462456564,"{'type': 'Point', 'coordinates': [-73.871456483081, 40.706808462457]}",Street/Sidewalk,-73.87145648308079,MOBILE,QUEENS,Unspecified,2019-07-09T06:57:50.000,,,In Progress,79 PLACE,,,43230737,,1019889,196812
25,,NYPD,New York City Police Department,3022310056,BROOKLYN,,,,BROOKLYN,2019-07-09T00:06:43.000,01 BROOKLYN,Noise - Street/Sidewalk,2019-07-09T00:03:23.000,BEDFORD AVENUE,LEE AVENUE,Loud Music/Party,,59 LYNCH STREET,11206,BEDFORD AVENUE,LEE AVENUE,LYNCH STREET,40.70080040672575,"{'type': 'Point', 'coordinates': [-73.956004361855, 40.700800406726]}",Street/Sidewalk,-73.95600436185494,PHONE,BROOKLYN,Unspecified,2019-07-09T04:06:43.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,LYNCH STREET,,,43230154,,996449,194600
26,INTERSECTION,DOT,Department of Transportation,,MANHATTAN,,,,,2019-07-09T03:20:00.000,Unspecified MANHATTAN,Traffic Signal Condition,2019-07-09T00:04:00.000,ST NICHOLAS AVE,188 ST W,Controller,N/A,,,ST NICHOLAS AVE,188 ST W,,,,,,UNKNOWN,MANHATTAN,Unspecified,2019-07-09T03:20:00.000,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",,Closed,,,,43233006,,,
27,,NYPD,New York City Police Department,3048530022,BROOKLYN,,,,BROOKLYN,2019-07-09T09:06:08.000,17 BROOKLYN,Noise - Residential,2019-07-09T00:04:08.000,NOSTRAND AVENUE,NEW YORK AVENUE,Loud Music/Party,,300 LENOX ROAD,11226,NOSTRAND AVENUE,NEW YORK AVENUE,LENOX ROAD,40.654188595743065,"{'type': 'Point', 'coordinates': [-73.94921277427, 40.654188595743]}",Residential Building/House,-73.94921277426982,MOBILE,BROOKLYN,Unspecified,2019-07-09T13:06:08.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,LENOX ROAD,,,43223064,,998342,177619
28,,NYPD,New York City Police Department,2032200010,BRONX,,,,BRONX,2019-07-09T06:56:51.000,07 BRONX,Noise - Street/Sidewalk,2019-07-09T00:04:46.000,WEST  190 STREET,WEST KINGSBRIDGE ROAD,Loud Music/Party,,2518 WEBB AVENUE,10468,WEST  190 STREET,WEST KINGSBRIDGE ROAD,WEBB AVENUE,40.86661101974232,"{'type': 'Point', 'coordinates': [-73.903860547814, 40.866611019742]}",Street/Sidewalk,-73.90386054781428,ONLINE,BRONX,Unspecified,2019-07-09T10:56:51.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEBB AVENUE,,,43228593,,1010841,255022
29,,NYPD,New York City Police Department,3064070008,BROOKLYN,,,,BROOKLYN,2019-07-09T01:51:05.000,11 BROOKLYN,Illegal Parking,2019-07-09T00:04:46.000,BENSON AVENUE,BATH AVENUE,Unauthorized Bus Layover,,106 BAY   23 STREET,11214,BENSON AVENUE,BATH AVENUE,BAY   23 STREET,40.60286400751019,"{'type': 'Point', 'coordinates': [-74.001289231399, 40.60286400751]}",Street/Sidewalk,-74.00128923139903,ONLINE,BROOKLYN,Unspecified,2019-07-09T05:51:06.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,BAY   23 STREET,,,43222197,,983892,158916
30,ADDRESS,DOB,Department of Buildings,3011340081,BROOKLYN,,,,BROOKLYN,2019-07-09T00:04:49.000,08 BROOKLYN,Building/Use,2019-07-09T00:04:49.000,,,Illegal Conversion Of Residential Building/Space,,981 DEAN STREET,11238,,,,40.67803039848778,"{'type': 'Point', 'coordinates': [-73.957620120748, 40.678030398488]}",,-73.95762012074778,UNKNOWN,BROOKLYN,Unspecified,2019-07-09T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,DEAN STREET,,,43232771,,996005,186304
31,,NYPD,New York City Police Department,,MANHATTAN,,,,NEW YORK,2019-07-09T05:07:08.000,11 MANHATTAN,Noise - Residential,2019-07-09T00:05:15.000,EAST  112 STREET,EAST  115 STREET,Loud Music/Party,,1592 PARK AVENUE,10029,EAST  112 STREET,EAST  115 STREET,PARK AVENUE,40.79785787059036,"{'type': 'Point', 'coordinates': [-73.944306756641, 40.79785787059]}",Residential Building/House,-73.94430675664101,ONLINE,MANHATTAN,Unspecified,2019-07-09T09:07:08.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,PARK AVENUE,,,43230781,,999670,229963
32,,DPR,Department of Parks and Recreation,2025120054,BRONX,,,,BRONX,2019-07-19T14:02:14.000,04 BRONX,Overgrown Tree/Branches,2019-07-09T00:05:50.000,WEST  164 STREET,WEST  165 STREET,Clear Street Light,,1022 NELSON AVENUE,10452,WEST  164 STREET,WEST  165 STREET,NELSON AVENUE,40.83331633231033,"{'type': 'Point', 'coordinates': [-73.928337135636, 40.83331633231]}",Street,-73.92833713563641,PHONE,BRONX,Unspecified,2019-07-19T18:02:18.000,The Department of Parks and Recreation visited the site and inspected the condition. No work is nece,,Closed,NELSON AVENUE,,,43223981,,1004081,242885
33,ADDRESS,DEP,Department of Environmental Protection,3032800052,BROOKLYN,,,,BROOKLYN,2019-07-09T23:45:00.000,04 BROOKLYN,Noise,2019-07-09T00:06:00.000,IRVING AVE,WYCKOFF AVE,Noise: Construction Before/After Hours (NM1),N/A,379 HARMAN STREET,11237,,,,40.70164087483148,"{'type': 'Point', 'coordinates': [-73.917179385228, 40.701640874831]}",,-73.91717938522837,UNKNOWN,BROOKLYN,Unspecified,2019-07-09T23:45:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,HARMAN STREET,,,43230863,,1007214,194914
34,,NYPD,New York City Police Department,4014160041,QUEENS,,,,JACKSON HEIGHTS,2019-07-09T01:44:48.000,03 QUEENS,Noise - Commercial,2019-07-09T00:06:10.000,86 STREET,87 STREET,Loud Music/Party,,86-13 NORTHERN BOULEVARD,11372,86 STREET,87 STREET,NORTHERN BOULEVARD,40.75598051787552,"{'type': 'Point', 'coordinates': [-73.881432060479, 40.755980517876]}",Store/Commercial,-73.88143206047911,MOBILE,QUEENS,Unspecified,2019-07-09T05:44:48.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,NORTHERN BOULEVARD,,,43223455,,1017099,214723
35,,NYPD,New York City Police Department,4005430005,QUEENS,,,,ASTORIA,,01 QUEENS,Illegal Parking,2019-07-09T00:07:17.000,27 ROAD,28 AVENUE,Blocked Hydrant,,27-29 21 STREET,11102,27 ROAD,28 AVENUE,21 STREET,40.771523137138026,"{'type': 'Point', 'coordinates': [-73.926490158021, 40.771523137138]}",Street/Sidewalk,-73.92649015802084,ONLINE,QUEENS,Unspecified,,,,In Progress,21 STREET,,,43228522,,1004611,220372
36,,NYPD,New York City Police Department,4005820049,QUEENS,,,,ASTORIA,,01 QUEENS,Noise - Residential,2019-07-09T00:07:30.000,33 AVENUE,34 AVENUE,Banging/Pounding,,33-15 28 STREET,11106,33 AVENUE,34 AVENUE,28 STREET,40.762052374075004,"{'type': 'Point', 'coordinates': [-73.928623180741, 40.762052374075]}",Residential Building/House,-73.9286231807412,ONLINE,QUEENS,Unspecified,,,,In Progress,28 STREET,,,43226343,,1004023,216921
37,,DPR,Department of Parks and Recreation,2027630158,BRONX,,,,BRONX,,02 BRONX,Overgrown Tree/Branches,2019-07-09T00:08:12.000,SPOFFORD AVENUE,BEND,Blocking Street,,721 FAILE STREET,10474,SPOFFORD AVENUE,BEND,FAILE STREET,40.81473397587259,"{'type': 'Point', 'coordinates': [-73.886536860361, 40.814733975873]}",Street,-73.88653686036088,PHONE,BRONX,Unspecified,,,,In Progress,FAILE STREET,,,43230605,,1015657,236127
38,,NYPD,New York City Police Department,,BROOKLYN,,,,,2019-07-09T06:17:13.000,15 BROOKLYN,Illegal Parking,2019-07-09T00:08:18.000,BEVY COURT,CHANNEL AVENUE,Commercial Overnight Parking,,BEVY COURT,11229,BEVY COURT,CHANNEL AVENUE,,40.59452225083739,"{'type': 'Point', 'coordinates': [-73.928438584319, 40.594522250837]}",Street/Sidewalk,-73.92843858431901,MOBILE,BROOKLYN,Unspecified,2019-07-09T10:17:13.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,BEVY COURT,,,43223027,,1004124,155885
39,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,,Woodside,2019-07-10T08:46:00.000,05 QUEENS,Street Condition,2019-07-09T00:08:28.000,,,Pothole,,,11377,51 ROAD,67 STREET,,40.734290763978485,"{'type': 'Point', 'coordinates': [-73.897863211716, 40.734290763978]}",,-73.89786321171593,UNKNOWN,QUEENS,Unspecified,2019-07-10T08:46:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,,43230355,,1012556,206815
40,,NYPD,New York City Police Department,2030650070,BRONX,,,,BRONX,2019-07-09T02:43:13.000,06 BRONX,Noise - Street/Sidewalk,2019-07-09T00:08:33.000,CRESCENT AVENUE,EAST  186 STREET,Loud Music/Party,,2325 ARTHUR AVENUE,10458,CRESCENT AVENUE,EAST  186 STREET,ARTHUR AVENUE,40.85403782020808,"{'type': 'Point', 'coordinates': [-73.88888811807, 40.854037820208]}",Street/Sidewalk,-73.88888811806997,PHONE,BRONX,Unspecified,2019-07-09T06:43:13.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,ARTHUR AVENUE,,,43223078,,1014988,250446
41,,DOT,Department of Transportation,3018410048,BROOKLYN,,,,BROOKLYN,,03 BROOKLYN,Sidewalk Condition,2019-07-09T00:08:55.000,THROOP AVENUE,MARCUS GARVEY BOULEVARD,Sidewalk Violation,,355 HALSEY STREET,11216,THROOP AVENUE,MARCUS GARVEY BOULEVARD,HALSEY STREET,40.683096961758714,"{'type': 'Point', 'coordinates': [-73.938702245862, 40.683096961759]}",Sidewalk,-73.93870224586185,ONLINE,BROOKLYN,Unspecified,,,,In Progress,HALSEY STREET,,,43224218,,1001251,188153
42,,NYPD,New York City Police Department,3049470058,BROOKLYN,,,,BROOKLYN,2019-07-09T02:41:16.000,17 BROOKLYN,Noise - Street/Sidewalk,2019-07-09T00:09:28.000,CLARENDON ROAD,AVENUE D,Loud Music/Party,,1823 NOSTRAND AVENUE,11226,CLARENDON ROAD,AVENUE D,NOSTRAND AVENUE,40.641545833399874,"{'type': 'Point', 'coordinates': [-73.948566597608, 40.6415458334]}",Street/Sidewalk,-73.94856659760791,MOBILE,BROOKLYN,Unspecified,2019-07-09T06:41:16.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,NOSTRAND AVENUE,,,43223084,,998524,173013
43,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,BRONX,2019-07-09T11:21:00.000,05 BRONX,Street Condition,2019-07-09T00:09:30.000,,,Pothole,,,10453,FEATHERBED LANE,WEST 174 STREET,,40.8468783702999,"{'type': 'Point', 'coordinates': [-73.920605745711, 40.8468783703]}",,-73.9206057457111,UNKNOWN,BRONX,Unspecified,2019-07-09T11:21:00.000,The Department of Transportation inspected this complaint and found that the problem was fixed.,,Closed,,,,43228103,,1006216,247828
