,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
290,,NYPD,New York City Police Department,2031110049,BRONX,,,,BRONX,2019-07-16T15:01:22.000,06 BRONX,Noise - Residential,2019-07-16T01:56:44.000,EAST  181 STREET,EAST  182 STREET,Loud Music/Party,,2158 MAPES AVENUE,10460,EAST  181 STREET,EAST  182 STREET,MAPES AVENUE,40.848219881528635,"{'type': 'Point', 'coordinates': [-73.884159238566, 40.848219881529]}",Residential Building/House,-73.884159238566,PHONE,BRONX,Unspecified,2019-07-16T19:02:06.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,MAPES AVENUE,,,43288316,,1016299,248328
291,,NYPD,New York City Police Department,2031600005,BRONX,,,,BRONX,2019-07-16T05:00:28.000,05 BRONX,Noise - Street/Sidewalk,2019-07-16T01:58:19.000,EAST BURNSIDE AVENUE,EAST  180 STREET,Loud Music/Party,,2064 CRESTON AVENUE,10453,EAST BURNSIDE AVENUE,EAST  180 STREET,CRESTON AVENUE,40.85336267375657,"{'type': 'Point', 'coordinates': [-73.904252018649, 40.853362673757]}",Street/Sidewalk,-73.90425201864872,MOBILE,BRONX,Unspecified,2019-07-16T09:00:59.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,CRESTON AVENUE,,,43292329,,1010738,250195
292,,NYPD,New York City Police Department,,MANHATTAN,,,,,2019-07-16T05:16:30.000,06 MANHATTAN,Noise - Vehicle,2019-07-16T02:01:25.000,3 AVENUE,EAST   32 STREET,Engine Idling,,3 AVENUE,10016,3 AVENUE,EAST   32 STREET,,40.74444307525026,"{'type': 'Point', 'coordinates': [-73.979057797919, 40.74444307525]}",Street/Sidewalk,-73.97905779791937,PHONE,MANHATTAN,Unspecified,2019-07-16T09:17:33.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,3 AVENUE,,,43300492,,990053,210498
293,,NYPD,New York City Police Department,2032370100,BRONX,,,,BRONX,2019-07-16T07:09:35.000,07 BRONX,Noise - Residential,2019-07-16T02:01:36.000,BEND,WEST KINGSBRIDGE ROAD,Loud Music/Party,,2647 SEDGWICK AVENUE,10468,BEND,WEST KINGSBRIDGE ROAD,SEDGWICK AVENUE,40.869501665767864,"{'type': 'Point', 'coordinates': [-73.904438487737, 40.869501665768]}",Residential Building/House,-73.90443848773681,ONLINE,BRONX,Unspecified,2019-07-16T11:10:22.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,SEDGWICK AVENUE,,,43295613,,1010680,256075
294,,NYPD,New York City Police Department,2045160023,BRONX,,,,BRONX,,11 BRONX,Noise - Residential,2019-07-16T02:03:05.000,ALLERTON AVENUE,ARNOW AVENUE,Loud Music/Party,,2753 COLDEN AVENUE,10469,ALLERTON AVENUE,ARNOW AVENUE,COLDEN AVENUE,40.86625550351285,"{'type': 'Point', 'coordinates': [-73.859600457428, 40.866255503513]}",,-73.85960045742786,PHONE,BRONX,Unspecified,,,,In Progress,COLDEN AVENUE,,,43297880,,1023083,254909
295,,NYPD,New York City Police Department,,QUEENS,,,,,2019-07-16T04:18:41.000,12 QUEENS,Noise - Vehicle,2019-07-16T02:03:13.000,111 AVENUE,158 STREET,Car/Truck Music,,111 AVENUE,11433,111 AVENUE,158 STREET,,40.69028567372446,"{'type': 'Point', 'coordinates': [-73.79138252627, 40.690285673724]}",Street/Sidewalk,-73.79138252626976,PHONE,QUEENS,Unspecified,2019-07-16T08:19:14.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,111 AVENUE,,,43299384,,1042104,190835
296,,NYPD,New York City Police Department,3045940075,BROOKLYN,,,,BROOKLYN,2019-07-16T04:46:45.000,17 BROOKLYN,Noise - Vehicle,2019-07-16T02:03:16.000,EAST NEW YORK AVENUE,RUTLAND ROAD,Car/Truck Music,,91 EAST   91 STREET,11212,EAST NEW YORK AVENUE,RUTLAND ROAD,EAST   91 STREET,40.662203699500736,"{'type': 'Point', 'coordinates': [-73.929104880513, 40.662203699501]}",,-73.92910488051274,PHONE,BROOKLYN,Unspecified,2019-07-16T08:46:51.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST   91 STREET,,,43296777,,1003919,180543
297,INTERSECTION,DEP,Department of Environmental Protection,,MANHATTAN,,,,NEW YORK,2019-07-16T08:39:00.000,01 MANHATTAN,Noise,2019-07-16T02:04:00.000,NASSAU ST,FULTON ST,Noise: Construction Before/After Hours (NM1),N/A,,10038,NASSAU STREET,FULTON STREET,,40.71022035176653,"{'type': 'Point', 'coordinates': [-74.007744239694, 40.710220351767]}",,-74.00774423969352,UNKNOWN,MANHATTAN,Unspecified,2019-07-16T08:39:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,,,,43295379,,982103,198029
298,,NYPD,New York City Police Department,2029110001,BRONX,,,,BRONX,2019-07-16T10:51:30.000,03 BRONX,Noise - Residential,2019-07-16T02:04:48.000,WASHINGTON AVENUE,3 AVENUE,Loud Music/Party,,500 EAST  171 STREET,10457,WASHINGTON AVENUE,3 AVENUE,EAST  171 STREET,40.83748891098481,"{'type': 'Point', 'coordinates': [-73.902916035003, 40.837488910985]}",Residential Building/House,-73.90291603500285,ONLINE,BRONX,Unspecified,2019-07-16T16:17:21.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST  171 STREET,,,43293386,,1011114,244412
299,,NYPD,New York City Police Department,5003500012,STATEN ISLAND,,,,STATEN ISLAND,2019-07-16T05:19:09.000,01 STATEN ISLAND,Noise - Residential,2019-07-16T02:06:59.000,WINTHROP PLACE,MANOR ROAD,Loud Talking,,1759 VICTORY BOULEVARD,10314,WINTHROP PLACE,MANOR ROAD,VICTORY BOULEVARD,40.613111215774815,"{'type': 'Point', 'coordinates': [-74.122236496719, 40.613111215775]}",Residential Building/House,-74.12223649671904,ONLINE,STATEN ISLAND,Unspecified,2019-07-16T09:19:41.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,VICTORY BOULEVARD,,,43293572,,950312,162673
300,ADDRESS,DEP,Department of Environmental Protection,1000797502,MANHATTAN,,,,NEW YORK,2019-07-16T08:39:00.000,01 MANHATTAN,Noise,2019-07-16T02:07:00.000,NASSAU ST,BROADWAY,Noise: Construction Before/After Hours (NM1),N/A,130 FULTON STREET,10038,,,,40.71037129192069,"{'type': 'Point', 'coordinates': [-74.008061674388, 40.710371291921]}",,-74.00806167438769,UNKNOWN,MANHATTAN,Unspecified,2019-07-16T08:39:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,FULTON STREET,,,43294326,,982015,198084
301,,NYPD,New York City Police Department,3008150010,BROOKLYN,,,,BROOKLYN,2019-07-16T06:22:08.000,07 BROOKLYN,Noise - Street/Sidewalk,2019-07-16T02:07:44.000,53 STREET,54 STREET,Loud Talking,,5301 4 AVENUE,11220,53 STREET,54 STREET,4 AVENUE,40.64470195722918,"{'type': 'Point', 'coordinates': [-74.014403042083, 40.644701957229]}",Street/Sidewalk,-74.01440304208319,MOBILE,BROOKLYN,Unspecified,2019-07-16T10:22:25.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,4 AVENUE,,,43299431,,980253,174159
302,,NYPD,New York City Police Department,2026120001,BRONX,,,,BRONX,2019-07-16T03:09:43.000,03 BRONX,Noise - Residential,2019-07-16T02:08:05.000,FULTON AVENUE,FRANKLIN AVENUE,Loud Music/Party,,575 EAST  168 STREET,10456,FULTON AVENUE,FRANKLIN AVENUE,EAST  168 STREET,40.830565140423744,"{'type': 'Point', 'coordinates': [-73.904281211828, 40.830565140424]}",,-73.9042812118285,PHONE,BRONX,Unspecified,2019-07-16T07:10:26.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST  168 STREET,,,43297879,,1010739,241889
303,,NYPD,New York City Police Department,1021170059,MANHATTAN,,,,NEW YORK,2019-07-16T06:21:51.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-07-16T02:09:27.000,AMSTERDAM AVENUE,BROADWAY,Loud Music/Party,,541 WEST  158 STREET,10032,AMSTERDAM AVENUE,BROADWAY,WEST  158 STREET,40.83399684992319,"{'type': 'Point', 'coordinates': [-73.942765972009, 40.833996849923]}",Street/Sidewalk,-73.9427659720086,MOBILE,MANHATTAN,Unspecified,2019-07-16T10:22:24.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  158 STREET,,,43298163,,1000088,243130
304,,NYPD,New York City Police Department,3025410045,BROOKLYN,,,,BROOKLYN,2019-07-16T02:27:42.000,01 BROOKLYN,Blocked Driveway,2019-07-16T02:09:38.000,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,Partial Access,,191 JAVA STREET,11222,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,JAVA STREET,40.73176287210551,"{'type': 'Point', 'coordinates': [-73.953014393995, 40.731762872106]}",Street/Sidewalk,-73.95301439399456,MOBILE,BROOKLYN,Unspecified,2019-07-16T06:28:46.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,JAVA STREET,,,43293925,,997272,205881
305,,NYPD,New York City Police Department,2032370100,BRONX,,,,BRONX,2019-07-16T07:06:17.000,07 BRONX,Noise - Residential,2019-07-16T02:10:41.000,BEND,WEST KINGSBRIDGE ROAD,Loud Music/Party,,2647 SEDGEWICK AVENUE,10468,BEND,WEST KINGSBRIDGE ROAD,SEDGWICK AVENUE,40.869501665767864,"{'type': 'Point', 'coordinates': [-73.904438487737, 40.869501665768]}",Residential Building/House,-73.90443848773681,PHONE,BRONX,Unspecified,2019-07-16T11:06:25.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,SEDGEWICK AVENUE,,,43296834,,1010680,256075
306,,NYPD,New York City Police Department,4006530068,QUEENS,,,,ASTORIA,2019-07-16T13:22:12.000,01 QUEENS,Blocked Driveway,2019-07-16T02:10:49.000,ASTORIA BOULEVARD SOUTH,28 AVENUE,No Access,,25-22 38 STREET,11103,ASTORIA BOULEVARD SOUTH,28 AVENUE,38 STREET,40.76782474307594,"{'type': 'Point', 'coordinates': [-73.912912944931, 40.767824743076]}",Street/Sidewalk,-73.91291294493143,PHONE,QUEENS,Unspecified,2019-07-16T17:23:32.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,38 STREET,,,43297271,,1008373,219028
307,,NYPD,New York City Police Department,3078400032,BROOKLYN,,,,BROOKLYN,2019-07-16T02:45:52.000,18 BROOKLYN,Blocked Driveway,2019-07-16T02:12:08.000,FLATLANDS AVENUE,AVENUE M,No Access,,51 HARDEN STREET,11234,FLATLANDS AVENUE,AVENUE M,HARDEN STREET,40.621260098981345,"{'type': 'Point', 'coordinates': [-73.934360750128, 40.621260098981]}",Street/Sidewalk,-73.93436075012752,PHONE,BROOKLYN,Unspecified,2019-07-16T06:45:57.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,HARDEN STREET,,,43296123,,1002472,165625
308,ADDRESS,DEP,Department of Environmental Protection,5002270051,STATEN ISLAND,,,,STATEN ISLAND,,01 STATEN ISLAND,Water System,2019-07-16T02:13:00.000,CARY AVE,GREENLEAF AVE,Hydrant Running (WC3),,756 POST AVENUE,10310,,,,40.63128523567505,"{'type': 'Point', 'coordinates': [-74.126625499974, 40.631285235675]}",,-74.12662549997373,UNKNOWN,STATEN ISLAND,Unspecified,2019-07-16T12:00:00.000,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,,Started,POST AVENUE,,,43296716,,949103,169296
309,ADDRESS,DEP,Department of Environmental Protection,1001420025,MANHATTAN,,,,NEW YORK,2019-07-16T08:33:00.000,01 MANHATTAN,Noise,2019-07-16T02:13:00.000,GREENWICH ST,WEST ST,Noise: Construction Before/After Hours (NM1),N/A,40 HARRISON STREET,10013,,,,40.71886609907703,"{'type': 'Point', 'coordinates': [-74.010844063507, 40.718866099077]}",,-74.0108440635071,UNKNOWN,MANHATTAN,Unspecified,2019-07-16T08:33:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,HARRISON STREET,,,43294345,,981244,201179
310,,NYPD,New York City Police Department,4027170016,QUEENS,,,,MASPETH,2019-07-16T05:14:25.000,05 QUEENS,Illegal Parking,2019-07-16T02:13:19.000,HULL AVENUE,CLINTON AVENUE,Commercial Overnight Parking,,65-18 MIDTOWN EXPRESSWAY,11378,HULL AVENUE,CLINTON AVENUE,QUEENS MIDTOWN EXPRESSWAY,40.72546011547236,"{'type': 'Point', 'coordinates': [-73.900120817387, 40.725460115472]}",Street/Sidewalk,-73.90012081738709,PHONE,QUEENS,Unspecified,2019-07-16T09:15:28.000,The Police Department issued a summons in response to the complaint.,,Closed,MIDTOWN EXPRESSWAY,,,43300200,,1011934,203597
311,,NYPD,New York City Police Department,5054377501,STATEN ISLAND,,,,STATEN ISLAND,2019-07-16T05:52:47.000,03 STATEN ISLAND,Noise - Residential,2019-07-16T02:13:24.000,GIFFORDS LANE,RHETT AVENUE,Banging/Pounding,,160 KATAN AVENUE,10308,GIFFORDS LANE,RHETT AVENUE,KATAN AVENUE,40.553281055139536,"{'type': 'Point', 'coordinates': [-74.151289583149, 40.55328105514]}",Residential Building/House,-74.15128958314867,ONLINE,STATEN ISLAND,Unspecified,2019-07-16T09:53:24.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,KATAN AVENUE,,,43301309,,942208,140888
312,,NYPD,New York City Police Department,3078130027,BROOKLYN,,,,BROOKLYN,2019-07-16T05:17:17.000,18 BROOKLYN,Illegal Parking,2019-07-16T02:13:25.000,HUBBARD PLACE,ALTON PLACE,Commercial Overnight Parking,,1235 EAST   40 STREET,11210,HUBBARD PLACE,ALTON PLACE,EAST   40 STREET,40.62509590971864,"{'type': 'Point', 'coordinates': [-73.93674537264, 40.625095909719]}",Street/Sidewalk,-73.93674537263965,ONLINE,BROOKLYN,Unspecified,2019-07-16T09:17:40.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,EAST   40 STREET,,,43301350,,1001809,167022
313,,NYPD,New York City Police Department,2033560003,BRONX,,,,BRONX,2019-07-16T07:22:36.000,07 BRONX,Noise - Street/Sidewalk,2019-07-16T02:13:30.000,PUTNAM PLACE,PERRY AVENUE,Loud Music/Party,,275 EAST GUN HILL ROAD,10467,PUTNAM PLACE,PERRY AVENUE,EAST GUN HILL ROAD,40.87945611177916,"{'type': 'Point', 'coordinates': [-73.875114967745, 40.879456111779]}",Street/Sidewalk,-73.87511496774461,ONLINE,BRONX,Unspecified,2019-07-16T11:22:52.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST GUN HILL ROAD,,,43301564,,1018785,259712
314,,NYPD,New York City Police Department,3078130027,BROOKLYN,,,,BROOKLYN,2019-07-16T05:16:59.000,18 BROOKLYN,Illegal Parking,2019-07-16T02:15:40.000,HUBBARD PLACE,ALTON PLACE,Commercial Overnight Parking,,1235 EAST   40 STREET,11210,HUBBARD PLACE,ALTON PLACE,EAST   40 STREET,40.62509590971864,"{'type': 'Point', 'coordinates': [-73.93674537264, 40.625095909719]}",Street/Sidewalk,-73.93674537263965,ONLINE,BROOKLYN,Unspecified,2019-07-16T09:17:34.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,EAST   40 STREET,,,43293401,,1001809,167022
315,INTERSECTION,DEP,Department of Environmental Protection,,MANHATTAN,,,,NEW YORK,2019-07-16T02:16:00.000,12 MANHATTAN,Water System,2019-07-16T02:16:00.000,W 180 ST,WADSWORTH AVE,Hydrant Running Full (WA4),,,10033,WEST 180 STREET,WADSWORTH AVENUE,,40.84914379115813,"{'type': 'Point', 'coordinates': [-73.935469642618, 40.849143791158]}",,-73.93546964261812,UNKNOWN,MANHATTAN,Unspecified,2019-07-16T02:16:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,,,,43293422,,1002103,248650
316,ADDRESS,HPD,Department of Housing Preservation and Development,3015220028,BROOKLYN,,,,BROOKLYN,,Unspecified BROOKLYN,SAFETY,2019-07-16T02:16:57.000,,,CARBON MONOXIDE DETECTOR,,490 MARION STREET,11233,,,,40.681878626075886,"{'type': 'Point', 'coordinates': [-73.91000019244, 40.681878626076]}",RESIDENTIAL BUILDING,-73.91000019244034,ONLINE,BROOKLYN,Unspecified,2019-07-16T00:00:00.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 827 - 1955 (BROOKLYN).",,Open,MARION STREET,,,43293138,,1009212,187716
317,,NYPD,New York City Police Department,3052240164,BROOKLYN,,,,BROOKLYN,2019-07-16T05:21:16.000,14 BROOKLYN,Noise - Street/Sidewalk,2019-07-16T02:17:27.000,STEPHENS COURT,FOSTER AVENUE,Loud Music/Party,,485 EAST   23 STREET,11226,STEPHENS COURT,FOSTER AVENUE,EAST   23 STREET,40.6381370636504,"{'type': 'Point', 'coordinates': [-73.955779046352, 40.63813706365]}",Street/Sidewalk,-73.95577904635176,MOBILE,BROOKLYN,Unspecified,2019-07-16T09:21:45.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST   23 STREET,,,43294776,,996523,171770
318,,NYPD,New York City Police Department,4087520072,QUEENS,,,,GLEN OAKS,2019-07-16T02:19:52.000,13 QUEENS,Noise - Residential,2019-07-16T02:18:10.000,82 AVENUE,83 AVENUE,Loud Music/Party,,82-60 259 STREET,11004,82 AVENUE,83 AVENUE,259 STREET,40.739809590232674,"{'type': 'Point', 'coordinates': [-73.710224733592, 40.739809590233]}",Residential Building/House,-73.71022473359164,MOBILE,QUEENS,Unspecified,2019-07-16T06:20:27.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,259 STREET,,,43294675,,1064551,208942
319,,NYPD,New York City Police Department,3055280003,BROOKLYN,,,,BROOKLYN,2019-07-16T03:34:04.000,11 BROOKLYN,Noise - Commercial,2019-07-16T02:18:45.000,61 STREET,62 STREET,Loud Music/Party,,6117 20 AVENUE,11204,61 STREET,62 STREET,20 AVENUE,40.61864541745835,"{'type': 'Point', 'coordinates': [-73.983632255417, 40.618645417458]}",Club/Bar/Restaurant,-73.98363225541733,PHONE,BROOKLYN,Unspecified,2019-07-16T07:35:28.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,20 AVENUE,,,43301046,,988794,164666
320,,NYPD,New York City Police Department,2030250009,BRONX,,,,BRONX,2019-07-16T02:34:02.000,05 BRONX,Noise - Vehicle,2019-07-16T02:18:59.000,EAST  187 STREET,EAST  188 STREET,Car/Truck Music,,2446 MARION AVENUE,10458,EAST  187 STREET,EAST  188 STREET,MARION AVENUE,40.86000983047695,"{'type': 'Point', 'coordinates': [-73.89423576563, 40.860009830477]}",,-73.89423576563037,PHONE,BRONX,Unspecified,2019-07-16T06:35:02.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,MARION AVENUE,,,43294548,,1013506,252620
321,,NYPD,New York City Police Department,1022170035,MANHATTAN,,,,NEW YORK,2019-07-16T06:01:16.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-07-16T02:20:11.000,,,Loud Talking,,208 NAGLE AVENUE,10034,,,NAGLE AVENUE,40.862233870724275,"{'type': 'Point', 'coordinates': [-73.923013247403, 40.862233870724]}",Street/Sidewalk,-73.92301324740318,PHONE,MANHATTAN,Unspecified,2019-07-16T10:01:31.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,NAGLE AVENUE,,,43297178,,1005545,253422
322,,NYPD,New York City Police Department,1020780047,MANHATTAN,,,,NEW YORK,2019-07-16T04:10:25.000,09 MANHATTAN,Noise - Street/Sidewalk,2019-07-16T02:20:26.000,AMSTERDAM AVENUE,BROADWAY,Loud Talking,,522 WEST  147 STREET,10031,AMSTERDAM AVENUE,BROADWAY,WEST  147 STREET,40.82687657229544,"{'type': 'Point', 'coordinates': [-73.947505558001, 40.826876572295]}",Street/Sidewalk,-73.94750555800059,PHONE,MANHATTAN,Unspecified,2019-07-16T08:10:55.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  147 STREET,,,43297179,,998778,240535
323,,NYPD,New York City Police Department,4087520072,QUEENS,,,,GLEN OAKS,2019-07-16T02:27:39.000,13 QUEENS,Noise - Residential,2019-07-16T02:20:41.000,82 AVENUE,83 AVENUE,Loud Music/Party,,82-60 259 STREET,11004,82 AVENUE,83 AVENUE,259 STREET,40.739809590232674,"{'type': 'Point', 'coordinates': [-73.710224733592, 40.739809590233]}",Residential Building/House,-73.71022473359164,MOBILE,QUEENS,Unspecified,2019-07-16T06:28:46.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,259 STREET,,,43296815,,1064551,208942
324,,NYPD,New York City Police Department,1021170059,MANHATTAN,,,,NEW YORK,2019-07-16T06:21:37.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-07-16T02:21:24.000,AMSTERDAM AVENUE,BROADWAY,Loud Music/Party,,541 WEST  158 STREET,10032,AMSTERDAM AVENUE,BROADWAY,WEST  158 STREET,40.83399684992319,"{'type': 'Point', 'coordinates': [-73.942765972009, 40.833996849923]}",Street/Sidewalk,-73.9427659720086,MOBILE,MANHATTAN,Unspecified,2019-07-16T10:22:23.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  158 STREET,,,43293670,,1000088,243130
325,ADDRESS,DEP,Department of Environmental Protection,1004217501,MANHATTAN,,,,NEW YORK,2019-07-16T23:30:00.000,03 MANHATTAN,Noise,2019-07-16T02:25:00.000,FORSYTH ST,ELDRIDGE ST,Noise: Construction Before/After Hours (NM1),N/A,52 RIVINGTON STREET,10002,,,,40.72081227275736,"{'type': 'Point', 'coordinates': [-73.990753776995, 40.720812272757]}",,-73.9907537769954,UNKNOWN,MANHATTAN,Unspecified,2019-07-16T23:30:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,RIVINGTON STREET,,,43301433,,986813,201888
326,,NYPD,New York City Police Department,3018710018,BROOKLYN,,,,BROOKLYN,2019-07-16T04:14:09.000,03 BROOKLYN,Noise - Residential,2019-07-16T02:25:01.000,KINGSTON AVENUE,ALBANY AVENUE,Banging/Pounding,,400 HERKIMER STREET,11213,KINGSTON AVENUE,ALBANY AVENUE,HERKIMER STREET,40.67910952008634,"{'type': 'Point', 'coordinates': [-73.940057907143, 40.679109520086]}",Residential Building/House,-73.94005790714336,PHONE,BROOKLYN,Unspecified,2019-07-16T08:15:06.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,HERKIMER STREET,,,43296689,,1000876,186700
327,,NYPD,New York City Police Department,2034690014,BRONX,,,,BRONX,2019-07-16T06:58:07.000,09 BRONX,Noise - Residential,2019-07-16T02:26:08.000,DEAD END,PATTERSON AVENUE,Loud Music/Party,,343 TAYLOR AVENUE,10473,DEAD END,PATTERSON AVENUE,TAYLOR AVENUE,40.812073592116334,"{'type': 'Point', 'coordinates': [-73.86080574092, 40.812073592116]}",Residential Building/House,-73.86080574091977,ONLINE,BRONX,Unspecified,2019-07-16T10:58:17.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,TAYLOR AVENUE,,,43297887,,1022781,235168
328,,NYPD,New York City Police Department,4087520072,QUEENS,,,,GLEN OAKS,2019-07-16T02:28:31.000,13 QUEENS,Noise - Residential,2019-07-16T02:26:44.000,82 AVENUE,83 AVENUE,Loud Music/Party,,82-60 259 STREET,11004,82 AVENUE,83 AVENUE,259 STREET,40.739809590232674,"{'type': 'Point', 'coordinates': [-73.710224733592, 40.739809590233]}",Residential Building/House,-73.71022473359164,MOBILE,QUEENS,Unspecified,2019-07-16T06:28:48.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,259 STREET,,,43301502,,1064551,208942
329,,NYPD,New York City Police Department,1012210007,MANHATTAN,,,,NEW YORK,2019-07-16T02:34:21.000,07 MANHATTAN,Noise - Residential,2019-07-16T02:26:49.000,COLUMBUS AVENUE,AMSTERDAM AVENUE,Banging/Pounding,,120 WEST   91 STREET,10024,COLUMBUS AVENUE,AMSTERDAM AVENUE,WEST   91 STREET,40.79013851209386,"{'type': 'Point', 'coordinates': [-73.970975701924, 40.790138512094]}",Residential Building/House,-73.97097570192417,ONLINE,MANHATTAN,Unspecified,2019-07-16T06:35:02.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WEST   91 STREET,,,43300135,,992287,227147
330,,NYPD,New York City Police Department,2032200009,BRONX,,,,BRONX,2019-07-16T07:27:56.000,07 BRONX,Noise - Street/Sidewalk,2019-07-16T02:27:25.000,WEST  190 STREET,WEST KINGSBRIDGE ROAD,Loud Music/Party,,2516 WEBB AVENUE,10468,WEST  190 STREET,WEST KINGSBRIDGE ROAD,WEBB AVENUE,40.8665616453602,"{'type': 'Point', 'coordinates': [-73.903896774067, 40.86656164536]}",Street/Sidewalk,-73.90389677406746,PHONE,BRONX,Unspecified,2019-07-16T11:28:53.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEBB AVENUE,,,43297005,,1010831,255004
331,,NYPD,New York City Police Department,4041720007,QUEENS,,,,COLLEGE POINT,2019-07-16T06:29:41.000,07 QUEENS,Noise - Commercial,2019-07-16T02:28:21.000,20 AVENUE,22 AVENUE,Loud Music/Party,,20-07 127 STREET,11356,20 AVENUE,22 AVENUE,127 STREET,40.781455757966704,"{'type': 'Point', 'coordinates': [-73.841414383893, 40.781455757967]}",Store/Commercial,-73.84141438389342,MOBILE,QUEENS,Unspecified,2019-07-16T10:30:29.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,127 STREET,,,43299899,,1028169,224022
332,,NYPD,New York City Police Department,3012230069,BROOKLYN,,,,BROOKLYN,2019-07-16T19:51:30.000,08 BROOKLYN,Noise - Street/Sidewalk,2019-07-16T02:29:19.000,KINGSTON AVENUE,ALBANY AVENUE,Loud Music/Party,,939 ST MARKS AVENUE,11213,KINGSTON AVENUE,ALBANY AVENUE,ST MARKS AVENUE,40.67468785278818,"{'type': 'Point', 'coordinates': [-73.940375523537, 40.674687852788]}",Street/Sidewalk,-73.94037552353653,ONLINE,BROOKLYN,Unspecified,2019-07-16T23:52:05.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,ST MARKS AVENUE,,,43295891,,1000789,185089
333,,NYPD,New York City Police Department,2033560003,BRONX,,,,BRONX,2019-07-16T07:32:17.000,07 BRONX,Noise - Street/Sidewalk,2019-07-16T02:29:59.000,PUTNAM PLACE,PERRY AVENUE,Loud Music/Party,,275 EAST GUN HILL ROAD,10467,PUTNAM PLACE,PERRY AVENUE,EAST GUN HILL ROAD,40.87945611177916,"{'type': 'Point', 'coordinates': [-73.875114967745, 40.879456111779]}",Street/Sidewalk,-73.87511496774461,PHONE,BRONX,Unspecified,2019-07-16T11:33:04.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST GUN HILL ROAD,,,43294719,,1018785,259712
