,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
20,,NYPD,New York City Police Department,,BROOKLYN,,,,,2019-07-22T02:58:15.000,04 BROOKLYN,Noise - Street/Sidewalk,2019-07-22T00:06:11.000,BUSHWICK AVENUE,DECATUR STREET,Loud Music/Party,,BUSHWICK AVENUE,11207,BUSHWICK AVENUE,DECATUR STREET,,40.68536792256833,"{'type': 'Point', 'coordinates': [-73.910886081662, 40.685367922568]}",Street/Sidewalk,-73.91088608166217,PHONE,BROOKLYN,Unspecified,2019-07-22T06:58:18.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,BUSHWICK AVENUE,,,43344302,,1008965,188987
21,,NYPD,New York City Police Department,4006080001,QUEENS,,,,ASTORIA,,01 QUEENS,Blocked Driveway,2019-07-22T00:06:21.000,31 STREET,32 STREET,No Access,,31-19 35 AVENUE,11106,31 STREET,32 STREET,35 AVENUE,40.75803110620819,"{'type': 'Point', 'coordinates': [-73.92827374951, 40.758031106208]}",Street/Sidewalk,-73.92827374950976,MOBILE,QUEENS,Unspecified,,,,In Progress,35 AVENUE,,,43343205,,1004121,215456
22,,NYPD,New York City Police Department,4051860046,QUEENS,,,,FLUSHING,2019-07-22T02:40:24.000,07 QUEENS,Noise - Residential,2019-07-22T00:07:16.000,BEECH AVENUE,CHERRY AVENUE,Loud Music/Party,,42-60 BOWNE STREET,11355,BEECH AVENUE,CHERRY AVENUE,BOWNE STREET,40.75589382413353,"{'type': 'Point', 'coordinates': [-73.820738750146, 40.755893824134]}",Residential Building/House,-73.82073875014557,PHONE,QUEENS,Unspecified,2019-07-22T06:40:31.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,BOWNE STREET,,,43341333,,1033914,214720
23,ADDRESS,DOT,Department of Transportation,4035040021,QUEENS,,,,Ridgewood,,05 QUEENS,Street Light Condition,2019-07-22T00:08:00.000,60 ST,FOREST AVE,Street Light Out,,59-20 68 AVENUE,11385,,,,40.703774591213325,"{'type': 'Point', 'coordinates': [-73.901101858971, 40.703774591213]}",,-73.90110185897117,UNKNOWN,QUEENS,Unspecified,,,,Open,68 AVENUE,,,43344437,,1011671,195696
24,,NYPD,New York City Police Department,3025580041,BROOKLYN,,,,BROOKLYN,2019-07-22T04:40:44.000,01 BROOKLYN,Noise - Commercial,2019-07-22T00:08:50.000,FRANKLIN STREET,MANHATTAN AVENUE,Loud Television,,154 KENT STREET,11222,FRANKLIN STREET,MANHATTAN AVENUE,KENT STREET,40.730833218310735,"{'type': 'Point', 'coordinates': [-73.955064462357, 40.730833218311]}",Store/Commercial,-73.95506446235677,ONLINE,BROOKLYN,Unspecified,2019-07-22T08:40:46.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,KENT STREET,,,43344931,,996704,205542
25,,NYPD,New York City Police Department,3050520027,BROOKLYN,,,,BROOKLYN,2019-07-22T16:53:57.000,14 BROOKLYN,Noise - Street/Sidewalk,2019-07-22T00:08:52.000,PARADE PLACE,ST PAULS PLACE,Loud Music/Party,,125 PARKSIDE AVENUE,11226,PARADE PLACE,ST PAULS PLACE,PARKSIDE AVENUE,40.653640046746276,"{'type': 'Point', 'coordinates': [-73.965030912229, 40.653640046746]}",Street/Sidewalk,-73.96503091222924,ONLINE,BROOKLYN,Unspecified,2019-07-22T20:53:59.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,PARKSIDE AVENUE,,,43339951,,993953,177417
26,ADDRESS,DEP,Department of Environmental Protection,2028800135,BRONX,,,,BRONX,2019-07-22T00:09:00.000,05 BRONX,Water System,2019-07-22T00:09:00.000,W 174 ST,W 175 ST,Fire Hydrant Emergency (FHE),,1571 UNDERCLIFF AVENUE,10453,,,,40.847818695682015,"{'type': 'Point', 'coordinates': [-73.923019087789, 40.847818695682]}",,-73.9230190877889,UNKNOWN,BRONX,Unspecified,2019-07-22T00:09:00.000,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,,Closed,UNDERCLIFF AVENUE,,,43347636,,1005548,248170
27,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,,BROOKLYN,2019-07-22T00:09:00.000,16 BROOKLYN,Traffic Signal Condition,2019-07-22T00:09:00.000,THOMAS BOYLAND ST,NEWPORT ST,Controller,N/A,,11212,THOMAS BOYLAND STREET,NEWPORT STREET,,40.65905927719353,"{'type': 'Point', 'coordinates': [-73.910942851856, 40.659059277194]}",,-73.91094285185629,UNKNOWN,BROOKLYN,Unspecified,2019-07-22T00:09:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,43340390,,1008959,179402
28,,NYPD,New York City Police Department,2024630021,BRONX,,,,BRONX,2019-07-22T06:30:45.000,04 BRONX,Noise - Street/Sidewalk,2019-07-22T00:09:44.000,MCCLELLAN STREET,TUDOR PLACE,Loud Music/Party,,1157 GRAND CONCOURSE,10452,MCCLELLAN STREET,TUDOR PLACE,GRAND CONCOURSE,40.8333429615766,"{'type': 'Point', 'coordinates': [-73.918818670609, 40.833342961577]}",Street/Sidewalk,-73.91881867060908,ONLINE,BRONX,Unspecified,2019-07-22T10:30:53.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,GRAND CONCOURSE,,,43341313,,1006715,242897
29,,NYPD,New York City Police Department,2024510001,BRONX,,,,BRONX,2019-07-22T06:21:50.000,04 BRONX,Noise - Street/Sidewalk,2019-07-22T00:11:47.000,EAST  165 STREET,EAST  166 STREET,Loud Music/Party,,1040 SHERMAN AVENUE,10456,EAST  165 STREET,EAST  166 STREET,SHERMAN AVENUE,40.83025728957002,"{'type': 'Point', 'coordinates': [-73.917951578632, 40.83025728957]}",Street/Sidewalk,-73.91795157863203,ONLINE,BRONX,Unspecified,2019-07-22T10:21:53.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,SHERMAN AVENUE,,,43340598,,1006956,241773
30,,NYPD,New York City Police Department,,BRONX,,,,,2019-07-22T06:21:30.000,04 BRONX,Noise - Street/Sidewalk,2019-07-22T00:11:51.000,EAST  166 STREET,SHERMAN AVENUE,Loud Music/Party,,EAST  166 STREET,10456,EAST  166 STREET,SHERMAN AVENUE,,40.83112974694643,"{'type': 'Point', 'coordinates': [-73.917444604182, 40.831129746946]}",Street/Sidewalk,-73.91744460418215,ONLINE,BRONX,Unspecified,2019-07-22T10:21:33.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST  166 STREET,,,43339294,,1007096,242091
31,INTERSECTION,DEP,Department of Environmental Protection,,BRONX,,,,BRONX,2019-07-22T00:12:00.000,07 BRONX,Water System,2019-07-22T00:12:00.000,W 190 ST,AQUEDUCT AVE,Fire Hydrant Emergency (FHE),,,10468,WEST 190 STREET,AQUEDUCT AVENUE,,40.86487250255001,"{'type': 'Point', 'coordinates': [-73.902521749475, 40.86487250255]}",,-73.9025217494747,UNKNOWN,BRONX,Unspecified,2019-07-22T00:12:00.000,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,,Closed,,,,43345438,,1011212,254389
32,,NYPD,New York City Police Department,1017180001,MANHATTAN,,,,NEW YORK,2019-07-22T00:36:52.000,10 MANHATTAN,Noise - Residential,2019-07-22T00:12:27.000,5 AVENUE,LENOX AVENUE,Loud Music/Party,,95 WEST  119 STREET,10026,5 AVENUE,LENOX AVENUE,WEST  119 STREET,40.80380187637796,"{'type': 'Point', 'coordinates': [-73.94788135135, 40.803801876378]}",Residential Building/House,-73.94788135134962,ONLINE,MANHATTAN,Unspecified,2019-07-22T04:37:01.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,WEST  119 STREET,,,43343073,,998679,232128
33,,NYPD,New York City Police Department,2031600009,BRONX,,,,BRONX,,05 BRONX,Noise - Residential,2019-07-22T00:13:10.000,EAST BURNSIDE AVENUE,EAST  180 STREET,Banging/Pounding,,2072 CRESTON AVENUE,10453,EAST BURNSIDE AVENUE,EAST  180 STREET,CRESTON AVENUE,40.85357934295106,"{'type': 'Point', 'coordinates': [-73.904056508544, 40.853579342951]}",Residential Building/House,-73.90405650854395,PHONE,BRONX,Unspecified,,,,In Progress,CRESTON AVENUE,,,43338535,,1010792,250274
34,,NYPD,New York City Police Department,1021170017,MANHATTAN,,,,NEW YORK,2019-07-22T03:44:26.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-07-22T00:13:19.000,AMSTERDAM AVENUE,BROADWAY,Loud Music/Party,,538 WEST  159 STREET,10032,AMSTERDAM AVENUE,BROADWAY,WEST  159 STREET,40.834578469225505,"{'type': 'Point', 'coordinates': [-73.942245091997, 40.834578469226]}",Street/Sidewalk,-73.94224509199672,ONLINE,MANHATTAN,Unspecified,2019-07-22T07:44:30.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  159 STREET,,,43339281,,1000232,243342
35,,NYPD,New York City Police Department,2025340001,BRONX,,,,BRONX,2019-07-22T06:20:36.000,04 BRONX,Noise - Street/Sidewalk,2019-07-22T00:13:35.000,WEST  170 STREET,HIGHBRIDGE PARK PATH,Loud Music/Party,,1360 DR MARTIN LUTHER KING JR BLVD,10452,WEST  170 STREET,HIGHBRIDGE PARK PATH,UNIVERSITY AVENUE,40.842161163886175,"{'type': 'Point', 'coordinates': [-73.926162725676, 40.842161163886]}",Street/Sidewalk,-73.92616272567575,PHONE,BRONX,Unspecified,2019-07-22T10:20:38.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,DR MARTIN LUTHER KING JR BLVD,,,43340695,,1004680,246108
36,,NYPD,New York City Police Department,2026690050,BRONX,,,,BRONX,,03 BRONX,Noise - Street/Sidewalk,2019-07-22T00:13:44.000,EAST  163 STREET,EAST  165 STREET,Loud Music/Party,,975 UNION AVENUE,10459,EAST  163 STREET,EAST  165 STREET,UNION AVENUE,40.82346502175327,"{'type': 'Point', 'coordinates': [-73.901570726335, 40.823465021753]}",Street/Sidewalk,-73.9015707263354,ONLINE,BRONX,Unspecified,,,,In Progress,UNION AVENUE,,,43344082,,1011492,239303
37,,NYPD,New York City Police Department,3037690001,BROOKLYN,,,,BROOKLYN,2019-07-22T03:53:48.000,05 BROOKLYN,Noise - Residential,2019-07-22T00:14:40.000,ALABAMA AVENUE,GEORGIA AVENUE,Loud Music/Party,,580 SUTTER AVENUE,11207,ALABAMA AVENUE,GEORGIA AVENUE,SUTTER AVENUE,40.66902264271497,"{'type': 'Point', 'coordinates': [-73.897530584374, 40.669022642715]}",Residential Building/House,-73.89753058437408,MOBILE,BROOKLYN,Unspecified,2019-07-22T07:53:55.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,SUTTER AVENUE,,,43343159,,1012676,183036
38,,NYPD,New York City Police Department,3036000005,BROOKLYN,,,,BROOKLYN,2019-07-22T00:46:59.000,16 BROOKLYN,Noise - Residential,2019-07-22T00:14:55.000,THOMAS S BOYLAND STREET,BRISTOL STREET,Loud Music/Party,,133 NEWPORT STREET,11212,THOMAS S BOYLAND STREET,BRISTOL STREET,NEWPORT STREET,40.6591521601615,"{'type': 'Point', 'coordinates': [-73.910376861306, 40.659152160162]}",Residential Building/House,-73.91037686130619,ONLINE,BROOKLYN,Unspecified,2019-07-22T04:47:02.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,NEWPORT STREET,,,43339778,,1009116,179436
39,ADDRESS,DEP,Department of Environmental Protection,5046570041,STATEN ISLAND,,,,STATEN ISLAND,2019-07-22T00:15:00.000,03 STATEN ISLAND,Water System,2019-07-22T00:15:00.000,GUYON AVE,CHAMPLAIN AVE,Fire Hydrant Emergency (FHE),,1915 SOUTH RAILROAD AVENUE,10306,,,,40.56305622911913,"{'type': 'Point', 'coordinates': [-74.127971791897, 40.563056229119]}",,-74.12797179189681,UNKNOWN,STATEN ISLAND,Unspecified,,,,Open,SOUTH RAILROAD AVENUE,,,43354399,,948693,144439
40,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,,South Richmond Hill,,09 QUEENS,Street Light Condition,2019-07-22T00:15:00.000,101 AVE,111 ST,Traffic Signal Light,,,11419,101 AVENUE,111 STREET,,40.68804212111862,"{'type': 'Point', 'coordinates': [-73.832744621601, 40.688042121119]}",,-73.83274462160122,UNKNOWN,QUEENS,Unspecified,2019-07-22T00:15:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Assigned,,,,43343570,,1030635,189993
41,,NYPD,New York City Police Department,4032570024,QUEENS,,,,FOREST HILLS,2019-07-22T14:06:20.000,06 QUEENS,Noise - Street/Sidewalk,2019-07-22T00:15:50.000,71 ROAD,72 AVENUE,Loud Talking,,71-63 AUSTIN STREET,11375,71 ROAD,72 AVENUE,AUSTIN STREET,40.719575003323975,"{'type': 'Point', 'coordinates': [-73.843181402122, 40.719575003324]}",Street/Sidewalk,-73.84318140212163,MOBILE,QUEENS,Unspecified,2019-07-22T18:06:22.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,AUSTIN STREET,,,43338578,,1027720,201476
42,,NYPD,New York City Police Department,2032940053,BRONX,,,,BRONX,2019-07-22T03:48:39.000,07 BRONX,Noise - Street/Sidewalk,2019-07-22T00:16:15.000,EAST  194 STREET,EAST  196 STREET,Loud Music/Party,,2705 BAINBRIDGE AVENUE,10458,EAST  194 STREET,EAST  196 STREET,BAINBRIDGE AVENUE,40.866009448186574,"{'type': 'Point', 'coordinates': [-73.890968696223, 40.866009448187]}",Street/Sidewalk,-73.89096869622344,MOBILE,BRONX,Unspecified,2019-07-22T07:48:43.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,BAINBRIDGE AVENUE,,,43343638,,1014407,254807
43,,NYPD,New York City Police Department,1001110100,MANHATTAN,,,,NEW YORK,2019-07-22T03:45:17.000,03 MANHATTAN,Noise - Street/Sidewalk,2019-07-22T00:17:40.000,PEDESTRIAN PATH,CATHERINE SLIP,Loud Music/Party,,182 SOUTH STREET,10038,PEDESTRIAN PATH,CATHERINE SLIP,SOUTH STREET,40.70890036928323,"{'type': 'Point', 'coordinates': [-73.998337203633, 40.708900369283]}",Street/Sidewalk,-73.99833720363348,ONLINE,MANHATTAN,Unspecified,2019-07-22T07:45:25.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,SOUTH STREET,,,43344719,,984711,197548
44,,NYPD,New York City Police Department,,BRONX,,,,,2019-07-22T06:19:57.000,04 BRONX,Noise - Street/Sidewalk,2019-07-22T00:17:48.000,EAST  166 STREET,SHERMAN AVENUE,Loud Music/Party,,EAST  166 STREET,10456,EAST  166 STREET,SHERMAN AVENUE,,40.83112974694643,"{'type': 'Point', 'coordinates': [-73.917444604182, 40.831129746946]}",Street/Sidewalk,-73.91744460418215,PHONE,BRONX,Unspecified,2019-07-22T10:19:58.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,EAST  166 STREET,,,43345142,,1007096,242091
45,ADDRESS,DEP,Department of Environmental Protection,2028500016,BRONX,,,,BRONX,2019-07-22T00:18:00.000,05 BRONX,Water System,2019-07-22T00:18:00.000,E 175 ST,E 176 ST,Fire Hydrant Emergency (FHE),,1785 TOWNSEND AVENUE,10453,,,,40.84819146008964,"{'type': 'Point', 'coordinates': [-73.91086674727, 40.84819146009]}",,-73.91086674727045,UNKNOWN,BRONX,Unspecified,2019-07-22T00:18:00.000,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,,Closed,TOWNSEND AVENUE,,,43347656,,1008910,248309
