,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
14,ADDRESS,DEP,Department of Environmental Protection,2033270073,BRONX,,,,BRONX,2019-07-18T00:03:00.000,07 BRONX,Water System,2019-07-18T00:03:00.000,E 208 ST,KOSSUTH AVE,Fire Hydrant Emergency (FHE),,3434 DE KALB AVENUE,10467,,,,40.8808960093735,"{'type': 'Point', 'coordinates': [-73.881925311925, 40.880896009374]}",,-73.88192531192469,UNKNOWN,BRONX,Unspecified,,,,Open,DE KALB AVENUE,,,43320581,,1016901,260234
15,ADDRESS,DEP,Department of Environmental Protection,4035780043,QUEENS,,,,Ridgewood,2019-07-18T04:25:00.000,05 QUEENS,Sewer,2019-07-18T00:03:00.000,SENECA AVE,FOREST AVE,Sewer Backup (Use Comments) (SA),,1833 DECATUR STREET,11385,,,,40.698205342834484,"{'type': 'Point', 'coordinates': [-73.8978283353, 40.698205342834]}",,-73.89782833529958,UNKNOWN,QUEENS,Unspecified,2019-07-18T04:25:00.000,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,,Closed,DECATUR STREET,,,43312438,,1012581,193668
16,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,,Jamaica,2019-07-18T01:40:00.000,08 QUEENS,Traffic Signal Condition,2019-07-18T00:03:00.000,164 ST,84 DR,Controller,N/A,,11432,164 STREET,84 DRIVE,,40.713926136894266,"{'type': 'Point', 'coordinates': [-73.802112144238, 40.713926136894]}",,-73.80211214423764,UNKNOWN,QUEENS,Unspecified,2019-07-18T01:40:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Assigned,,,,43310687,,1039109,199441
17,,NYPD,New York City Police Department,4157140120,QUEENS,,,,FAR ROCKAWAY,2019-07-18T02:48:52.000,14 QUEENS,Illegal Parking,2019-07-18T00:03:01.000,BEACH CHANNEL DRIVE,REGINA AVENUE,Blocked Sidewalk,,10-55 MCBRIDE STREET,11691,BEACH CHANNEL DRIVE,REGINA AVENUE,MCBRIDE STREET,40.603457307085996,"{'type': 'Point', 'coordinates': [-73.75796775395, 40.603457307086]}",Street/Sidewalk,-73.7579677539499,MOBILE,QUEENS,Unspecified,2019-07-18T02:48:00.000,The Police Department issued a summons in response to the complaint.,,Closed,MCBRIDE STREET,,,43310377,,1051458,159225
18,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,,,2019-07-18T01:10:00.000,Unspecified QUEENS,Traffic Signal Condition,2019-07-18T00:04:00.000,COLLEGE POINT BLVD,25 AVE,Controller,N/A,,,COLLEGE POINT BLVD,25 AVE,,,,,,UNKNOWN,QUEENS,Unspecified,2019-07-18T01:10:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,43303199,,,
19,INTERSECTION,DOT,Department of Transportation,,MANHATTAN,,,,,2019-07-18T00:20:00.000,Unspecified MANHATTAN,Traffic Signal Condition,2019-07-18T00:05:00.000,3 AVE,85 ST E,Controller,N/A,,,3 AVE,85 ST E,,,,,,UNKNOWN,MANHATTAN,Unspecified,2019-07-18T00:20:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,43319395,,,
20,,DSNY,BCC - Queens East,,QUEENS,,,,,2019-07-19T12:00:00.000,07 QUEENS,Missed Collection (All Materials),2019-07-18T00:05:00.000,32 AVENUE,33 AVENUE,1 Missed Collection,DSNY Garage,32-11 150 PLACE,,,,,,,Sidewalk,,PHONE,QUEENS,Unspecified,2019-07-19T12:00:00.000,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,,Closed,150 PLACE,,,43316073,,,
21,ADDRESS,DHS,Department of Homeless Services,,MANHATTAN,,,,,2019-07-21T10:14:22.000,05 MANHATTAN,Homeless Person Assistance,2019-07-18T00:05:31.000,BROADWAY,EAST   18 STREET,N/A,,BROADWAY,10003,BROADWAY,EAST   18 STREET,,40.73779676843663,"{'type': 'Point', 'coordinates': [-73.990123541425, 40.737796768437]}",,-73.99012354142486,PHONE,MANHATTAN,Unspecified,2019-07-18T08:27:20.000,,,Closed,BROADWAY,,,43303508,,986987,208076
22,BLOCKFACE,DEP,Department of Environmental Protection,,BRONX,,,,BRONX,2019-07-18T00:06:00.000,04 BRONX,Water System,2019-07-18T00:06:00.000,GRAND CONCOURSE,SHERIDAN AVENUE,Fire Hydrant Emergency (FHE),,EAST  164 STREET,10456,,,,40.82933947051478,"{'type': 'Point', 'coordinates': [-73.920319529306, 40.829339470515]}",,-73.9203195293062,UNKNOWN,BRONX,Unspecified,,,,Open,EAST  164 STREET,,,43315910,,1006301,241438
23,,NYPD,New York City Police Department,2036080067,BRONX,,,,BRONX,,09 BRONX,Blocked Driveway,2019-07-18T00:06:06.000,PUGSLEY AVENUE,OLMSTEAD AVENUE,No Access,,2049 HOMER AVENUE,10473,PUGSLEY AVENUE,OLMSTEAD AVENUE,HOMER AVENUE,40.82123990152065,"{'type': 'Point', 'coordinates': [-73.853303987773, 40.821239901521]}",Street/Sidewalk,-73.85330398777282,PHONE,BRONX,Unspecified,,,,In Progress,HOMER AVENUE,,,43308453,,1024852,238511
24,,NYPD,New York City Police Department,1020320010,MANHATTAN,,,,NEW YORK,2019-07-18T01:42:31.000,10 MANHATTAN,Noise - Street/Sidewalk,2019-07-18T00:06:27.000,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,Loud Music/Party,,235 WEST  146 STREET,10039,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  146 STREET,40.82281060138379,"{'type': 'Point', 'coordinates': [-73.939751421297, 40.822810601384]}",Street/Sidewalk,-73.93975142129716,PHONE,MANHATTAN,Unspecified,2019-07-18T05:42:32.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  146 STREET,,,43308683,,1000925,239055
25,,NYPD,New York City Police Department,3012210053,BROOKLYN,,,,BROOKLYN,2019-07-18T06:56:06.000,08 BROOKLYN,Noise - Residential,2019-07-18T00:06:36.000,NEW YORK AVENUE,BROOKLYN AVENUE,Banging/Pounding,,1206 BERGEN STREET,11213,NEW YORK AVENUE,BROOKLYN AVENUE,BERGEN STREET,40.67585701126726,"{'type': 'Point', 'coordinates': [-73.945684860121, 40.675857011267]}",,-73.94568486012078,PHONE,BROOKLYN,Unspecified,2019-07-18T06:56:00.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,BERGEN STREET,,,43304142,,999316,185514
26,,DOT,Department of Transportation,3021837502,BROOKLYN,,,,BROOKLYN,2019-07-18T07:17:38.000,01 BROOKLYN,Street Sign - Damaged,2019-07-18T00:07:05.000,LEE AVENUE,WILLIAMSBURG ST WEST,"No Parking, Standing, Stopping",,221 ROSS STREET,11211,LEE AVENUE,WILLIAMSBURG ST WEST,ROSS STREET,40.70657377788891,"{'type': 'Point', 'coordinates': [-73.959066338362, 40.706573777889]}",Street,-73.95906633836249,ONLINE,BROOKLYN,Unspecified,2019-07-18T07:17:00.000,The Department of Transportation inspected the condition you reported and found that the condition m,,Closed,ROSS STREET,,,43311080,,995599,196703
27,,NYPD,New York City Police Department,3074040051,BROOKLYN,,,,BROOKLYN,2019-07-18T18:50:28.000,15 BROOKLYN,Blocked Driveway,2019-07-18T00:07:17.000,EAST   19 STREET,OCEAN AVENUE,No Access,,1901 AVENUE X,11235,EAST   19 STREET,OCEAN AVENUE,AVENUE X,40.59264848166966,"{'type': 'Point', 'coordinates': [-73.951171527164, 40.59264848167]}",Street/Sidewalk,-73.95117152716428,ONLINE,BROOKLYN,Unspecified,2019-07-18T18:48:00.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,AVENUE X,,,43306662,,997811,155198
28,,NYPD,New York City Police Department,2025110068,BRONX,,,,BRONX,2019-07-18T11:38:11.000,04 BRONX,Noise - Residential,2019-07-18T00:07:36.000,WEST  162 STREET,WEST  163 STREET,Loud Music/Party,,963 WOODYCREST AVENUE,10452,WEST  162 STREET,WEST  163 STREET,WOODYCREST AVENUE,40.831669762919574,"{'type': 'Point', 'coordinates': [-73.928754471984, 40.83166976292]}",Residential Building/House,-73.9287544719845,PHONE,BRONX,Unspecified,2019-07-18T11:37:00.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WOODYCREST AVENUE,,,43305380,,1003966,242285
29,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,BRONX,2019-07-18T01:55:00.000,11 BRONX,Traffic Signal Condition,2019-07-18T00:08:00.000,BOSTON RD,HOLLAND AVE,Controller,N/A,,10467,BOSTON ROAD,HOLLAND AVENUE,,40.863248824614764,"{'type': 'Point', 'coordinates': [-73.865478067454, 40.863248824615]}",,-73.86547806745405,UNKNOWN,BRONX,Unspecified,2019-07-18T01:55:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,43311258,,1021459,253811
30,,NYPD,New York City Police Department,3081230048,BROOKLYN,,,,BROOKLYN,2019-07-18T02:24:09.000,17 BROOKLYN,Illegal Parking,2019-07-18T00:08:18.000,DITMAS AVENUE,DEAD END,Commercial Overnight Parking,,750 EAST   98 STREET,11236,DITMAS AVENUE,DEAD END,EAST   98 STREET,40.65186864065519,"{'type': 'Point', 'coordinates': [-73.90833244991, 40.651868640655]}",Street/Sidewalk,-73.90833244991009,ONLINE,BROOKLYN,Unspecified,2019-07-18T02:22:00.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,EAST   98 STREET,,,43302270,,1009686,176783
31,,NYPD,New York City Police Department,3042670001,BROOKLYN,,,,BROOKLYN,2019-07-18T01:41:55.000,05 BROOKLYN,Blocked Driveway,2019-07-18T00:08:56.000,PINE STREET,CRESCENT STREET,No Access,,1279 BLAKE AVENUE,11208,PINE STREET,CRESCENT STREET,BLAKE AVENUE,40.671544224756744,"{'type': 'Point', 'coordinates': [-73.869556162965, 40.671544224757]}",Street/Sidewalk,-73.86955616296477,PHONE,BROOKLYN,Unspecified,2019-07-18T05:42:00.000,The Police Department issued a summons in response to the complaint.,,Closed,BLAKE AVENUE,,,43305613,,1020435,183965
32,,NYPD,New York City Police Department,3080200062,BROOKLYN,,,,BROOKLYN,2019-07-18T02:31:30.000,18 BROOKLYN,Blocked Driveway,2019-07-18T00:09:33.000,FLATLANDS AVENUE,AVENUE J,No Access,,962 EAST   84 STREET,11236,FLATLANDS AVENUE,AVENUE J,EAST   84 STREET,40.63640801408709,"{'type': 'Point', 'coordinates': [-73.909283266183, 40.636408014087]}",Street/Sidewalk,-73.90928326618305,PHONE,BROOKLYN,Unspecified,2019-07-18T02:31:00.000,The Police Department issued a summons in response to the complaint.,,Closed,EAST   84 STREET,,,43302172,,1009428,171150
33,,NYPD,New York City Police Department,2029700006,BRONX,,,,BRONX,2019-07-18T10:06:13.000,03 BRONX,Noise - Residential,2019-07-18T00:09:35.000,PROSPECT AVENUE,LYMAN PLACE,Banging/Pounding,,857 EAST  169 STREET,10459,PROSPECT AVENUE,LYMAN PLACE,EAST  169 STREET,40.829214119711786,"{'type': 'Point', 'coordinates': [-73.897182710545, 40.829214119712]}",Residential Building/House,-73.8971827105447,PHONE,BRONX,Unspecified,2019-07-18T10:06:00.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,EAST  169 STREET,,,43307222,,1012704,241399
34,,TLC,Taxi and Limousine Commission,,MANHATTAN,,,,,2019-07-18T10:49:56.000,06 MANHATTAN,Lost Property,2019-07-18T00:09:41.000,3 AVENUE,EAST   21 STREET,Bag/Wallet,,3 AVENUE,10010,3 AVENUE,EAST   21 STREET,,40.73754631949471,"{'type': 'Point', 'coordinates': [-73.984082975824, 40.737546319495]}",,-73.98408297582407,PHONE,MANHATTAN,Unspecified,2019-07-18T10:49:00.000,See notes for information.,,Closed,3 AVENUE,,"3 AVENUE AND EAST   21 STREET, MANHATTAN, NY, 10010",43309774,,988661,207985
35,ADDRESS,DOB,Department of Buildings,1000680036,MANHATTAN,,,,NEW YORK,2019-07-18T00:10:59.000,01 MANHATTAN,General Construction/Plumbing,2019-07-18T00:10:59.000,,,Building Permit - None,,100 WILLIAM STREET,10038,,,,40.70849665825823,"{'type': 'Point', 'coordinates': [-74.007477127973, 40.708496658258]}",,-74.0074771279733,UNKNOWN,MANHATTAN,Unspecified,2019-07-18T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,WILLIAM STREET,,,43315052,,982177,197401
36,,DOHMH,Department of Health and Mental Hygiene,3016120077,BROOKLYN,,,,BROOKLYN,,03 BROOKLYN,Rodent,2019-07-18T00:11:03.000,MALCOLM X BOULEVARD,PATCHEN AVENUE,Condition Attracting Rodents,,453 VAN BUREN STREET,11221,MALCOLM X BOULEVARD,PATCHEN AVENUE,VAN BUREN STREET,40.691589810007784,"{'type': 'Point', 'coordinates': [-73.930000376611, 40.691589810008]}",1-2 Family Dwelling,-73.93000037661078,ONLINE,BROOKLYN,Unspecified,,,,In Progress,VAN BUREN STREET,,,43303029,,1003662,191249
37,,NYPD,New York City Police Department,3043690001,BROOKLYN,,,,BROOKLYN,2019-07-18T06:06:37.000,05 BROOKLYN,Noise - Residential,2019-07-18T00:11:04.000,STANLEY AVENUE,WORTMAN AVENUE,Loud Music/Party,,875 PENNSYLVANIA AVENUE,11207,STANLEY AVENUE,WORTMAN AVENUE,PENNSYLVANIA AVENUE,40.65638320846473,"{'type': 'Point', 'coordinates': [-73.888961436069, 40.656383208465]}",Residential Building/House,-73.88896143606928,PHONE,BROOKLYN,Unspecified,2019-07-18T06:06:00.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,PENNSYLVANIA AVENUE,,,43302910,,1015059,178434
38,ADDRESS,DHS,Department of Homeless Services,,BRONX,,,,,2019-07-21T10:14:22.000,10 BRONX,Homeless Person Assistance,2019-07-18T00:12:42.000,HUTCHENSON RIVER PW,WILKINSON AVENUE,N/A,,HUTCHENSON RIVER PW,10461,HUTCHENSON RIVER PW,WILKINSON AVENUE,,40.85196500786609,"{'type': 'Point', 'coordinates': [-73.835560354477, 40.851965007866]}",,-73.83556035447732,PHONE,BRONX,Unspecified,2019-07-18T08:27:14.000,,,Closed,HUTCHENSON RIVER PW,,,43302934,,1029742,249714
39,,NYPD,New York City Police Department,1018297501,MANHATTAN,,,,NEW YORK,2019-07-18T02:24:29.000,10 MANHATTAN,Noise - Vehicle,2019-07-18T00:12:48.000,WEST  113 STREET,WEST  114 STREET,Car/Truck Horn,,2098 FREDERICK DOUGLASS BOULEVARD,10026,WEST  113 STREET,WEST  114 STREET,8 AVENUE,40.80279815154175,"{'type': 'Point', 'coordinates': [-73.956540154321, 40.802798151542]}",Street/Sidewalk,-73.95654015432075,MOBILE,MANHATTAN,Unspecified,2019-07-18T02:23:00.000,The Police Department issued a summons in response to the complaint.,,Closed,FREDERICK DOUGLASS BOULEVARD,,,43308510,,996282,231761
40,,NYPD,New York City Police Department,4014160041,QUEENS,,,,JACKSON HEIGHTS,2019-07-18T03:15:09.000,03 QUEENS,Noise - Commercial,2019-07-18T00:13:16.000,86 STREET,87 STREET,Loud Music/Party,,86-13 NORTHERN BOULEVARD,11372,86 STREET,87 STREET,NORTHERN BOULEVARD,40.75598051787552,"{'type': 'Point', 'coordinates': [-73.881432060479, 40.755980517876]}",Store/Commercial,-73.88143206047911,MOBILE,QUEENS,Unspecified,2019-07-18T03:15:00.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,NORTHERN BOULEVARD,,,43304748,,1017099,214723
41,,NYPD,New York City Police Department,3023440016,BROOKLYN,,,,BROOKLYN,2019-07-18T13:01:40.000,01 BROOKLYN,Noise - Residential,2019-07-18T00:14:18.000,BEDFORD AVENUE,DRIGGS AVENUE,Loud Music/Party,,170 NORTH    5 STREET,11211,BEDFORD AVENUE,DRIGGS AVENUE,NORTH    5 STREET,40.71616360338916,"{'type': 'Point', 'coordinates': [-73.958025145965, 40.716163603389]}",Residential Building/House,-73.95802514596535,MOBILE,BROOKLYN,Unspecified,2019-07-18T13:01:00.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,NORTH    5 STREET,,,43305978,,995886,200197
42,ADDRESS,DEP,Department of Environmental Protection,3002697501,BROOKLYN,,,,BROOKLYN,2019-07-18T06:45:00.000,02 BROOKLYN,Noise,2019-07-18T00:15:00.000,COURT ST,BOERUM PL,Noise: Construction Before/After Hours (NM1),N/A,110 LIVINGSTON STREET,11201,,,,40.6911852267238,"{'type': 'Point', 'coordinates': [-73.990018660538, 40.691185226724]}",,-73.99001866053781,UNKNOWN,BROOKLYN,Unspecified,2019-07-18T06:45:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,LIVINGSTON STREET,,,43320582,,987018,191094
43,ADDRESS,DEP,Department of Environmental Protection,2028190012,BRONX,,,,BRONX,2019-07-18T00:15:00.000,04 BRONX,Water System,2019-07-18T00:15:00.000,E 172 ST,MT EDEN PKWY,Fire Hydrant Emergency (FHE),,1530 SHERIDAN AVENUE,10457,,,,40.84149732499304,"{'type': 'Point', 'coordinates': [-73.91113593339, 40.841497324993]}",,-73.91113593339,UNKNOWN,BRONX,Unspecified,,,,Open,SHERIDAN AVENUE,,,43319566,,1008838,245870
44,INTERSECTION,DOT,Department of Transportation,4001800030,QUEENS,,,,Sunnyside,2019-07-19T11:24:00.000,Unspecified QUEENS,Street Light Condition,2019-07-18T00:15:00.000,42 ST,LAUREL HILL BLVD,Street Light Out,,50-23 42 STREET,11104,42 ST,LAUREL HILL BLVD,,40.737168057711436,"{'type': 'Point', 'coordinates': [-73.92368098143, 40.737168057711]}",,-73.92368098142965,UNKNOWN,QUEENS,Unspecified,2019-07-19T11:24:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,42 STREET,,,43306537,,1005400,207856
45,INTERSECTION,DEP,Department of Environmental Protection,,BRONX,,,,BRONX,2019-07-18T00:18:00.000,04 BRONX,Water System,2019-07-18T00:18:00.000,W 162 ST,WOODYCREST AVE,Fire Hydrant Emergency (FHE),,,10452,WEST 162 STREET,WOODYCREST AVENUE,,40.831291164230585,"{'type': 'Point', 'coordinates': [-73.929033122246, 40.831291164231]}",,-73.92903312224563,UNKNOWN,BRONX,Unspecified,,,,Open,,,,43318366,,1003889,242147
