,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
10,ADDRESS,NYPD,New York City Police Department,3071490029,BROOKLYN,,,,BROOKLYN,2019-05-05T06:05:36.000,15 BROOKLYN,Noise - Residential,2019-05-05T00:00:51.000,VILLAGE ROAD SOUTH,AVENUE W,Loud Music/Party,2019-05-05T08:00:51.000,Precinct,2454 MCDONALD AVENUE,11223,,,40.59254883700713,"{'type': 'Point', 'coordinates': [-73.973866491121, 40.592548837007]}",Residential Building/House,-73.97386649112111,MOBILE,BROOKLYN,Unspecified,2019-05-05T06:05:36.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,MCDONALD AVENUE,,,42586656,991508,155159
11,ADDRESS,NYPD,New York City Police Department,3088090034,BROOKLYN,,,,BROOKLYN,2019-05-05T06:05:31.000,15 BROOKLYN,Noise - Residential,2019-05-05T00:01:04.000,LAWN COURT,GUIDER AVENUE,Loud Music/Party,2019-05-05T08:01:04.000,Precinct,2774 EAST 11 STREET,11235,,,40.5832012068392,"{'type': 'Point', 'coordinates': [-73.959041151511, 40.583201206839]}",Residential Building/House,-73.95904115151137,MOBILE,BROOKLYN,Unspecified,2019-05-05T06:05:31.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,EAST 11 STREET,,,42591148,995627,151755
12,ADDRESS,NYPD,New York City Police Department,3016570049,BROOKLYN,,,,BROOKLYN,2019-05-05T01:58:22.000,03 BROOKLYN,Noise - Residential,2019-05-05T00:01:32.000,JEFFERSON AVENUE,HANCOCK STREET,Loud Music/Party,2019-05-05T08:01:32.000,Precinct,172 PATCHEN AVENUE,11221,,,40.68547507628859,"{'type': 'Point', 'coordinates': [-73.926585016937, 40.685475076289]}",Residential Building/House,-73.92658501693685,MOBILE,BROOKLYN,Unspecified,2019-05-05T01:58:22.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,PATCHEN AVENUE,,,42584430,1004611,189022
13,ADDRESS,NYPD,New York City Police Department,3008330065,BROOKLYN,,,,BROOKLYN,2019-05-05T02:11:53.000,07 BROOKLYN,Noise - Residential,2019-05-05T00:01:37.000,6 AVENUE,7 AVENUE,Loud Music/Party,2019-05-05T08:01:37.000,Precinct,629 56 STREET,11220,,,40.63995661537017,"{'type': 'Point', 'coordinates': [-74.010831239799, 40.63995661537]}",Residential Building/House,-74.0108312397993,ONLINE,BROOKLYN,Unspecified,2019-05-05T02:11:53.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,56 STREET,,,42587104,981244,172430
14,ADDRESS,NYPD,New York City Police Department,2057640652,BRONX,,,,BRONX,2019-05-05T05:32:06.000,08 BRONX,Noise - Residential,2019-05-05T00:01:40.000,WEST 235 STREET,BEND,Loud Music/Party,2019-05-05T08:01:40.000,Precinct,3528 RIVERDALE AVENUE,10463,,,40.88527773336963,"{'type': 'Point', 'coordinates': [-73.907283699083, 40.88527773337]}",Residential Building/House,-73.90728369908335,ONLINE,BRONX,Unspecified,2019-05-05T05:32:06.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,RIVERDALE AVENUE,,,42588454,1009887,261822
15,ADDRESS,NYPD,New York City Police Department,4038290071,QUEENS,,,,RIDGEWOOD,2019-05-05T07:21:24.000,05 QUEENS,Illegal Parking,2019-05-05T00:01:56.000,79 PLACE,80 STREET,Blocked Hydrant,2019-05-05T08:01:56.000,Precinct,79-50 78 AVENUE,11385,,,40.70506653331605,"{'type': 'Point', 'coordinates': [-73.869901734616, 40.705066533316]}",Street/Sidewalk,-73.86990173461557,MOBILE,QUEENS,Unspecified,2019-05-05T07:21:24.000,The Police Department issued a summons in response to the complaint.,,Closed,78 AVENUE,,,42587072,1020321,196178
16,ADDRESS,DEP,Department of Environmental Protection,4004230029,QUEENS,,,,Long Island City,2019-05-07T01:45:00.000,02 QUEENS,Noise,2019-05-05T00:02:00.000,CRESCENT ST,27 ST,Noise: Construction Before/After Hours (NM1),,N/A,25-01 42 ROAD,11101,,,40.74976848878205,"{'type': 'Point', 'coordinates': [-73.941163692525, 40.749768488782]}",,-73.94116369252453,PHONE,QUEENS,Unspecified,2019-05-07T01:45:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,42 ROAD,,,42594447,1000552,212443
17,ADDRESS,NYPD,New York City Police Department,4019070001,QUEENS,,,,CORONA,2019-05-05T04:04:19.000,04 QUEENS,Noise - Street/Sidewalk,2019-05-05T00:02:04.000,55 AVENUE,57 AVENUE,Loud Music/Party,2019-05-05T08:02:04.000,Precinct,55-25 98 STREET,11368,,,40.738832527923456,"{'type': 'Point', 'coordinates': [-73.862755812506, 40.738832527923]}",Street/Sidewalk,-73.86275581250639,ONLINE,QUEENS,Unspecified,2019-05-05T04:04:19.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,98 STREET,,,42588164,1022283,208483
18,ADDRESS,NYPD,New York City Police Department,,QUEENS,,,,WOODSIDE,2019-05-05T05:22:55.000,05 QUEENS,Noise - Residential,2019-05-05T00:02:04.000,CALAMUS AVENUE,52 AVENUE,Loud Music/Party,2019-05-05T08:02:04.000,Precinct,51-30 70 STREET,11377,,,40.73453718006818,"{'type': 'Point', 'coordinates': [-73.894146260439, 40.734537180068]}",Residential Building/House,-73.89414626043867,MOBILE,QUEENS,Unspecified,2019-05-05T05:22:55.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,70 STREET,,,42585759,1013586,206906
19,ADDRESS,NYPD,New York City Police Department,3035840018,BROOKLYN,,,,BROOKLYN,2019-05-05T01:39:42.000,16 BROOKLYN,Noise - Residential,2019-05-05T00:02:06.000,LIVONIA AVENUE,RIVERDALE AVENUE,Loud Music/Party,2019-05-05T08:02:06.000,Precinct,2165 STRAUSS STREET,11212,,,40.66093377854587,"{'type': 'Point', 'coordinates': [-73.914314013161, 40.660933778546]}",Residential Building/House,-73.91431401316109,ONLINE,BROOKLYN,Unspecified,2019-05-05T01:39:42.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,STRAUSS STREET,,,42586226,1008023,180084
20,ADDRESS,NYPD,New York City Police Department,4095760015,QUEENS,,,,SOUTH RICHMOND HILL,2019-05-05T02:12:59.000,10 QUEENS,Noise - Residential,2019-05-05T00:02:10.000,LIBERTY AVENUE,107 AVENUE,Loud Music/Party,2019-05-05T08:02:10.000,Precinct,104-18 123 STREET,11419,,,40.68720594003324,"{'type': 'Point', 'coordinates': [-73.820634947318, 40.687205940033]}",Residential Building/House,-73.82063494731842,ONLINE,QUEENS,Unspecified,2019-05-05T02:12:59.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,123 STREET,,,42585308,1033994,189695
21,ADDRESS,NYPD,New York City Police Department,1019370057,MANHATTAN,,,,NEW YORK,2019-05-05T03:18:16.000,10 MANHATTAN,Noise - Residential,2019-05-05T00:02:17.000,7 AVENUE,8 AVENUE,Loud Music/Party,2019-05-05T08:02:17.000,Precinct,266 WEST 132 STREET,10027,,,40.81413257014008,"{'type': 'Point', 'coordinates': [-73.946905074346, 40.81413257014]}",Residential Building/House,-73.94690507434622,MOBILE,MANHATTAN,Unspecified,2019-05-05T03:18:16.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,WEST 132 STREET,,,42588462,998947,235892
22,ADDRESS,NYPD,New York City Police Department,1002050011,MANHATTAN,,,,NEW YORK,2019-05-05T02:20:17.000,02 MANHATTAN,Noise - Commercial,2019-05-05T00:02:17.000,CANAL STREET,HESTER STREET,Loud Music/Party,2019-05-05T08:02:17.000,Precinct,120 MULBERRY STREET,10013,,,40.717785159566695,"{'type': 'Point', 'coordinates': [-73.998149396426, 40.717785159567]}",Club/Bar/Restaurant,-73.99814939642602,ONLINE,MANHATTAN,Unspecified,2019-05-05T02:20:18.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,MULBERRY STREET,,,42585590,984763,200785
23,ADDRESS,NYPD,New York City Police Department,2031640052,BRONX,,,,BRONX,2019-05-05T06:13:17.000,05 BRONX,Noise - Street/Sidewalk,2019-05-05T00:02:20.000,CRESTON AVENUE,GRAND CONCOURSE,Loud Music/Party,2019-05-05T08:02:20.000,Precinct,175 FIELD PLACE,10468,,,40.8588509503673,"{'type': 'Point', 'coordinates': [-73.899692746662, 40.858850950367]}",Street/Sidewalk,-73.89969274666208,MOBILE,BRONX,Unspecified,2019-05-05T06:13:17.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,FIELD PLACE,,,42587276,1011997,252196
24,ADDRESS,NYPD,New York City Police Department,3027820040,BROOKLYN,,,,BROOKLYN,2019-05-05T01:11:43.000,01 BROOKLYN,Noise - Residential,2019-05-05T00:02:22.000,MANHATTAN AVENUE,GRAHAM AVENUE,Loud Talking,2019-05-05T08:02:22.000,Precinct,683 GRAND STREET,11211,,,40.71153871739402,"{'type': 'Point', 'coordinates': [-73.945071438236, 40.711538717394]}",Residential Building/House,-73.9450714382363,ONLINE,BROOKLYN,Unspecified,2019-05-05T01:11:43.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,GRAND STREET,,,42591163,999478,198514
25,ADDRESS,NYPD,New York City Police Department,1018770031,MANHATTAN,,,,NEW YORK,2019-05-05T01:17:54.000,07 MANHATTAN,Noise - Commercial,2019-05-05T00:02:39.000,WEST 105 STREET,WEST 106 STREET,Loud Music/Party,2019-05-05T08:02:39.000,Precinct,924 AMSTERDAM AVENUE,10025,,,40.800001721934706,"{'type': 'Point', 'coordinates': [-73.966044810581, 40.800001721935]}",Club/Bar/Restaurant,-73.96604481058135,ONLINE,MANHATTAN,Unspecified,2019-05-05T01:17:54.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,AMSTERDAM AVENUE,,,42588267,993651,230741
26,ADDRESS,NYPD,New York City Police Department,2028780138,BRONX,,,,BRONX,2019-05-05T09:54:30.000,05 BRONX,Noise - Residential,2019-05-05T00:02:50.000,WEST 176 STREET,POPHAM AVENUE,Loud Music/Party,2019-05-05T08:02:50.000,Precinct,1760 MONTGOMERY AVENUE,10453,,,40.85072196157378,"{'type': 'Point', 'coordinates': [-73.918114295542, 40.850721961574]}",Residential Building/House,-73.91811429554205,MOBILE,BRONX,Unspecified,2019-05-05T09:54:30.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,MONTGOMERY AVENUE,,,42586655,1006904,249229
27,ADDRESS,NYPD,New York City Police Department,4102130014,QUEENS,,,,JAMAICA,2019-05-05T01:30:16.000,12 QUEENS,Noise - Commercial,2019-05-05T00:02:50.000,172 STREET,173 STREET,Loud Music/Party,2019-05-05T08:02:50.000,Precinct,172-32 JAMAICA AVENUE,11432,,,40.70774598518536,"{'type': 'Point', 'coordinates': [-73.787320637428, 40.707745985185]}",Club/Bar/Restaurant,-73.78732063742827,PHONE,QUEENS,Unspecified,2019-05-05T01:30:16.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,JAMAICA AVENUE,,,42585588,1043215,197199
28,ADDRESS,NYPD,New York City Police Department,1021420097,MANHATTAN,,,,NEW YORK,2019-05-05T01:05:27.000,12 MANHATTAN,Noise - Residential,2019-05-05T00:02:57.000,BROADWAY,FT WASHINGTON AVENUE,Loud Music/Party,2019-05-05T08:02:57.000,Precinct,643 WEST 172 STREET,10032,,,40.84421656446944,"{'type': 'Point', 'coordinates': [-73.939656134394, 40.844216564469]}",Residential Building/House,-73.93965613439441,ONLINE,MANHATTAN,Unspecified,2019-05-05T01:05:27.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,WEST 172 STREET,,,42586607,1000946,246854
29,ADDRESS,NYPD,New York City Police Department,2024330011,BRONX,,,,BRONX,2019-05-05T02:49:19.000,04 BRONX,Noise - Residential,2019-05-05T00:03:02.000,EAST 165 STREET,EAST 166 STREET,Loud Music/Party,2019-05-05T08:03:02.000,Precinct,1042 COLLEGE AVENUE,10456,,,40.82964321890929,"{'type': 'Point', 'coordinates': [-73.91518802324, 40.829643218909]}",Residential Building/House,-73.91518802323985,PHONE,BRONX,Unspecified,2019-05-05T02:49:19.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,COLLEGE AVENUE,,,42590278,1007721,241550
30,ADDRESS,NYPD,New York City Police Department,1022400009,MANHATTAN,,,,NEW YORK,2019-05-05T01:32:22.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-05-05T00:03:22.000,PAYSON AVENUE,WEST 207 STREET,Loud Music/Party,2019-05-05T08:03:22.000,Precinct,125 SEAMAN AVENUE,10034,,,40.86879375820452,"{'type': 'Point', 'coordinates': [-73.923103274142, 40.868793758205]}",Street/Sidewalk,-73.92310327414219,MOBILE,MANHATTAN,Unspecified,2019-05-05T01:32:22.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,SEAMAN AVENUE,,,42589436,1005518,255812
31,INTERSECTION,NYPD,New York City Police Department,,QUEENS,,,,FLUSHING,2019-05-05T00:22:03.000,07 QUEENS,Noise - Street/Sidewalk,2019-05-05T00:03:37.000,,,Loud Music/Party,2019-05-05T08:03:37.000,Precinct,,11358,169 STREET,35 AVENUE,40.76491717885935,"{'type': 'Point', 'coordinates': [-73.796758664028, 40.764917178859]}",Street/Sidewalk,-73.79675866402795,PHONE,QUEENS,Unspecified,2019-05-05T00:22:03.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,,,,42585783,1040550,218022
32,ADDRESS,NYPD,New York City Police Department,4132060003,QUEENS,,,,ROSEDALE,2019-05-05T10:55:17.000,13 QUEENS,Noise - Residential,2019-05-05T00:03:40.000,242 STREET,243 STREET,Loud Talking,2019-05-05T08:03:40.000,Precinct,242-15 134 AVENUE,11422,,,40.67291173807148,"{'type': 'Point', 'coordinates': [-73.732004830176, 40.672911738071]}",Residential Building/House,-73.73200483017644,MOBILE,QUEENS,Unspecified,2019-05-05T10:55:17.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,134 AVENUE,,,42587297,1058590,184550
33,,TLC,Taxi and Limousine Commission,,Unspecified,,,,,2019-05-05T00:04:01.000,0 Unspecified,Taxi Report,2019-05-05T00:03:59.000,ASTORIA BOULEVARD,,Driver Report,,N/A,STEINWAY STREET,,,,,,,,ONLINE,Unspecified,Unspecified,2019-05-05T00:04:01.000,Your report has been sent to the Taxi and Limousine Commission (TLC). You are not available to participate in a hearing so TLC cannot take any action against the driver or car service company. No further information will be available for your report.,,Closed,STEINWAY STREET,,Other,42586808,,
34,ADDRESS,NYPD,New York City Police Department,4011110001,QUEENS,,,,WOODSIDE,2019-05-05T01:05:26.000,01 QUEENS,Noise - Residential,2019-05-05T00:04:01.000,55 STREET,56 STREET,Loud Talking,2019-05-05T08:04:01.000,Precinct,55-03 31 AVENUE,11377,,,40.75711228672069,"{'type': 'Point', 'coordinates': [-73.906274557047, 40.757112286721]}",Residential Building/House,-73.90627455704708,PHONE,QUEENS,Unspecified,2019-05-05T01:05:26.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,31 AVENUE,,,42589405,1010216,215127
35,ADDRESS,NYPD,New York City Police Department,3031330041,BROOKLYN,,,,BROOKLYN,2019-05-05T02:42:00.000,04 BROOKLYN,Noise - Residential,2019-05-05T00:04:14.000,BROADWAY,BEAVER STREET,Loud Music/Party,2019-05-05T08:04:14.000,Precinct,23 PARK STREET,11206,,,40.69964772212586,"{'type': 'Point', 'coordinates': [-73.938322778512, 40.699647722126]}",Residential Building/House,-73.93832277851172,ONLINE,BROOKLYN,Unspecified,2019-05-05T02:42:00.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,PARK STREET,,,42585290,1001352,194183
36,ADDRESS,NYPD,New York City Police Department,1002050011,MANHATTAN,,,,NEW YORK,2019-05-05T02:20:17.000,02 MANHATTAN,Noise - Commercial,2019-05-05T00:04:22.000,CANAL STREET,HESTER STREET,Loud Music/Party,2019-05-05T08:04:22.000,Precinct,120 MULBERRY STREET,10013,,,40.717785159566695,"{'type': 'Point', 'coordinates': [-73.998149396426, 40.717785159567]}",Club/Bar/Restaurant,-73.99814939642602,ONLINE,MANHATTAN,Unspecified,2019-05-05T02:20:17.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,MULBERRY STREET,,,42587380,984763,200785
37,ADDRESS,NYPD,New York City Police Department,3017930001,BROOKLYN,,,,BROOKLYN,2019-05-05T01:27:10.000,03 BROOKLYN,Noise - Vehicle,2019-05-05T00:04:28.000,CLIFTON PLACE,GREENE AVENUE,Car/Truck Music,2019-05-05T08:04:28.000,Precinct,1047 BEDFORD AVENUE,11216,,,40.68814657699141,"{'type': 'Point', 'coordinates': [-73.954851639672, 40.688146576991]}",Street/Sidewalk,-73.9548516396719,PHONE,BROOKLYN,Unspecified,2019-05-05T01:27:10.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,BEDFORD AVENUE,,,42589469,996771,189990
38,ADDRESS,NYPD,New York City Police Department,3020610110,BROOKLYN,,,,BROOKLYN,2019-05-05T02:42:00.000,02 BROOKLYN,Noise - Street/Sidewalk,2019-05-05T00:04:38.000,MYRTLE AVENUE,FAIR STREET,Loud Music/Party,2019-05-05T08:04:38.000,Precinct,81 FLEET PLACE,11201,,,40.69308908222985,"{'type': 'Point', 'coordinates': [-73.981749638109, 40.69308908223]}",Street/Sidewalk,-73.9817496381086,ONLINE,BROOKLYN,Unspecified,2019-05-05T02:42:00.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,FLEET PLACE,,,42591197,989311,191788
39,ADDRESS,HPD,Department of Housing Preservation and Development,1019370145,MANHATTAN,,,,NEW YORK,2019-05-06T09:48:58.000,10 MANHATTAN,HEAT/HOT WATER,2019-05-05T00:04:57.000,,,ENTIRE BUILDING,,N/A,232 WEST  132 STREET,10027,,,40.81384955255785,"{'type': 'Point', 'coordinates': [-73.94623335243, 40.813849552558]}",RESIDENTIAL BUILDING,-73.94623335242987,ONLINE,MANHATTAN,Unspecified,2019-05-06T09:48:58.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,WEST  132 STREET,,,42601594,999133,235789
40,ADDRESS,NYPD,New York City Police Department,4095760015,QUEENS,,,,SOUTH RICHMOND HILL,2019-05-05T02:12:59.000,10 QUEENS,Noise - Residential,2019-05-05T00:05:01.000,LIBERTY AVENUE,107 AVENUE,Loud Music/Party,2019-05-05T08:05:01.000,Precinct,104-18 123 STREET,11419,,,40.68720594003324,"{'type': 'Point', 'coordinates': [-73.820634947318, 40.687205940033]}",Residential Building/House,-73.82063494731842,ONLINE,QUEENS,Unspecified,2019-05-05T02:12:59.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,123 STREET,,,42584429,1033994,189695
41,ADDRESS,NYPD,New York City Police Department,4008530034,QUEENS,,,,ASTORIA,2019-05-05T04:28:43.000,01 QUEENS,Noise - Residential,2019-05-05T00:05:08.000,23 AVENUE,24 AVENUE,Loud Music/Party,2019-05-05T08:05:08.000,Precinct,23-17 27 STREET,11105,,,40.77552042915925,"{'type': 'Point', 'coordinates': [-73.915845473813, 40.775520429159]}",Residential Building/House,-73.91584547381282,MOBILE,QUEENS,Unspecified,2019-05-05T04:28:43.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,27 STREET,,,42586641,1007558,221831
