,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
10,,HRA,HRA Benefit Card Replacement,,Unspecified,,,,,2019-05-26T00:09:44.000,0 Unspecified,Benefit Card Replacement,2019-05-26T00:00:40.000,,,Medicaid,,N/A,,,,,,,,NYC Street Address,,ONLINE,Unspecified,Unspecified,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,Closed,,,,42775137,,
11,ADDRESS,NYPD,New York City Police Department,3034350024,BROOKLYN,,,,BROOKLYN,2019-05-26T02:51:14.000,04 BROOKLYN,Noise - Residential,2019-05-26T00:00:43.000,CENTRAL AVENUE,WILSON AVENUE,Loud Music/Party,2019-05-26T08:00:43.000,Precinct,1222 DECATUR STREET,11207,,,,40.68931457258163,"{'type': 'Point', 'coordinates': [-73.906997278608, 40.689314572582]}",Residential Building/House,-73.90699727860758,ONLINE,BROOKLYN,Unspecified,2019-05-26T02:51:14.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,DECATUR STREET,,,42773125,1010042,190426
12,ADDRESS,NYPD,New York City Police Department,1022200017,MANHATTAN,,,,NEW YORK,2019-05-26T03:03:31.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-05-26T00:00:48.000,DYCKMAN STREET,ACADEMY STREET,Loud Music/Party,2019-05-26T08:00:48.000,Precinct,121 SHERMAN AVENUE,10034,,,,40.86408484675667,"{'type': 'Point', 'coordinates': [-73.924601859351, 40.864084846757]}",Street/Sidewalk,-73.9246018593508,MOBILE,MANHATTAN,Unspecified,2019-05-26T03:03:31.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,SHERMAN AVENUE,,,42775520,1005105,254096
13,ADDRESS,DSNY,BCC - Brooklyn South,3053950091,BROOKLYN,,,,BROOKLYN,2019-05-26T12:00:00.000,12 BROOKLYN,Derelict Vehicles,2019-05-26T00:01:00.000,DITMAS AVENUE,AVENUE F,14 Derelict Vehicles,,DSNY Garage,771 MCDONALD AVENUE,11218,,,,40.63501438964648,"{'type': 'Point', 'coordinates': [-73.977921183496, 40.635014389646]}",Street,-73.97792118349564,MOBILE,BROOKLYN,Unspecified,2019-05-26T00:01:00.000,The Department of Sanitation removed the items.,,Closed,MCDONALD AVENUE,,,42783084,990378,170630
14,ADDRESS,NYPD,New York City Police Department,3034060045,BROOKLYN,,,,BROOKLYN,2019-05-26T01:36:10.000,04 BROOKLYN,Noise - Residential,2019-05-26T00:01:06.000,KNICKERBOCKER AVENUE,IRVING AVENUE,Loud Music/Party,2019-05-26T08:01:06.000,Precinct,1319 HALSEY STREET,11237,,,,40.69423036687795,"{'type': 'Point', 'coordinates': [-73.906885843463, 40.694230366878]}",Residential Building/House,-73.90688584346324,ONLINE,BROOKLYN,Unspecified,2019-05-26T01:36:10.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,HALSEY STREET,,,42772661,1010071,192217
15,ADDRESS,NYPD,New York City Police Department,5065790049,STATEN ISLAND,,,,STATEN ISLAND,2019-05-26T01:14:17.000,03 STATEN ISLAND,Noise - Residential,2019-05-26T00:01:25.000,KINGDOM AVENUE,HUGUENOT AVENUE,Loud Music/Party,2019-05-26T08:01:25.000,Precinct,19 ALGONKIN STREET,10312,,,,40.53159434859809,"{'type': 'Point', 'coordinates': [-74.190012967838, 40.531594348598]}",Residential Building/House,-74.19001296783762,MOBILE,STATEN ISLAND,Unspecified,2019-05-26T01:14:17.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,ALGONKIN STREET,,,42773625,931430,133008
16,ADDRESS,NYPD,New York City Police Department,3055910027,BROOKLYN,,,,BROOKLYN,2019-05-26T02:07:42.000,12 BROOKLYN,Noise - Residential,2019-05-26T00:01:32.000,10 AVENUE,FT HAMILTON PARKWAY,Loud Music/Party,2019-05-26T08:01:32.000,Precinct,1054 41 STREET,11219,,,,40.642800506192685,"{'type': 'Point', 'coordinates': [-73.992933810218, 40.642800506193]}",Residential Building/House,-73.99293381021816,MOBILE,BROOKLYN,Unspecified,2019-05-26T02:07:42.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,41 STREET,,,42772660,986211,173466
17,ADDRESS,NYPD,New York City Police Department,3011870044,BROOKLYN,,,,BROOKLYN,2019-05-26T01:58:08.000,09 BROOKLYN,Noise - Street/Sidewalk,2019-05-26T00:01:32.000,NYCTA SUBWAY,FRANKLIN AVENUE,Loud Music/Party,2019-05-26T08:01:32.000,Precinct,1004 UNION STREET,11225,,,,40.66990909184966,"{'type': 'Point', 'coordinates': [-73.958955461579, 40.66990909185]}",Street/Sidewalk,-73.95895546157942,MOBILE,BROOKLYN,Unspecified,2019-05-26T01:58:08.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,UNION STREET,,,42772232,995636,183345
18,ADDRESS,NYPD,New York City Police Department,2028590030,BRONX,,,,BRONX,2019-05-26T15:56:38.000,04 BRONX,Noise - Commercial,2019-05-26T00:01:38.000,GOBLE PLACE,WEST MT EDEN AVENUE,Loud Music/Party,2019-05-26T08:01:38.000,Precinct,1550 INWOOD AVENUE,10452,,,,40.844081256763324,"{'type': 'Point', 'coordinates': [-73.916358708725, 40.844081256763]}",Store/Commercial,-73.91635870872518,MOBILE,BRONX,Unspecified,2019-05-26T15:56:38.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,INWOOD AVENUE,,,42771898,1007392,246810
19,ADDRESS,NYPD,New York City Police Department,4014350045,QUEENS,,,,JACKSON HEIGHTS,2019-05-26T01:19:27.000,03 QUEENS,Noise - Residential,2019-05-26T00:01:39.000,NORTHERN BOULEVARD,34 AVENUE,Loud Music/Party,2019-05-26T08:01:39.000,Precinct,33-37 87 STREET,11372,,,,40.75532089590995,"{'type': 'Point', 'coordinates': [-73.880577794833, 40.75532089591]}",Residential Building/House,-73.88057779483262,ONLINE,QUEENS,Unspecified,2019-05-26T01:19:27.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,87 STREET,,,42777937,1017336,214483
20,ADDRESS,NYPD,New York City Police Department,4007150061,QUEENS,,,,ASTORIA,2019-05-26T09:09:19.000,01 QUEENS,Noise - Residential,2019-05-26T00:01:57.000,25 AVENUE,28 AVENUE,Loud Music/Party,2019-05-26T08:01:57.000,Precinct,25-42 45 STREET,11103,,,,40.76493945920041,"{'type': 'Point', 'coordinates': [-73.908646122799, 40.7649394592]}",Residential Building/House,-73.90864612279863,PHONE,QUEENS,Unspecified,2019-05-26T09:09:19.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,45 STREET,,,42775758,1009556,217978
21,ADDRESS,NYPD,New York City Police Department,2028390083,BRONX,,,,BRONX,2019-05-26T15:57:39.000,04 BRONX,Noise - Residential,2019-05-26T00:02:07.000,WALTON AVENUE,GRAND CONCOURSE,Banging/Pounding,2019-05-26T08:02:07.000,Precinct,115 EAST 169 STREET,10452,,,,40.83698142554353,"{'type': 'Point', 'coordinates': [-73.917375906971, 40.836981425544]}",Residential Building/House,-73.91737590697106,MOBILE,BRONX,Unspecified,2019-05-26T15:57:39.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST 169 STREET,,,42775193,1007113,244223
22,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3011050049,BROOKLYN,,,,BROOKLYN,,07 BROOKLYN,Rodent,2019-05-26T00:02:26.000,8 AVENUE,PROSPECT PARK WEST,Rat Sighting,2019-06-25T00:02:26.000,N/A,439 16 STREET,11215,,,,40.66089556600715,"{'type': 'Point', 'coordinates': [-73.981379990444, 40.660895566007]}",3+ Family Apt. Building,-73.98137999044371,ONLINE,BROOKLYN,Unspecified,2019-05-26T00:15:19.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Pending,16 STREET,,,42776324,989416,180059
23,ADDRESS,NYPD,New York City Police Department,3008330065,BROOKLYN,,,,BROOKLYN,2019-05-26T02:01:21.000,07 BROOKLYN,Noise - Residential,2019-05-26T00:02:30.000,6 AVENUE,7 AVENUE,Loud Music/Party,2019-05-26T08:02:30.000,Precinct,629 56 STREET,11220,,,,40.63995661537017,"{'type': 'Point', 'coordinates': [-74.010831239799, 40.63995661537]}",Residential Building/House,-74.0108312397993,ONLINE,BROOKLYN,Unspecified,2019-05-26T02:01:21.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,56 STREET,,,42773608,981244,172430
24,ADDRESS,NYPD,New York City Police Department,3013780005,BROOKLYN,,,,BROOKLYN,2019-05-26T03:49:47.000,08 BROOKLYN,Blocked Driveway,2019-05-26T00:02:39.000,STERLING PLACE,ST JOHNS PLACE,No Access,2019-05-26T08:02:39.000,Precinct,227 SCHENECTADY AVENUE,11213,,,,40.67109401905852,"{'type': 'Point', 'coordinates': [-73.933677245912, 40.671094019059]}",Street/Sidewalk,-73.93367724591218,PHONE,BROOKLYN,Unspecified,2019-05-26T03:49:47.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,SCHENECTADY AVENUE,,,42774557,1002648,183781
25,ADDRESS,NYPD,New York City Police Department,4039160080,QUEENS,,,,COLLEGE POINT,2019-05-26T03:07:36.000,07 QUEENS,Noise - Residential,2019-05-26T00:02:47.000,,,Loud Music/Party,2019-05-26T08:02:47.000,Precinct,3-44 SOUNDVIEW LANE,11356,,,,40.79368665038579,"{'type': 'Point', 'coordinates': [-73.847777661644, 40.793686650386]}",Residential Building/House,-73.84777766164399,PHONE,QUEENS,Unspecified,2019-05-26T03:07:36.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,SOUNDVIEW LANE,,,42777385,1026399,228475
26,ADDRESS,NYPD,New York City Police Department,1018230018,MANHATTAN,,,,NEW YORK,2019-05-26T05:46:13.000,10 MANHATTAN,Noise - Street/Sidewalk,2019-05-26T00:02:58.000,WEST 113 STREET,WEST 114 STREET,Loud Music/Party,2019-05-26T08:02:58.000,Precinct,60 SAINT NICHOLAS AVENUE,10026,,,,40.80088623075003,"{'type': 'Point', 'coordinates': [-73.952506889797, 40.80088623075]}",Street/Sidewalk,-73.952506889797,MOBILE,MANHATTAN,Unspecified,2019-05-26T05:46:13.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,SAINT NICHOLAS AVENUE,,,42774651,997399,231065
27,ADDRESS,NYPD,New York City Police Department,1021540024,MANHATTAN,,,,NEW YORK,2019-05-26T01:49:43.000,12 MANHATTAN,Noise - Residential,2019-05-26T00:03:02.000,AUDUBON AVENUE,ST NICHOLAS AVENUE,Loud Music/Party,2019-05-26T08:03:02.000,Precinct,565 WEST 181 STREET,10033,,,,40.84901611688289,"{'type': 'Point', 'coordinates': [-73.932982968228, 40.849016116883]}",Residential Building/House,-73.93298296822847,ONLINE,MANHATTAN,Unspecified,2019-05-26T01:49:43.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,WEST 181 STREET,,,42774493,1002791,248604
28,ADDRESS,NYPD,New York City Police Department,4040020074,QUEENS,,,,COLLEGE POINT,2019-05-26T02:18:11.000,07 QUEENS,Noise - Residential,2019-05-26T00:03:26.000,11 AVENUE,13 AVENUE,Loud Music/Party,2019-05-26T08:03:26.000,Precinct,11-10 126 STREET,11356,,,,40.78772826248977,"{'type': 'Point', 'coordinates': [-73.841980848138, 40.78772826249]}",Residential Building/House,-73.84198084813812,MOBILE,QUEENS,Unspecified,2019-05-26T02:18:11.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,126 STREET,,,42775340,1028008,226307
29,ADDRESS,NYPD,New York City Police Department,3011680085,BROOKLYN,,,,BROOKLYN,2019-05-26T02:14:00.000,08 BROOKLYN,Noise - Residential,2019-05-26T00:03:45.000,CLASSON AVENUE,NYCTA SUBWAY,Loud Music/Party,2019-05-26T08:03:45.000,Precinct,611 STERLING PLACE,11238,,,,40.67365839220364,"{'type': 'Point', 'coordinates': [-73.958776507839, 40.673658392204]}",Residential Building/House,-73.95877650783886,MOBILE,BROOKLYN,Unspecified,2019-05-26T02:14:00.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,STERLING PLACE,,,42772655,995685,184711
30,ADDRESS,NYPD,New York City Police Department,2037530019,BRONX,,,,BRONX,2019-05-26T05:15:37.000,09 BRONX,Noise - Residential,2019-05-26T00:03:49.000,WATSON AVENUE,GLEASON AVENUE,Loud Music/Party,2019-05-26T08:03:49.000,Precinct,1128 ST LAWRENCE AVENUE,10472,,,,40.82842514755085,"{'type': 'Point', 'coordinates': [-73.866506027294, 40.828425147551]}",Residential Building/House,-73.86650602729434,ONLINE,BRONX,Unspecified,2019-05-26T05:15:37.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,ST LAWRENCE AVENUE,,,42774875,1021194,241123
31,ADDRESS,NYPD,New York City Police Department,2023760032,BRONX,,,,BRONX,2019-05-26T02:10:52.000,01 BRONX,Noise - Residential,2019-05-26T00:03:54.000,MELROSE AVENUE,ELTON AVENUE,Loud Music/Party,2019-05-26T08:03:54.000,Precinct,415 EAST 154 STREET,10455,,,,40.81937552475766,"{'type': 'Point', 'coordinates': [-73.915587691828, 40.819375524758]}",Residential Building/House,-73.91558769182846,PHONE,BRONX,Unspecified,2019-05-26T02:10:52.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,EAST 154 STREET,,,42775329,1007614,237809
32,ADDRESS,NYPD,New York City Police Department,3016510046,BROOKLYN,,,,BROOKLYN,2019-05-26T01:07:00.000,03 BROOKLYN,Noise - Commercial,2019-05-26T00:03:56.000,PUTNAM AVENUE,JEFFERSON AVENUE,Loud Music/Party,2019-05-26T08:03:56.000,Precinct,216 MALCOLM X BOULEVARD,11221,,,,40.68588871076994,"{'type': 'Point', 'coordinates': [-73.929656609437, 40.68588871077]}",Store/Commercial,-73.92965660943749,MOBILE,BROOKLYN,Unspecified,2019-05-26T01:07:00.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,MALCOLM X BOULEVARD,,,42776471,1003759,189172
33,ADDRESS,NYPD,New York City Police Department,2026280001,BRONX,,,,BRONX,2019-05-26T01:50:45.000,01 BRONX,Noise - Residential,2019-05-26T00:03:59.000,JACKSON AVENUE,FOREST AVENUE,Banging/Pounding,2019-05-26T08:03:59.000,Precinct,671 WESTCHESTER AVENUE,10455,,,,40.81641082880272,"{'type': 'Point', 'coordinates': [-73.90789626863, 40.816410828803]}",Residential Building/House,-73.90789626862998,PHONE,BRONX,Unspecified,2019-05-26T01:50:45.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,WESTCHESTER AVENUE,,,42775619,1009744,236731
34,ADDRESS,NYPD,New York City Police Department,1021440061,MANHATTAN,,,,NEW YORK,2019-05-26T01:13:14.000,12 MANHATTAN,Noise - Commercial,2019-05-26T00:04:00.000,WEST 175 STREET,WEST 176 STREET,Loud Music/Party,2019-05-26T08:04:00.000,Precinct,1311 ST NICHOLAS AVENUE,10033,,,,40.845798464285146,"{'type': 'Point', 'coordinates': [-73.93631503315, 40.845798464285]}",Store/Commercial,-73.9363150331501,MOBILE,MANHATTAN,Unspecified,2019-05-26T01:13:14.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,ST NICHOLAS AVENUE,,,42772979,1001870,247431
35,INTERSECTION,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,2019-05-26T01:57:02.000,16 BROOKLYN,Noise - Residential,2019-05-26T00:04:20.000,,,Loud Music/Party,2019-05-26T08:04:20.000,Precinct,,11212,STRAUSS STREET,SUTTER AVENUE,,40.66633104133611,"{'type': 'Point', 'coordinates': [-73.915702072833, 40.666331041336]}",Residential Building/House,-73.91570207283262,PHONE,BROOKLYN,Unspecified,2019-05-26T01:57:02.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,,,,42777923,1007636,182050
36,BLOCKFACE,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,2019-05-26T02:13:59.000,08 BROOKLYN,Noise - Residential,2019-05-26T00:04:29.000,CLASSON AVENUE,FRANKLIN AVENUE,Loud Music/Party,2019-05-26T08:04:29.000,Precinct,PARK PLACE,11238,,,,40.67463558748951,"{'type': 'Point', 'coordinates': [-73.958930922304, 40.67463558749]}",Residential Building/House,-73.95893092230442,PHONE,BROOKLYN,Unspecified,2019-05-26T02:13:59.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,PARK PLACE,,,42776503,995642,185067
37,ADDRESS,NYPD,New York City Police Department,2045120040,BRONX,,,,BRONX,2019-05-26T00:52:25.000,11 BRONX,Noise - Residential,2019-05-26T00:04:39.000,ALLERTON AVENUE,ARNOW AVENUE,Loud Music/Party,2019-05-26T08:04:39.000,Precinct,2751 BARNES AVENUE,10467,,,,40.86626293322787,"{'type': 'Point', 'coordinates': [-73.863505152874, 40.866262933228]}",Residential Building/House,-73.86350515287381,MOBILE,BRONX,Unspecified,2019-05-26T00:52:25.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,BARNES AVENUE,,,42772654,1022003,254910
38,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,,02 BRONX,Rodent,2019-05-26T00:04:45.000,,,Mouse Sighting,2019-06-25T00:04:45.000,N/A,1036 LONGFELLOW AVENUE,10459,,,,40.82435782485793,"{'type': 'Point', 'coordinates': [-73.887412909572, 40.824357824858]}",3+ Family Apt. Building,-73.88741290957216,MOBILE,BRONX,Unspecified,2019-05-26T00:15:20.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Pending,LONGFELLOW AVENUE,,,42773732,1015410,239633
39,ADDRESS,NYPD,New York City Police Department,3011390014,BROOKLYN,,,,BROOKLYN,2019-05-26T02:12:57.000,08 BROOKLYN,Noise - Commercial,2019-05-26T00:04:47.000,UNDERHILL AVENUE,WASHINGTON AVENUE,Loud Music/Party,2019-05-26T08:04:47.000,Precinct,772 DEAN STREET,11238,,,,40.67947375592445,"{'type': 'Point', 'coordinates': [-73.964573908852, 40.679473755924]}",Store/Commercial,-73.96457390885222,MOBILE,BROOKLYN,Unspecified,2019-05-26T02:12:57.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,DEAN STREET,,,42774726,994076,186829
40,ADDRESS,NYPD,New York City Police Department,3055910029,BROOKLYN,,,,BROOKLYN,2019-05-26T02:07:43.000,12 BROOKLYN,Noise - Residential,2019-05-26T00:04:50.000,10 AVENUE,FT HAMILTON PARKWAY,Loud Music/Party,2019-05-26T08:04:50.000,Precinct,1060 41 STREET,11219,,,,40.64274560469564,"{'type': 'Point', 'coordinates': [-73.992840128738, 40.642745604696]}",Residential Building/House,-73.99284012873818,PHONE,BROOKLYN,Unspecified,2019-05-26T02:07:43.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,41 STREET,,,42773967,986237,173446
41,ADDRESS,NYPD,New York City Police Department,,QUEENS,,,,EAST ELMHURST,2019-05-26T01:58:07.000,03 QUEENS,Noise - Residential,2019-05-26T00:05:04.000,96 STREET,97 STREET,Loud Music/Party,2019-05-26T08:05:04.000,Precinct,96-07 23 AVENUE,11369,,,,40.76836255456575,"{'type': 'Point', 'coordinates': [-73.87413193886, 40.768362554566]}",Residential Building/House,-73.8741319388598,ONLINE,QUEENS,Unspecified,2019-05-26T01:58:07.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,23 AVENUE,,,42776582,1019115,219237
