,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
10,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3019150068,BROOKLYN,,,,BROOKLYN,,02 BROOKLYN,Standing Water,2019-06-02T00:00:00.000,VANDERBILT AVENUE,CLINTON AVENUE,Container - Over 5 Gallons,2019-07-02T18:50:04.000,N/A,251 DEKALB AVENUE,11205,,,,40.68947422388498,"{'type': 'Point', 'coordinates': [-73.968949743419, 40.689474223885]}",3+ Family Apartment Building,-73.9689497434192,ONLINE,BROOKLYN,Unspecified,2019-06-02T00:00:00.000,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,,Open,DEKALB AVENUE,,,42849332,992861,190472
11,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3025030024,BROOKLYN,,,,BROOKLYN,,01 BROOKLYN,Standing Water,2019-06-02T00:00:00.000,FREEMAN STREET,EAGLE STREET,Other - Explain Below,2019-07-02T17:53:33.000,N/A,219 FRANKLIN STREET,11222,,,,40.734526154827556,"{'type': 'Point', 'coordinates': [-73.958367194106, 40.734526154828]}",Other,-73.958367194106,ONLINE,BROOKLYN,Unspecified,2019-06-02T00:00:00.000,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,,Open,FRANKLIN STREET,,,42846851,995788,206887
12,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1017500066,MANHATTAN,,,,NEW YORK,,11 MANHATTAN,Standing Water,2019-06-02T00:00:00.000,5 AVENUE,MADISON AVENUE,Other - Explain Below,2019-07-02T09:10:42.000,N/A,14 EAST  126 STREET,10035,,,,40.80683707101031,"{'type': 'Point', 'coordinates': [-73.941196327902, 40.80683707101]}",Other,-73.94119632790152,PHONE,MANHATTAN,Unspecified,2019-06-02T00:00:00.000,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,,Open,EAST  126 STREET,,,42845155,1000529,233235
13,INTERSECTION,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,,01 BROOKLYN,Standing Water,2019-06-02T00:00:00.000,,,Puddle in Ground,2019-07-02T08:38:23.000,N/A,,11206,WHITE STREET,MCKIBBEN STREET,,40.70601127525018,"{'type': 'Point', 'coordinates': [-73.935478356363, 40.70601127525]}",Public Garden/Park,-73.93547835636267,ONLINE,BROOKLYN,Unspecified,2019-06-02T00:00:00.000,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,,Open,,,,42844250,1002139,196502
14,ADDRESS,NYPD,New York City Police Department,1018310002,MANHATTAN,,,,NEW YORK,2019-06-02T04:36:19.000,10 MANHATTAN,Noise - Street/Sidewalk,2019-06-02T00:00:08.000,WEST 115 STREET,WEST 116 STREET,Loud Music/Party,2019-06-02T08:00:08.000,Precinct,2132 FREDERICK DOUGLASS BOULEVARD,10026,,,,40.803895737884865,"{'type': 'Point', 'coordinates': [-73.955741167654, 40.803895737885]}",Street/Sidewalk,-73.95574116765391,MOBILE,MANHATTAN,Unspecified,2019-06-02T04:36:19.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,FREDERICK DOUGLASS BOULEVARD,,,42841810,996503,232161
15,LATLONG,NYPD,New York City Police Department,,QUEENS,,,,WOODHAVEN,2019-06-02T00:40:22.000,08 QUEENS,Noise - Street/Sidewalk,2019-06-02T00:00:09.000,,,Loud Music/Party,2019-06-02T08:00:09.000,Precinct,WOODHAVEN BOULEVARD,11421,,,,40.70059067206117,"{'type': 'Point', 'coordinates': [-73.854564860825, 40.700590672061]}",Street/Sidewalk,-73.85456486082487,MOBILE,QUEENS,Unspecified,2019-06-02T00:40:22.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,WOODHAVEN BOULEVARD,,,42835509,1024576,194554
16,ADDRESS,NYPD,New York City Police Department,5052070039,STATEN ISLAND,,,,STATEN ISLAND,2019-06-02T02:50:43.000,03 STATEN ISLAND,Noise - Commercial,2019-06-02T00:00:14.000,MC KEE AVENUE,HILLSIDE TERRACE,Loud Music/Party,2019-06-02T08:00:14.000,Precinct,154 MANSION AVENUE,10308,,,,40.54430774388785,"{'type': 'Point', 'coordinates': [-74.140906871026, 40.544307743888]}",Store/Commercial,-74.14090687102626,MOBILE,STATEN ISLAND,Unspecified,2019-06-02T02:50:43.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,MANSION AVENUE,,,42835249,945088,137614
17,ADDRESS,NYPD,New York City Police Department,3032540078,BROOKLYN,,,,BROOKLYN,2019-06-02T02:30:50.000,04 BROOKLYN,Noise - Residential,2019-06-02T00:00:22.000,EVERGREEN AVENUE,CENTRAL AVENUE,Loud Music/Party,2019-06-02T08:00:22.000,Precinct,37 STANHOPE STREET,11221,,,,40.69566838397405,"{'type': 'Point', 'coordinates': [-73.925387346683, 40.695668383974]}",Residential Building/House,-73.92538734668317,MOBILE,BROOKLYN,Unspecified,2019-06-02T02:30:50.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,STANHOPE STREET,,,42842716,1004940,192736
18,ADDRESS,NYPD,New York City Police Department,1021420095,MANHATTAN,,,,NEW YORK,2019-06-02T04:49:49.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-06-02T00:00:33.000,BROADWAY,FT WASHINGTON AVENUE,Loud Music/Party,2019-06-02T08:00:33.000,Precinct,647 WEST 172 STREET,10032,,,,40.84424404365834,"{'type': 'Point', 'coordinates': [-73.939717552106, 40.844244043658]}",Street/Sidewalk,-73.93971755210634,ONLINE,MANHATTAN,Unspecified,2019-06-02T04:49:49.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,WEST 172 STREET,,,42838454,1000929,246864
19,ADDRESS,NYPD,New York City Police Department,,QUEENS,,,,SPRINGFIELD GARDENS,2019-06-02T02:29:42.000,13 QUEENS,Noise - Residential,2019-06-02T00:00:41.000,220 STREET,221 STREET,Loud Music/Party,2019-06-02T08:00:41.000,Precinct,220-08 134 ROAD,11413,,,,40.6780346741615,"{'type': 'Point', 'coordinates': [-73.749578009663, 40.678034674162]}",Residential Building/House,-73.74957800966286,ONLINE,QUEENS,Unspecified,2019-06-02T02:29:42.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,134 ROAD,,,42843156,1053710,186402
20,ADDRESS,NYPD,New York City Police Department,2039950024,BRONX,,,,BRONX,2019-06-02T05:52:43.000,10 BRONX,Noise - Residential,2019-06-02T00:00:47.000,ZEREGA AVENUE,SEDDON STREET,Loud Music/Party,2019-06-02T08:00:47.000,Precinct,2436 BUCK STREET,10461,,,,40.84114953375691,"{'type': 'Point', 'coordinates': [-73.850741050647, 40.841149533757]}",Residential Building/House,-73.85074105064666,ONLINE,BRONX,Unspecified,2019-06-02T05:52:43.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,BUCK STREET,,,42841008,1025549,245766
21,ADDRESS,NYPD,New York City Police Department,1019880200,MANHATTAN,,,,NEW YORK,2019-06-02T05:15:46.000,09 MANHATTAN,Noise - Street/Sidewalk,2019-06-02T00:00:47.000,WEST 136 STREET,WEST 138 STREET,Loud Music/Party,2019-06-02T08:00:47.000,Precinct,1540 AMSTERDAM AVENUE,10031,,,,40.81976406504372,"{'type': 'Point', 'coordinates': [-73.951619084874, 40.819764065044]}",Street/Sidewalk,-73.95161908487401,MOBILE,MANHATTAN,Unspecified,2019-06-02T05:15:46.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,AMSTERDAM AVENUE,,,42835119,997641,237943
22,ADDRESS,NYPD,New York City Police Department,1019690040,MANHATTAN,,,,NEW YORK,2019-06-02T02:06:25.000,09 MANHATTAN,Noise - Street/Sidewalk,2019-06-02T00:00:50.000,WEST 129 STREET,WEST 130 STREET,Loud Music/Party,2019-06-02T08:00:50.000,Precinct,41 SAINT NICHOLAS TERRACE,10027,,,,40.81366240227156,"{'type': 'Point', 'coordinates': [-73.951262259324, 40.813662402272]}",Street/Sidewalk,-73.95126225932395,ONLINE,MANHATTAN,Unspecified,2019-06-02T02:06:25.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,SAINT NICHOLAS TERRACE,,,42841078,997741,235720
23,ADDRESS,DEP,Department of Environmental Protection,2047500051,BRONX,,,,BRONX,2019-06-03T14:52:00.000,12 BRONX,Noise,2019-06-02T00:01:00.000,GIVAN AVE,TILLOTSON AVE,"Noise, Barking Dog (NR5)",,N/A,3324 TIEMANN AVENUE,10469,,,,40.87607913199137,"{'type': 'Point', 'coordinates': [-73.842844830069, 40.876079131991]}",,-73.84284483006903,ONLINE,BRONX,Unspecified,2019-06-03T14:52:00.000,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,,Closed,TIEMANN AVENUE,,,42844433,1027711,258496
24,ADDRESS,NYPD,New York City Police Department,4024210035,QUEENS,,,,WOODSIDE,2019-06-02T04:38:26.000,05 QUEENS,Noise - Residential,2019-06-02T00:01:04.000,67 STREET,69 STREET,Loud Music/Party,2019-06-02T08:01:04.000,Precinct,68-08 51 ROAD,11377,,,,40.73425377355107,"{'type': 'Point', 'coordinates': [-73.896398295187, 40.734253773551]}",Residential Building/House,-73.89639829518666,ONLINE,QUEENS,Unspecified,2019-06-02T04:38:26.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,51 ROAD,,,42838768,1012962,206802
25,ADDRESS,NYPD,New York City Police Department,1019880200,MANHATTAN,,,,NEW YORK,2019-06-02T05:15:47.000,09 MANHATTAN,Noise - Street/Sidewalk,2019-06-02T00:01:05.000,WEST 136 STREET,WEST 138 STREET,Loud Talking,2019-06-02T08:01:05.000,Precinct,1540 AMSTERDAM AVENUE,10031,,,,40.81976406504372,"{'type': 'Point', 'coordinates': [-73.951619084874, 40.819764065044]}",Street/Sidewalk,-73.95161908487401,MOBILE,MANHATTAN,Unspecified,2019-06-02T05:15:47.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,AMSTERDAM AVENUE,,,42835123,997641,237943
26,ADDRESS,NYPD,New York City Police Department,1021327501,MANHATTAN,,,,NEW YORK,2019-06-02T02:47:38.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-06-02T00:01:08.000,WEST 177 STREET,WEST 178 STREET,Loud Talking,2019-06-02T08:01:08.000,Precinct,2360 AMSTERDAM AVENUE,10033,,,,40.845637225618624,"{'type': 'Point', 'coordinates': [-73.932711681829, 40.845637225619]}",Street/Sidewalk,-73.93271168182868,ONLINE,MANHATTAN,Unspecified,2019-06-02T02:47:38.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,AMSTERDAM AVENUE,,,42839984,1002867,247373
27,ADDRESS,NYPD,New York City Police Department,2033230022,BRONX,,,,BRONX,2019-06-02T00:41:24.000,07 BRONX,Noise - Street/Sidewalk,2019-06-02T00:01:09.000,VILLA AVENUE,RISSE STREET,Loud Music/Party,2019-06-02T08:01:09.000,Precinct,33 VAN CORTLANDT AVENUE EAST,10468,,,,40.87730746437923,"{'type': 'Point', 'coordinates': [-73.886162489517, 40.877307464379]}",Street/Sidewalk,-73.88616248951729,MOBILE,BRONX,Unspecified,2019-06-02T00:41:24.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,VAN CORTLANDT AVENUE EAST,,,42842231,1015731,258925
28,ADDRESS,NYPD,New York City Police Department,3019590015,BROOKLYN,,,,BROOKLYN,2019-06-02T06:09:40.000,02 BROOKLYN,Noise - Street/Sidewalk,2019-06-02T00:01:19.000,GREENE AVENUE,FULTON STREET,Loud Music/Party,2019-06-02T08:01:19.000,Precinct,413 CLERMONT AVENUE,11238,,,,40.685184228837,"{'type': 'Point', 'coordinates': [-73.969254615701, 40.685184228837]}",Street/Sidewalk,-73.96925461570143,MOBILE,BROOKLYN,Unspecified,2019-06-02T06:09:40.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,CLERMONT AVENUE,,,42835089,992777,188909
29,ADDRESS,NYPD,New York City Police Department,3049430012,BROOKLYN,,,,BROOKLYN,2019-06-02T01:41:25.000,17 BROOKLYN,Noise - Residential,2019-06-02T00:01:20.000,CORTELYOU ROAD,CLARENDON ROAD,Loud Music/Party,2019-06-02T08:01:20.000,Precinct,1158 TROY AVENUE,11203,,,,40.644465153109735,"{'type': 'Point', 'coordinates': [-73.935436974894, 40.64446515311]}",Residential Building/House,-73.93543697489444,ONLINE,BROOKLYN,Unspecified,2019-06-02T01:41:25.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,TROY AVENUE,,,42841621,1002167,174079
30,ADDRESS,NYPD,New York City Police Department,2024640023,BRONX,,,,BRONX,2019-06-02T17:11:26.000,04 BRONX,Noise - Street/Sidewalk,2019-06-02T00:01:28.000,EAST 167 STREET,EAST 168 STREET,Loud Music/Party,2019-06-02T08:01:28.000,Precinct,1235 GRAND CONCOURSE,10452,,,,40.835465919864326,"{'type': 'Point', 'coordinates': [-73.916785126392, 40.835465919864]}",Street/Sidewalk,-73.91678512639237,MOBILE,BRONX,Unspecified,2019-06-02T17:11:26.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,GRAND CONCOURSE,,,42839587,1007277,243671
31,ADDRESS,NYPD,New York City Police Department,3014750069,BROOKLYN,,,,BROOKLYN,2019-06-02T04:20:57.000,16 BROOKLYN,Illegal Parking,2019-06-02T00:01:34.000,BEND,HOWARD AVENUE,Double Parked Blocking Traffic,2019-06-02T08:01:34.000,Precinct,1441 PITKIN AVENUE,11233,,,,40.668420626258865,"{'type': 'Point', 'coordinates': [-73.920699214733, 40.668420626259]}",Street/Sidewalk,-73.92069921473339,MOBILE,BROOKLYN,Unspecified,2019-06-02T04:20:57.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,PITKIN AVENUE,,,42838172,1006249,182810
32,INTERSECTION,NYPD,New York City Police Department,,BRONX,,,,BRONX,2019-06-02T00:13:20.000,11 BRONX,Noise - Residential,2019-06-02T00:01:51.000,,,Loud Music/Party,2019-06-02T08:01:51.000,Precinct,,10469,SEYMOUR AVENUE,WARING AVENUE,,40.86095511398921,"{'type': 'Point', 'coordinates': [-73.846383684144, 40.860955113989]}",Residential Building/House,-73.84638368414446,PHONE,BRONX,Unspecified,2019-06-02T00:13:20.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,,,,42838730,1026742,252984
33,ADDRESS,NYPD,New York City Police Department,3081150051,BROOKLYN,,,,BROOKLYN,2019-06-02T06:28:20.000,17 BROOKLYN,Blocked Driveway,2019-06-02T00:01:57.000,AVENUE B,THOMAS S BOYLAND STREET,No Access,2019-06-02T08:01:57.000,Precinct,698 EAST 98 STREET,11236,,,,40.652942777441496,"{'type': 'Point', 'coordinates': [-73.909502244832, 40.652942777441]}",Street/Sidewalk,-73.90950224483234,ONLINE,BROOKLYN,Unspecified,2019-06-02T06:28:20.000,The Police Department issued a summons in response to the complaint.,,Closed,EAST 98 STREET,,,42834982,1009361,177174
34,ADDRESS,DEP,Department of Environmental Protection,4021180001,QUEENS,,,,Rego Park,,06 QUEENS,Noise,2019-06-02T00:02:00.000,99 ST,67 AVE,Noise: air condition/ventilation equipment (NV1),,N/A,99-01 QUEENS BOULEVARD,11374,,,,40.727156856461086,"{'type': 'Point', 'coordinates': [-73.854250720319, 40.727156856461]}",,-73.85425072031894,ONLINE,QUEENS,Unspecified,,,,Open,QUEENS BOULEVARD,,,42847858,1024647,204233
35,ADDRESS,NYPD,New York City Police Department,4037160039,QUEENS,,,,RIDGEWOOD,2019-06-02T05:13:42.000,05 QUEENS,Noise - Residential,2019-06-02T00:02:07.000,78 AVENUE,80 AVENUE,Loud Music/Party,2019-06-02T08:02:07.000,Precinct,78-42 64 STREET,11385,,,,40.69687941681943,"{'type': 'Point', 'coordinates': [-73.891605917939, 40.696879416819]}",Residential Building/House,-73.89160591793875,MOBILE,QUEENS,Unspecified,2019-06-02T05:13:42.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,64 STREET,,,42836517,1014307,193187
36,ADDRESS,NYPD,New York City Police Department,3039080010,BROOKLYN,,,,BROOKLYN,2019-06-02T02:31:54.000,05 BROOKLYN,Noise - Residential,2019-06-02T00:02:08.000,JAMAICA AVENUE,RIDGEWOOD AVENUE,Loud Music/Party,2019-06-02T08:02:08.000,Precinct,2 ELTON STREET,11208,,,,40.683597158171494,"{'type': 'Point', 'coordinates': [-73.88561702649, 40.683597158171]}",Residential Building/House,-73.88561702648977,ONLINE,BROOKLYN,Unspecified,2019-06-02T02:31:54.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,ELTON STREET,,,42838204,1015974,188350
37,ADDRESS,NYPD,New York City Police Department,3032540128,BROOKLYN,,,,BROOKLYN,2019-06-02T02:31:53.000,04 BROOKLYN,Illegal Parking,2019-06-02T00:02:11.000,EVERGREEN AVENUE,CENTRAL AVENUE,Commercial Overnight Parking,2019-06-02T08:02:11.000,Precinct,74 STOCKHOLM STREET,11221,,,,40.69675261821271,"{'type': 'Point', 'coordinates': [-73.925465471406, 40.696752618213]}",Street/Sidewalk,-73.92546547140626,PHONE,BROOKLYN,Unspecified,2019-06-02T02:31:53.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,STOCKHOLM STREET,,,42835923,1004918,193131
38,ADDRESS,NYPD,New York City Police Department,1021327501,MANHATTAN,,,,NEW YORK,2019-06-02T02:47:38.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-06-02T00:02:13.000,WEST 177 STREET,WEST 178 STREET,Loud Talking,2019-06-02T08:02:13.000,Precinct,2360 AMSTERDAM AVENUE,10033,,,,40.845637225618624,"{'type': 'Point', 'coordinates': [-73.932711681829, 40.845637225619]}",Street/Sidewalk,-73.93271168182868,MOBILE,MANHATTAN,Unspecified,2019-06-02T02:47:38.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,AMSTERDAM AVENUE,,,42842257,1002867,247373
39,INTERSECTION,NYPD,New York City Police Department,,QUEENS,,,,WOODSIDE,2019-06-02T02:37:16.000,02 QUEENS,Noise - Park,2019-06-02T00:02:13.000,,,Loud Music/Party,2019-06-02T08:02:13.000,Precinct,,11377,LAUREL HILL BOULEVARD,63 STREET,,40.73834898515926,"{'type': 'Point', 'coordinates': [-73.902735723455, 40.738348985159]}",Park/Playground,-73.90273572345542,ONLINE,QUEENS,Unspecified,2019-06-02T02:37:16.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,,,,42838183,1011204,208292
