,address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
10,ADDRESS,NYPD,New York City Police Department,1015470002,MANHATTAN,NEW YORK,,08 MANHATTAN,Noise - Commercial,2019-06-08T00:01:51.000,EAST 84 STREET,EAST 85 STREET,Loud Music/Party,2019-06-08T08:01:51.000,Precinct,1626 SECOND AVENUE,10028,,,40.776801210358286,"{'type': 'Point', 'coordinates': [-73.952516846397, 40.776801210358]}",Club/Bar/Restaurant,-73.9525168463971,ONLINE,MANHATTAN,Unspecified,2019-06-08T01:39:21.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,SECOND AVENUE,,,42896629,997401,222290
11,ADDRESS,DSNY,Department of Sanitation,1003980051,MANHATTAN,NEW YORK,,03 MANHATTAN,Request Large Bulky Item Collection,2019-06-08T00:02:00.000,AVENUE A,AVENUE B,Request Large Bulky Item Collection,,N/A,176 EAST    2 STREET,10009,,,40.72253258044559,"{'type': 'Point', 'coordinates': [-73.984620496972, 40.722532580446]}",Sidewalk,-73.98462049697225,PHONE,MANHATTAN,Unspecified,2019-06-10T00:00:00.000,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,Assigned,EAST    2 STREET,,,42898923,988513,202515
12,ADDRESS,NYPD,New York City Police Department,1019590001,MANHATTAN,NEW YORK,2019-06-08T02:33:26.000,10 MANHATTAN,Noise - Street/Sidewalk,2019-06-08T00:02:24.000,WEST 133 STREET,WEST 134 STREET,Loud Talking,2019-06-08T08:02:24.000,Precinct,480 ST NICHOLAS AVENUE,10030,,,40.816150640850616,"{'type': 'Point', 'coordinates': [-73.948449719994, 40.816150640851]}",Street/Sidewalk,-73.94844971999414,MOBILE,MANHATTAN,Unspecified,2019-06-08T00:44:33.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,ST NICHOLAS AVENUE,,,42896999,998519,236627
13,ADDRESS,NYPD,New York City Police Department,1005310037,MANHATTAN,NEW YORK,2019-06-08T01:58:04.000,02 MANHATTAN,Noise - Commercial,2019-06-08T00:02:32.000,LAFAYETTE STREET,BOWERY,Loud Talking,2019-06-08T08:02:32.000,Precinct,40 EAST 4 STREET,10003,,,40.727336660031305,"{'type': 'Point', 'coordinates': [-73.992073374654, 40.727336660031]}",Store/Commercial,-73.99207337465357,MOBILE,MANHATTAN,Unspecified,2019-06-08T01:58:04.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 4 STREET,,,42905687,986447,204265
14,ADDRESS,NYPD,New York City Police Department,2024530041,BRONX,BRONX,,04 BRONX,Noise - Street/Sidewalk,2019-06-08T00:02:33.000,EAST 167 STREET,EAST 168 STREET,Loud Music/Party,2019-06-08T08:02:33.000,Precinct,1240 SHERMAN AVENUE,10456,,,40.834759453535334,"{'type': 'Point', 'coordinates': [-73.915307982807, 40.834759453535]}",Street/Sidewalk,-73.91530798280652,ONLINE,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,SHERMAN AVENUE,,,42896642,1007686,243414
15,ADDRESS,NYPD,New York City Police Department,4117660057,QUEENS,SOUTH OZONE PARK,,10 QUEENS,Illegal Parking,2019-06-08T00:02:36.000,SUTTER AVENUE,133 AVENUE,Blocked Hydrant,2019-06-08T08:02:36.000,Precinct,130-44 129 STREET,11420,,,40.67205928495151,"{'type': 'Point', 'coordinates': [-73.809781524812, 40.672059284952]}",Street/Sidewalk,-73.8097815248121,ONLINE,QUEENS,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,129 STREET,,,42903638,1037016,184183
16,ADDRESS,NYPD,New York City Police Department,1008720001,MANHATTAN,NEW YORK,2019-06-08T02:02:26.000,05 MANHATTAN,Illegal Parking,2019-06-08T00:02:48.000,EAST 16 STREET,EAST 17 STREET,Posted Parking Sign Violation,2019-06-08T08:02:48.000,Precinct,38 UNION SQUARE EAST,10003,,,40.73610593194169,"{'type': 'Point', 'coordinates': [-73.989351593105, 40.736105931942]}",Street/Sidewalk,-73.98935159310545,ONLINE,MANHATTAN,Unspecified,2019-06-08T02:02:26.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,UNION SQUARE EAST,,,42897829,987201,207460
17,ADDRESS,NYPD,New York City Police Department,1022180001,MANHATTAN,NEW YORK,2019-06-08T01:43:31.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-06-08T00:03:11.000,NAGLE AVENUE,POST AVENUE,Loud Music/Party,2019-06-08T08:03:11.000,Precinct,569 ACADEMY STREET,10034,,,40.86326314171466,"{'type': 'Point', 'coordinates': [-73.923026517099, 40.863263141715]}",Street/Sidewalk,-73.92302651709883,ONLINE,MANHATTAN,Unspecified,2019-06-08T01:43:31.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,ACADEMY STREET,,,42896978,1005541,253797
18,BLOCKFACE,NYPD,New York City Police Department,,QUEENS,SOUTH OZONE PARK,,10 QUEENS,Noise - Residential,2019-06-08T00:03:27.000,FOCH BOULEVARD,120 AVENUE,Loud Music/Party,2019-06-08T08:03:27.000,Precinct,135 STREET,11420,,,40.67643597069154,"{'type': 'Point', 'coordinates': [-73.804134135043, 40.676435970692]}",Residential Building/House,-73.80413413504304,PHONE,QUEENS,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,135 STREET,,,42904297,1038579,185781
19,ADDRESS,NYPD,New York City Police Department,4009057501,QUEENS,ASTORIA,2019-06-08T02:16:52.000,01 QUEENS,Noise - Residential,2019-06-08T00:03:29.000,12 STREET,DEAD END,Loud Music/Party,2019-06-08T08:03:29.000,Precinct,25-40 SHORE BOULEVARD,11102,,,40.77580088199622,"{'type': 'Point', 'coordinates': [-73.928785361565, 40.775800881996]}",Residential Building/House,-73.92878536156479,ONLINE,QUEENS,Unspecified,2019-06-08T02:16:52.000,The Police Department issued a summons in response to the complaint.,Closed,SHORE BOULEVARD,,,42905229,1003974,221930
20,ADDRESS,NYPD,New York City Police Department,4089420023,QUEENS,WOODHAVEN,2019-06-08T02:30:17.000,09 QUEENS,Noise - Residential,2019-06-08T00:03:36.000,91 AVENUE,93 AVENUE,Loud Music/Party,2019-06-08T08:03:36.000,Precinct,91-12 75 STREET,11421,,,40.685658329209744,"{'type': 'Point', 'coordinates': [-73.865194524979, 40.68565832921]}",Residential Building/House,-73.8651945249791,ONLINE,QUEENS,Unspecified,2019-06-08T01:03:09.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,75 STREET,,,42896885,1021637,189109
21,ADDRESS,NYPD,New York City Police Department,3032360044,BROOKLYN,BROOKLYN,,04 BROOKLYN,Noise - Residential,2019-06-08T00:03:51.000,KNICKERBOCKER AVENUE,IRVING AVENUE,Loud Talking,2019-06-08T08:03:51.000,Precinct,1517 DEKALB AVENUE,11237,,,40.702017190644426,"{'type': 'Point', 'coordinates': [-73.921499579795, 40.702017190644]}",Residential Building/House,-73.92149957979451,ONLINE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,DEKALB AVENUE,,,42902523,1006016,195050
22,ADDRESS,NYPD,New York City Police Department,5005100009,STATEN ISLAND,STATEN ISLAND,,01 STATEN ISLAND,Noise - Commercial,2019-06-08T00:03:54.000,BAY STREET,SANDS STREET,Loud Music/Party,2019-06-08T08:03:54.000,Precinct,73 WAVE STREET,10304,,,40.62972323783446,"{'type': 'Point', 'coordinates': [-74.077356204135, 40.629723237834]}",Club/Bar/Restaurant,-74.07735620413524,ONLINE,STATEN ISLAND,Unspecified,2019-06-08T01:38:16.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,WAVE STREET,,,42898193,962778,168711
23,ADDRESS,NYPD,New York City Police Department,3087650046,BROOKLYN,BROOKLYN,2019-06-08T02:05:33.000,15 BROOKLYN,Noise - Commercial,2019-06-08T00:03:56.000,EAST 14 STREET,CASS PLACE,Loud Music/Party,2019-06-08T08:03:56.000,Precinct,35 NEPTUNE AVENUE,11235,,,40.58286501100883,"{'type': 'Point', 'coordinates': [-73.955466431514, 40.582865011009]}",Club/Bar/Restaurant,-73.95546643151422,PHONE,BROOKLYN,Unspecified,2019-06-08T02:05:33.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,NEPTUNE AVENUE,,,42901230,996620,151633
24,ADDRESS,NYPD,New York City Police Department,3075940041,BROOKLYN,BROOKLYN,,18 BROOKLYN,Noise - Commercial,2019-06-08T00:03:57.000,AVENUE I,AVENUE J,Loud Music/Party,2019-06-08T08:03:57.000,Precinct,2281 NOSTRAND AVENUE,11210,,,40.628809419806565,"{'type': 'Point', 'coordinates': [-73.947247051568, 40.628809419807]}",Club/Bar/Restaurant,-73.94724705156774,ONLINE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,NOSTRAND AVENUE,,,42895134,998893,168373
25,ADDRESS,NYPD,New York City Police Department,4094130072,QUEENS,SOUTH RICHMOND HILL,,09 QUEENS,Noise - Residential,2019-06-08T00:04:06.000,95 AVENUE,101 AVENUE,Loud Music/Party,2019-06-08T08:04:06.000,Precinct,95-31 111 STREET,11419,,,40.69016815213367,"{'type': 'Point', 'coordinates': [-73.833831884429, 40.690168152134]}",Residential Building/House,-73.83383188442855,ONLINE,QUEENS,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,111 STREET,,,42895441,1030332,190767
26,ADDRESS,NYPD,New York City Police Department,2031540074,BRONX,BRONX,2019-06-08T01:54:58.000,07 BRONX,Noise - Vehicle,2019-06-08T00:04:12.000,EAST FORDHAM ROAD,EAST 192 STREET,Car/Truck Music,2019-06-08T08:04:12.000,Precinct,2544 VALENTINE AVENUE,10458,,,40.86333166919523,"{'type': 'Point', 'coordinates': [-73.895058389112, 40.863331669195]}",Street/Sidewalk,-73.8950583891118,MOBILE,BRONX,Unspecified,2019-06-08T01:54:58.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,Closed,VALENTINE AVENUE,,,42898558,1013277,253830
27,ADDRESS,NYPD,New York City Police Department,2024530035,BRONX,BRONX,,04 BRONX,Noise - Street/Sidewalk,2019-06-08T00:04:15.000,EAST 167 STREET,EAST 168 STREET,Loud Music/Party,2019-06-08T08:04:15.000,Precinct,1226 SHERMAN AVENUE,10456,,,40.83456191927017,"{'type': 'Point', 'coordinates': [-73.915423874187, 40.83456191927]}",Street/Sidewalk,-73.91542387418657,ONLINE,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,SHERMAN AVENUE,,,42902538,1007654,243342
28,ADDRESS,NYPD,New York City Police Department,4017490050,QUEENS,CORONA,2019-06-08T00:09:31.000,03 QUEENS,Noise - Residential,2019-06-08T00:04:19.000,107 STREET,108 STREET,Loud Music/Party,2019-06-08T08:04:19.000,Precinct,107-09 37 AVENUE,11368,,,40.75394569957441,"{'type': 'Point', 'coordinates': [-73.860938032983, 40.753945699574]}",Residential Building/House,-73.86093803298265,MOBILE,QUEENS,Unspecified,2019-06-08T00:09:31.000,The Police Department reviewed your complaint and provided additional information below.,Closed,37 AVENUE,,,42903743,1022778,213990
29,ADDRESS,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,,11 MANHATTAN,Noise - Residential,2019-06-08T00:04:37.000,2 AVENUE,1 AVENUE,Loud Music/Party,2019-06-08T08:04:37.000,Precinct,305 EAST EAST 101 STREET,10029,,,40.787375882336704,"{'type': 'Point', 'coordinates': [-73.944593586045, 40.787375882337]}",Residential Building/House,-73.94459358604496,ONLINE,MANHATTAN,Unspecified,2019-06-08T02:03:29.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,EAST 101 STREET,,,42902797,999593,226144
30,ADDRESS,TLC,Taxi and Limousine Commission,4006800046,QUEENS,ASTORIA,,01 QUEENS,For Hire Vehicle Complaint,2019-06-08T00:04:42.000,30 AVENUE,31 AVENUE,Driver Complaint,2019-06-22T00:04:42.000,N/A,30-01 STEINWAY STREET,11103,,,40.76350355106673,"{'type': 'Point', 'coordinates': [-73.915297514115, 40.763503551067]}",Street,-73.91529751411493,ONLINE,QUEENS,Unspecified,,The Taxi and Limousine Commission will send a confirmation letter in 14 days to confirm your complaint details.  At the hearing you may be required to provide information regarding this complaint.  Please note your Service Request number for future reference.,Open,STEINWAY STREET,QUEENS,,42895111,1007714,217453
31,ADDRESS,NYPD,New York City Police Department,3031890020,BROOKLYN,BROOKLYN,,04 BROOKLYN,Noise - Commercial,2019-06-08T00:04:44.000,SCOTT AVENUE,STARR STREET,Loud Talking,2019-06-08T08:04:44.000,Precinct,24 SAINT NICHOLAS AVENUE,11237,,,40.707539735988995,"{'type': 'Point', 'coordinates': [-73.921612102749, 40.707539735989]}",Club/Bar/Restaurant,-73.92161210274924,ONLINE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,SAINT NICHOLAS AVENUE,,,42902519,1005983,197062
32,ADDRESS,DSNY,Department of Sanitation,2050550033,BRONX,BRONX,,12 BRONX,Request Large Bulky Item Collection,2019-06-08T00:05:00.000,PITMAN AVENUE,NEREID AVENUE,Request Large Bulky Item Collection,,N/A,4380 GRACE AVENUE,10466,,,40.8981472891522,"{'type': 'Point', 'coordinates': [-73.847570985089, 40.898147289152]}",Sidewalk,-73.84757098508864,PHONE,BRONX,Unspecified,2019-06-12T00:00:00.000,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,Assigned,GRACE AVENUE,,,42904706,1026390,266534
33,ADDRESS,NYPD,New York City Police Department,3067000082,BROOKLYN,BROOKLYN,,14 BROOKLYN,Noise - Street/Sidewalk,2019-06-08T00:05:06.000,AVENUE H,DEAD END,Loud Music/Party,2019-06-08T08:05:06.000,Precinct,809 EAST 16 STREET,11230,,,40.629825096272484,"{'type': 'Point', 'coordinates': [-73.961314637351, 40.629825096272]}",Street/Sidewalk,-73.96131463735055,MOBILE,BROOKLYN,Unspecified,2019-06-08T01:33:06.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,EAST 16 STREET,,,42905466,994988,168741
34,ADDRESS,NYPD,New York City Police Department,3016580023,BROOKLYN,BROOKLYN,,03 BROOKLYN,Noise - Residential,2019-06-08T00:05:12.000,PATCHEN AVENUE,RALPH AVENUE,Loud Music/Party,2019-06-08T08:05:12.000,Precinct,796 JEFFERSON AVENUE,11221,,,40.68611655684907,"{'type': 'Point', 'coordinates': [-73.925347554752, 40.686116556849]}",Residential Building/House,-73.92534755475232,PHONE,BROOKLYN,Unspecified,2019-06-08T00:15:44.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,JEFFERSON AVENUE,,,42899902,1004954,189256
35,ADDRESS,NYPD,New York City Police Department,2024530041,BRONX,BRONX,,04 BRONX,Noise - Street/Sidewalk,2019-06-08T00:05:23.000,EAST 167 STREET,EAST 168 STREET,Loud Music/Party,2019-06-08T08:05:23.000,Precinct,1240 SHERMAN AVENUE,10456,,,40.834759453535334,"{'type': 'Point', 'coordinates': [-73.915307982807, 40.834759453535]}",Street/Sidewalk,-73.91530798280652,ONLINE,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,SHERMAN AVENUE,,,42896641,1007686,243414
36,ADDRESS,NYPD,New York City Police Department,3051010033,BROOKLYN,BROOKLYN,,14 BROOKLYN,Noise - Vehicle,2019-06-08T00:05:30.000,TENNIS COURT,ALBEMARLE ROAD,Car/Truck Music,2019-06-08T08:05:30.000,Precinct,591 OCEAN AVENUE,11226,,,40.648223174092216,"{'type': 'Point', 'coordinates': [-73.960648104874, 40.648223174092]}",Street/Sidewalk,-73.9606481048741,MOBILE,BROOKLYN,Unspecified,2019-06-08T01:32:04.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,OCEAN AVENUE,,,42902541,995170,175444
37,ADDRESS,NYPD,New York City Police Department,1018490044,MANHATTAN,NEW YORK,2019-06-08T01:59:13.000,10 MANHATTAN,Noise - Vehicle,2019-06-08T00:05:38.000,MANHATTAN AVENUE,MORNINGSIDE AVENUE,Car/Truck Music,2019-06-08T08:05:38.000,Precinct,368 WEST 116 STREET,10026,,,40.805257741901755,"{'type': 'Point', 'coordinates': [-73.95738740493, 40.805257741902]}",Street/Sidewalk,-73.95738740492956,PHONE,MANHATTAN,Unspecified,2019-06-08T01:59:13.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 116 STREET,,,42895535,996047,232657
38,ADDRESS,NYPD,New York City Police Department,2053210015,BRONX,BRONX,2019-06-08T00:58:56.000,10 BRONX,Noise - Residential,2019-06-08T00:05:42.000,LAYTON AVENUE,FAIRMOUNT AVENUE,Loud Music/Party,2019-06-08T08:05:42.000,Precinct,1116 THROGGMORTON AVENUE,10465,,,40.83525107409632,"{'type': 'Point', 'coordinates': [-73.821699413384, 40.835251074096]}",Residential Building/House,-73.82169941338432,ONLINE,BRONX,Unspecified,2019-06-08T00:58:56.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,THROGGMORTON AVENUE,,,42903741,1033589,243632
39,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3001850014,BROOKLYN,BROOKLYN,,02 BROOKLYN,Smoking,2019-06-08T00:06:03.000,NEVINS STREET,3 AVENUE,Smoking Violation,2019-07-15T00:06:03.000,N/A,494 ATLANTIC AVENUE,11217,,,40.68571113487326,"{'type': 'Point', 'coordinates': [-73.981715600602, 40.685711134873]}",Restaurant/Bar/Deli/Bakery,-73.98171560060153,PHONE,BROOKLYN,Unspecified,,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type may result in agency contact and/or investigation at the time of a routine inspection.  Status will be available 37 days after the date of your complaint by calling 311. Please note your Service Request number for future reference.,Open,ATLANTIC AVENUE,,,42906078,989321,189100
40,ADDRESS,NYPD,New York City Police Department,3031880040,BROOKLYN,BROOKLYN,,04 BROOKLYN,Noise - Street/Sidewalk,2019-06-08T00:06:03.000,TROUTMAN STREET,STARR STREET,Loud Music/Party,2019-06-08T08:06:03.000,Precinct,30 WYCKOFF AVENUE,11237,,,40.70623096824304,"{'type': 'Point', 'coordinates': [-73.922327786272, 40.706230968243]}",Street/Sidewalk,-73.92232778627157,MOBILE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,WYCKOFF AVENUE,,,42899639,1005785,196585
41,ADDRESS,NYPD,New York City Police Department,3033750029,BROOKLYN,BROOKLYN,,04 BROOKLYN,Noise - Residential,2019-06-08T00:06:13.000,EVERGREEN AVENUE,CENTRAL AVENUE,Loud Music/Party,2019-06-08T08:06:13.000,Precinct,1248 PUTNAM AVENUE,11221,,,40.6917335346679,"{'type': 'Point', 'coordinates': [-73.915161509807, 40.691733534668]}",Residential Building/House,-73.91516150980694,ONLINE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,PUTNAM AVENUE,,,42895446,1007777,191305
42,ADDRESS,NYPD,New York City Police Department,2039310078,BRONX,BRONX,,09 BRONX,Illegal Parking,2019-06-08T00:06:14.000,METROPOLITAN AVENUE,PUGSLEY AVENUE,Blocked Hydrant,2019-06-08T08:06:14.000,Precinct,1921 BENEDICT AVENUE,10462,,,40.834098961631426,"{'type': 'Point', 'coordinates': [-73.859971868852, 40.834098961631]}",Street/Sidewalk,-73.85997186885197,PHONE,BRONX,Unspecified,2019-06-08T01:50:46.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,BENEDICT AVENUE,,,42897832,1022999,243193
