,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
10,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-02-17T00:00:00.000,Unspecified BRONX,Rodent,2019-02-17T00:00:00.000,,,Rat Sighting,2019-03-19T22:23:00.000,N/A,1517 WHITE PLAINS ROAD,10460,,,40.838259227637366,"{'type': 'Point', 'coordinates': [-73.863956528603, 40.838259227637]}",Other (Explain Below),-73.86395652860274,MOBILE,BRONX,Unspecified,2019-02-17T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WHITE PLAINS ROAD,,,41724877,1021894,244707
11,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-02-17T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-02-17T00:00:00.000,,,Rat Sighting,2019-03-19T11:29:33.000,N/A,273 MADISON STREET,11216,,,40.68525066939243,"{'type': 'Point', 'coordinates': [-73.947941560008, 40.685250669392]}",Vacant Building,-73.94794156000832,MOBILE,BROOKLYN,Unspecified,2019-02-17T11:32:13.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MADISON STREET,,,41724878,998688,188936
12,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3011790071,BROOKLYN,,,,BROOKLYN,2019-03-04T00:00:00.000,08 BROOKLYN,Rodent,2019-02-17T00:00:00.000,UNDERHILL AVENUE,BEND,Rat Sighting,2019-03-19T13:46:22.000,N/A,95 EASTERN PARKWAY,11238,,,40.672620422134116,"{'type': 'Point', 'coordinates': [-73.965792424582, 40.672620422134]}",3+ Family Apt. Building,-73.9657924245824,PHONE,BROOKLYN,Unspecified,2019-02-17T13:54:32.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EASTERN PARKWAY,,,41724879,993739,184332
13,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2030137501,BRONX,,,,BRONX,2019-02-21T00:00:00.000,03 BRONX,Rodent,2019-02-17T00:00:00.000,JENNINGS STREET,EAST 172 STREET,Rat Sighting,2019-03-19T09:21:15.000,N/A,1490 BOONE AVENUE,10460,,,40.831555802453884,"{'type': 'Point', 'coordinates': [-73.885973363109, 40.831555802454]}",3+ Family Apt. Building,-73.88597336310876,PHONE,BRONX,Unspecified,2019-02-21T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BOONE AVENUE,,,41724910,1015805,242256
14,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-02-22T09:23:25.000,Unspecified BRONX,Rodent,2019-02-17T00:00:00.000,,,Rat Sighting,2019-03-19T16:58:01.000,N/A,1840 FOWLER AVENUE,10462,,,40.848200485188585,"{'type': 'Point', 'coordinates': [-73.85930964749, 40.848200485189]}",1-2 Family Dwelling,-73.85930964749048,MOBILE,BRONX,Unspecified,2019-02-22T09:23:25.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,FOWLER AVENUE,,,41724911,1023174,248331
15,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2035730001,BRONX,,,,BRONX,2019-02-20T00:00:00.000,09 BRONX,Unsanitary Animal Pvt Property,2019-02-17T00:00:00.000,CASTLE HILL AVENUE,HAVEMEYER AVENUE,Cat,2019-03-19T15:19:22.000,N/A,2275 RANDALL AVENUE,10473,,,40.819325269482185,"{'type': 'Point', 'coordinates': [-73.845796939416, 40.819325269482]}",3+ Family Apartment Building,-73.84579693941627,PHONE,BRONX,Unspecified,2019-02-20T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,RANDALL AVENUE,,,41725042,1026931,237817
16,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2033140062,BRONX,,,,BRONX,2019-02-19T00:00:00.000,07 BRONX,Unsanitary Animal Pvt Property,2019-02-17T00:00:00.000,EAST KINGSBRIDGE ROAD,EAST 196 STREET,Dog,2019-03-19T21:45:14.000,N/A,2675 GRAND CONCOURSE,10468,,,40.86667916550389,"{'type': 'Point', 'coordinates': [-73.893925072346, 40.866679165504]}",3+ Family Apartment Building,-73.89392507234646,UNKNOWN,BRONX,Unspecified,2019-02-19T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,GRAND CONCOURSE,,,41725082,1013589,255050
17,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1014320013,MANHATTAN,,,,NEW YORK,2019-02-25T00:00:00.000,08 MANHATTAN,Unsanitary Pigeon Condition,2019-02-17T00:00:00.000,3 AVENUE,2 AVENUE,Pigeon Waste,2019-03-19T09:38:12.000,N/A,233 EAST   77 STREET,10075,,,40.77261464926475,"{'type': 'Point', 'coordinates': [-73.95740107195, 40.772614649265]}",3+ Family Mixed Use Building,-73.95740107195006,ONLINE,MANHATTAN,Unspecified,2019-02-25T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST   77 STREET,,,41725092,996049,220764
18,ADDRESS,DOHMH,Department of Health and Mental Hygiene,5007350081,STATEN ISLAND,,,,STATEN ISLAND,2019-03-01T00:00:00.000,01 STATEN ISLAND,Rodent,2019-02-17T00:00:00.000,CARMEL AVENUE,O'CONNOR AVENUE,Condition Attracting Rodents,2019-03-19T09:56:51.000,N/A,2216 VICTORY BOULEVARD,10314,,,40.612034696062125,"{'type': 'Point', 'coordinates': [-74.137318460612, 40.612034696062]}",Commercial Building,-74.13731846061239,ONLINE,STATEN ISLAND,Unspecified,2019-02-17T09:59:23.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,VICTORY BOULEVARD,,,41725108,946124,162287
19,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-02-22T09:25:15.000,Unspecified BRONX,Rodent,2019-02-17T00:00:00.000,,,Rat Sighting,2019-03-19T13:00:15.000,N/A,3481 FENTON AVENUE,10469,,,40.87796213544182,"{'type': 'Point', 'coordinates': [-73.849121563251, 40.877962135442]}",3+ Family Apt. Building,-73.84912156325123,MOBILE,BRONX,Unspecified,2019-02-22T09:25:15.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,FENTON AVENUE,,,41725296,1025974,259179
20,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-02-17T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-02-17T00:00:00.000,,,Signs of Rodents,2019-03-19T11:15:25.000,N/A,256 PALMETTO STREET,11221,,,40.69568822370618,"{'type': 'Point', 'coordinates': [-73.914453264572, 40.695688223706]}",3+ Family Apt. Building,-73.91445326457243,MOBILE,BROOKLYN,Unspecified,2019-02-17T11:17:04.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,PALMETTO STREET,,,41725660,1007972,192746
21,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-02-17T00:00:00.000,Unspecified BRONX,Rodent,2019-02-17T00:00:00.000,,,Mouse Sighting,2019-03-19T13:04:51.000,N/A,315 EAST 166 STREET,10456,,,40.830172197158255,"{'type': 'Point', 'coordinates': [-73.914171952837, 40.830172197158]}",3+ Family Apt. Building,-73.91417195283731,MOBILE,BRONX,Unspecified,2019-02-17T13:09:05.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST 166 STREET,,,41725675,1008002,241743
22,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2039350053,BRONX,,,,BRONX,2019-02-20T16:14:45.000,09 BRONX,Rodent,2019-02-17T00:00:00.000,LYON AVENUE,STARLING AVENUE,Rat Sighting,2019-03-19T21:19:39.000,N/A,1387 CASTLE HILL AVENUE,10462,,,40.8358155810606,"{'type': 'Point', 'coordinates': [-73.852115427092, 40.835815581061]}",3+ Family Apt. Building,-73.85211542709202,ONLINE,BRONX,Unspecified,2019-02-20T16:14:45.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,CASTLE HILL AVENUE,,,41725709,1025172,243822
23,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4036860028,QUEENS,,,,Ridgewood,2019-02-17T00:00:00.000,05 QUEENS,Rodent,2019-02-17T00:00:00.000,CENTRAL AVENUE,COOPER AVENUE,Rat Sighting,2019-03-19T07:28:10.000,N/A,71-38 71 STREET,11385,,,40.7041837342903,"{'type': 'Point', 'coordinates': [-73.880986791235, 40.70418373429]}",3+ Family Apt. Building,-73.88098679123526,ONLINE,QUEENS,Unspecified,2019-02-17T07:30:07.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,71 STREET,,,41725723,1017248,195852
24,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3014440019,BROOKLYN,,,,BROOKLYN,2019-02-21T00:00:00.000,16 BROOKLYN,Rodent,2019-02-17T00:00:00.000,SACKMAN STREET,EAST NEW YORK AVENUE,Condition Attracting Rodents,2019-03-19T13:17:26.000,N/A,2414 PACIFIC STREET,11233,,,40.67523521636044,"{'type': 'Point', 'coordinates': [-73.905268431515, 40.67523521636]}",1-2 Family Dwelling,-73.90526843151513,PHONE,BROOKLYN,Unspecified,2019-02-21T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,PACIFIC STREET,,,41725927,1010527,185297
25,INTERSECTION,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-02-19T00:00:00.000,03 MANHATTAN,Rodent,2019-02-17T00:00:00.000,,,Condition Attracting Rodents,2019-03-19T13:09:10.000,N/A,,10002,MONTGOMERY STREET,EAST BROADWAY,40.7144603364868,"{'type': 'Point', 'coordinates': [-73.985343806454, 40.714460336487]}",Other (Explain Below),-73.98534380645394,PHONE,MANHATTAN,Unspecified,2019-02-19T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,,,,41725972,988313,199574
26,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3020940010,BROOKLYN,,,,BROOKLYN,2019-02-19T00:00:01.000,02 BROOKLYN,Food Poisoning,2019-02-17T00:00:00.000,HUDSON AVENUE,NAVY STREET,1 or 2,2019-03-03T09:48:20.000,N/A,80 DEKALB AVENUE,11201,,,40.68986363852689,"{'type': 'Point', 'coordinates': [-73.979720397077, 40.689863638527]}",Restaurant/Bar/Deli/Bakery,-73.97972039707659,ONLINE,BROOKLYN,Unspecified,2019-02-26T16:13:23.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",,Closed,DEKALB AVENUE,,,41726062,989874,190613
27,ADDRESS,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-02-19T00:00:01.000,06 MANHATTAN,Food Poisoning,2019-02-17T00:00:00.000,EAST 32 STREET,EAST 33 STREET,1 or 2,2019-03-03T12:36:56.000,N/A,480E 3 AVENUE,10016,,,40.74480808008582,"{'type': 'Point', 'coordinates': [-73.978801452867, 40.744808080086]}",Restaurant/Bar/Deli/Bakery,-73.97880145286746,ONLINE,MANHATTAN,Unspecified,2019-02-26T16:14:55.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",,Closed,3 AVENUE,,,41726088,990124,210631
28,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-02-17T00:00:00.000,Unspecified BRONX,Rodent,2019-02-17T00:00:00.000,,,Rat Sighting,2019-03-19T09:38:01.000,N/A,3165 DECATUR AVENUE,10467,,,40.873144795267244,"{'type': 'Point', 'coordinates': [-73.876489995671, 40.873144795267]}",3+ Family Apt. Building,-73.87648999567128,MOBILE,BRONX,Unspecified,2019-02-17T09:41:12.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,DECATUR AVENUE,,,41726120,1018408,257412
29,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-03-11T15:32:44.000,Unspecified BROOKLYN,Rodent,2019-02-17T00:00:00.000,,,Rat Sighting,2019-03-19T19:25:26.000,N/A,1589 FULTON STREET,11216,,,40.67998383442536,"{'type': 'Point', 'coordinates': [-73.93767036605, 40.679983834425]}",Commercial Building,-73.93767036605011,MOBILE,BROOKLYN,Unspecified,2019-03-11T15:32:44.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,FULTON STREET,,,41726121,1001538,187019
30,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-02-17T00:00:00.000,Unspecified BRONX,Rodent,2019-02-17T00:00:00.000,,,Rat Sighting,2019-03-19T19:34:50.000,N/A,864 HEWITT PLACE,10459,,,40.8203919120421,"{'type': 'Point', 'coordinates': [-73.899519486827, 40.820391912042]}",Parking Lot/Garage,-73.89951948682659,MOBILE,BRONX,Unspecified,2019-02-17T19:38:53.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,HEWITT PLACE,,,41726122,1012061,238184
31,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2033040010,BRONX,,,,BRONX,2019-02-19T00:00:00.000,07 BRONX,Rodent,2019-02-17T00:00:00.000,EAST KINGSBRIDGE ROAD,EAST 196 STREET,Rat Sighting,2019-03-19T10:58:12.000,N/A,2664 GRAND CONCOURSE,10458,,,40.86640486876999,"{'type': 'Point', 'coordinates': [-73.894113514797, 40.86640486877]}",3+ Family Apt. Building,-73.89411351479727,PHONE,BRONX,Unspecified,2019-02-19T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,GRAND CONCOURSE,,,41726133,1013537,254950
32,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2045700017,BRONX,,,,BRONX,2019-02-21T00:00:00.000,12 BRONX,Unsanitary Animal Pvt Property,2019-02-17T00:00:00.000,ADEE AVENUE,BURKE AVENUE,Dog,2019-03-19T15:06:55.000,N/A,3026 HOLLAND AVENUE,10467,,,40.87009382691781,"{'type': 'Point', 'coordinates': [-73.865240047691, 40.870093826918]}",3+ Family Apartment Building,-73.86524004769123,UNKNOWN,BRONX,Unspecified,2019-02-21T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,HOLLAND AVENUE,,,41726334,1021521,256305
33,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2023680048,BRONX,,,,BRONX,2019-02-26T00:00:01.000,03 BRONX,Food Poisoning,2019-02-17T00:00:00.000,ELTON AVENUE,3 AVENUE,1 or 2,2019-03-03T16:57:10.000,N/A,499 EAST  163 STREET,10451,,,40.82436361900996,"{'type': 'Point', 'coordinates': [-73.9095870753, 40.82436361901]}",Restaurant/Bar/Deli/Bakery,-73.90958707530035,PHONE,BRONX,Unspecified,2019-02-26T16:16:16.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",,Closed,EAST  163 STREET,,,41726516,1009273,239628
34,ADDRESS,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-02-20T00:00:01.000,02 BROOKLYN,Food Poisoning,2019-02-17T00:00:00.000,ATLANTIC AVENUE,FLATBUSH AVENUE,1 or 2,2019-03-03T17:40:11.000,N/A,,11217,FLATBUSH AVENUE,ATLANTIC AVENUE,40.68405253749512,"{'type': 'Point', 'coordinates': [-73.977457854035, 40.684052537495]}",Restaurant/Bar/Deli/Bakery,-73.97745785403546,PHONE,BROOKLYN,Unspecified,2019-02-26T16:17:03.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",,Closed,,,,41726517,990502,188496
35,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3051210054,BROOKLYN,,,,BROOKLYN,2019-02-25T00:00:00.000,14 BROOKLYN,Rodent,2019-02-17T00:00:00.000,ALBEMARLE ROAD,BEVERLEY ROAD,Rat Sighting,2019-03-19T06:20:45.000,N/A,205 EAST   17 STREET,11226,,,40.64579767844507,"{'type': 'Point', 'coordinates': [-73.96335217736, 40.645797678445]}",3+ Family Apt. Building,-73.96335217736032,ONLINE,BROOKLYN,Unspecified,2019-02-25T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST   17 STREET,,,41726564,994420,174560
36,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,CORONA,2019-02-21T00:00:00.000,Unspecified QUEENS,Rodent,2019-02-17T00:00:00.000,,,Rat Sighting,2019-03-19T22:32:05.000,N/A,103-44 52 AVENUE,11368,,,40.742266940539714,"{'type': 'Point', 'coordinates': [-73.856592219556, 40.74226694054]}",3+ Family Apt. Building,-73.85659221955585,MOBILE,QUEENS,Unspecified,2019-02-21T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,52 AVENUE,,,41726592,1023989,209737
