,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
10,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1019410031,MANHATTAN,,,,NEW YORK,2019-01-17T18:21:25.000,10 MANHATTAN,Rodent,2019-01-13T00:00:00.000,WEST 135 STREET,WEST 136 STREET,Mouse Sighting,2019-02-12T21:40:19.000,N/A,2304 7 AVENUE,10030,,,40.81551431986642,"{'type': 'Point', 'coordinates': [-73.94355860023, 40.815514319866]}",3+ Family Apt. Building,-73.9435586002304,PHONE,MANHATTAN,Unspecified,2019-01-17T18:21:25.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,7 AVENUE,,,41410206,999873,236396
11,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1022150116,BRONX,,,,BRONX,2019-01-16T00:00:00.000,08 BRONX,Rodent,2019-01-13T00:00:00.000,WEST 228 STREET,NYCTA SUBWAY,Rat Sighting,2019-02-12T21:44:39.000,N/A,5480 BROADWAY,10463,,,40.876557582032916,"{'type': 'Point', 'coordinates': [-73.906948720009, 40.876557582033]}",3+ Family Apt. Building,-73.9069487200094,PHONE,BRONX,Unspecified,2019-01-16T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BROADWAY,,,41410540,1009983,258645
12,ADDRESS,DOHMH,Department of Health and Mental Hygiene,5036290020,STATEN ISLAND,,,,STATEN ISLAND,2019-01-28T00:00:00.000,02 STATEN ISLAND,Rodent,2019-01-13T00:00:00.000,3 STREET,NORTH RAILROAD AVENUE,Rat Sighting,2019-02-12T16:31:50.000,N/A,74 STEELE AVENUE,10306,,,40.575529880892084,"{'type': 'Point', 'coordinates': [-74.116483738857, 40.575529880892]}",1-2 Family Dwelling,-74.11648373885654,ONLINE,STATEN ISLAND,Unspecified,2019-01-28T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,STEELE AVENUE,,,41410548,951891,148979
13,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2032880035,BRONX,,,,BRONX,2019-01-16T00:00:00.000,07 BRONX,Rodent,2019-01-13T00:00:00.000,EAST 196 STREET,EAST 197 STREET,Rat Sighting,2019-02-12T09:44:27.000,N/A,2737 MARION AVENUE,10458,,,40.86625685210491,"{'type': 'Point', 'coordinates': [-73.888495308225, 40.866256852105]}",3+ Family Apt. Building,-73.88849530822472,PHONE,BRONX,Unspecified,2019-01-16T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MARION AVENUE,,,41410552,1015091,254898
14,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4023220001,QUEENS,,,,Woodside,2019-01-17T00:00:00.000,02 QUEENS,Rodent,2019-01-13T00:00:00.000,60 STREET,61 STREET,Rat Sighting,2019-02-12T11:09:21.000,N/A,60-10 47 AVENUE,11377,,,40.73991208408455,"{'type': 'Point', 'coordinates': [-73.904328449251, 40.739912084085]}",3+ Family Mixed Use Building,-73.9043284492515,PHONE,QUEENS,Unspecified,2019-01-17T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,47 AVENUE,,,41410553,1010762,208861
15,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3011790071,BROOKLYN,,,,BROOKLYN,2019-01-13T00:00:00.000,08 BROOKLYN,Rodent,2019-01-13T00:00:00.000,UNDERHILL AVENUE,BEND,Rat Sighting,2019-02-12T13:56:37.000,N/A,95 EASTERN PARKWAY,11238,,,40.672620422134116,"{'type': 'Point', 'coordinates': [-73.965792424582, 40.672620422134]}",3+ Family Apt. Building,-73.9657924245824,ONLINE,BROOKLYN,Unspecified,2019-01-13T13:59:29.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EASTERN PARKWAY,,,41410555,993739,184332
16,INTERSECTION,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-23T00:00:00.000,14 BROOKLYN,Rodent,2019-01-13T00:00:00.000,,,Condition Attracting Rodents,2019-02-12T08:35:38.000,N/A,,11226,PARKSIDE AVENUE,OCEAN AVENUE,40.654882431881674,"{'type': 'Point', 'coordinates': [-73.961880353378, 40.654882431882]}",Other (Explain Below),-73.9618803533782,ONLINE,BROOKLYN,Unspecified,2019-01-23T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,,,,41410594,994827,177870
17,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-15T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-13T00:00:00.000,,,Condition Attracting Rodents,2019-02-12T18:51:32.000,N/A,909 GREENE AVENUE,11221,,,40.690926285057365,"{'type': 'Point', 'coordinates': [-73.931176616931, 40.690926285057]}",3+ Family Apt. Building,-73.93117661693105,MOBILE,BROOKLYN,Unspecified,2019-01-15T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,GREENE AVENUE,,,41410733,1003336,191007
18,ADDRESS,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,Jamaica,2019-01-17T00:00:00.000,12 QUEENS,Unsanitary Animal Pvt Property,2019-01-13T00:00:00.000,169 STREET,170 STREET,Dog,2019-02-12T20:53:04.000,N/A,169-16 111 AVENUE,11433,,,40.693977640914454,"{'type': 'Point', 'coordinates': [-73.782615273913, 40.693977640914]}",1-2 Family Dwelling,-73.78261527391317,UNKNOWN,QUEENS,Unspecified,2019-01-17T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,111 AVENUE,,,41410738,1044532,192186
19,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2039980029,BRONX,,,,BRONX,2019-01-16T12:06:14.000,10 BRONX,Rodent,2019-01-13T00:00:00.000,BEND,EAST TREMONT AVENUE,Rat Sighting,2019-02-12T21:16:11.000,N/A,2435 LYVERE STREET,10461,,,40.8421367766229,"{'type': 'Point', 'coordinates': [-73.85220979982, 40.842136776623]}",3+ Family Apt. Building,-73.85220979982005,ONLINE,BRONX,Unspecified,2019-01-16T12:06:14.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,LYVERE STREET,,,41411245,1025142,246125
20,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-16T12:14:13.000,Unspecified BROOKLYN,Rodent,2019-01-13T00:00:00.000,,,Rat Sighting,2019-02-12T03:34:26.000,N/A,160 HENDRIX STREET,11207,,,40.678395628287014,"{'type': 'Point', 'coordinates': [-73.891087957155, 40.678395628287]}",1-2 Family Dwelling,-73.89108795715548,MOBILE,BROOKLYN,Unspecified,2019-01-16T12:14:13.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,HENDRIX STREET,,,41411246,1014459,186453
21,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1019540055,MANHATTAN,,,,NEW YORK,,09 MANHATTAN,Rodent,2019-01-13T00:00:00.000,ST NICHOLAS TERRACE,CONVENT AVENUE,Rat Sighting,2019-02-12T20:00:39.000,N/A,410 WEST  128 STREET,10027,,,40.81309736956231,"{'type': 'Point', 'coordinates': [-73.952169430962, 40.813097369562]}",3+ Family Apt. Building,-73.95216943096172,PHONE,MANHATTAN,Unspecified,2019-01-13T20:07:05.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Assigned,WEST  128 STREET,,,41411247,997490,235514
22,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-13T00:00:00.000,Unspecified BRONX,Rodent,2019-01-13T00:00:00.000,,,Rat Sighting,2019-02-12T21:58:29.000,N/A,2625 GRAND CONCOURSE,10468,,,40.86540159917427,"{'type': 'Point', 'coordinates': [-73.895528743259, 40.865401599174]}",3+ Family Apt. Building,-73.89552874325929,MOBILE,BRONX,Unspecified,2019-01-13T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,GRAND CONCOURSE,,,41411248,1013146,254584
23,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3046530027,BROOKLYN,,,,BROOKLYN,2019-01-29T00:00:00.000,17 BROOKLYN,Rodent,2019-01-13T00:00:00.000,SCHENECTADY AVENUE,EAST 48 STREET,Mouse Sighting,2019-02-12T16:06:48.000,N/A,691 LINDEN BOULEVARD,11203,,,40.653669688383395,"{'type': 'Point', 'coordinates': [-73.932869263756, 40.653669688383]}",3+ Family Apt. Building,-73.93286926375643,PHONE,BROOKLYN,Unspecified,2019-01-29T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,LINDEN BOULEVARD,,,41411290,1002877,177433
24,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3035830033,BROOKLYN,,,,BROOKLYN,2019-01-24T00:00:00.000,16 BROOKLYN,Rodent,2019-01-13T00:00:00.000,SARATOGA AVENUE,STRAUSS STREET,Condition Attracting Rodents,2019-02-12T11:42:33.000,N/A,90 LIVONIA AVENUE,11212,,,40.661664288298525,"{'type': 'Point', 'coordinates': [-73.914850127589, 40.661664288299]}",Other (Explain Below),-73.91485012758918,PHONE,BROOKLYN,Unspecified,2019-01-24T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,LIVONIA AVENUE,,,41411424,1007874,180350
25,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-16T00:00:00.000,Unspecified BRONX,Rodent,2019-01-13T00:00:00.000,,,Condition Attracting Rodents,2019-02-12T16:02:51.000,N/A,2357 WASHINGTON AVENUE,10458,,,40.85675545936609,"{'type': 'Point', 'coordinates': [-73.892184031612, 40.856755459366]}",3+ Family Apt. Building,-73.89218403161162,MOBILE,BRONX,Unspecified,2019-01-16T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WASHINGTON AVENUE,,,41411488,1014075,251435
26,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3001810001,BROOKLYN,,,,BROOKLYN,2019-01-18T00:00:01.000,02 BROOKLYN,Food Poisoning,2019-01-13T00:00:00.000,BOERUM PLACE,SMITH STREET,1 or 2,2019-01-27T15:35:39.000,N/A,252 ATLANTIC AVENUE,11201,,,40.68905257973444,"{'type': 'Point', 'coordinates': [-73.99048052985, 40.689052579734]}",Other (Explain Below),-73.99048052984989,PHONE,BROOKLYN,Unspecified,2019-01-18T10:35:55.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",,Closed,ATLANTIC AVENUE,,,41411580,986890,190317
27,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1006280004,MANHATTAN,,,,NEW YORK,2019-01-18T00:00:00.000,02 MANHATTAN,Rodent,2019-01-13T00:00:00.000,LITTLE WEST 12 STREET,WEST 13 STREET,Signs of Rodents,2019-02-12T10:58:11.000,N/A,18 9 AVENUE,10014,,,40.74011360831931,"{'type': 'Point', 'coordinates': [-74.005961445707, 40.740113608319]}",Commercial Building,-74.0059614457069,ONLINE,MANHATTAN,Unspecified,2019-01-18T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,9 AVENUE,,,41411597,982598,208920
28,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-13T00:00:00.000,Unspecified BRONX,Rodent,2019-01-13T00:00:00.000,,,Rat Sighting,2019-02-12T13:55:08.000,N/A,1313 NELSON AVENUE,10452,,,40.840364633415795,"{'type': 'Point', 'coordinates': [-73.923869789906, 40.840364633416]}",1-2 Family Dwelling,-73.92386978990586,MOBILE,BRONX,Unspecified,2019-01-13T13:58:29.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,NELSON AVENUE,,,41411921,1005315,245454
29,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1003750061,MANHATTAN,,,,NEW YORK,2019-01-15T00:00:00.000,03 MANHATTAN,Rodent,2019-01-13T00:00:00.000,AVENUE C,AVENUE D,Rat Sighting,2019-02-12T15:58:42.000,N/A,717 EAST    5 STREET,10009,,,40.722751340271245,"{'type': 'Point', 'coordinates': [-73.979371267339, 40.722751340271]}",3+ Family Apt. Building,-73.97937126733882,PHONE,MANHATTAN,Unspecified,2019-01-15T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST    5 STREET,,,41411922,989968,202595
30,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-13T00:00:00.000,Unspecified BRONX,Rodent,2019-01-13T00:00:00.000,,,Condition Attracting Rodents,2019-02-12T13:57:39.000,N/A,1313 NELSON AVENUE,10452,,,40.840364633415795,"{'type': 'Point', 'coordinates': [-73.923869789906, 40.840364633416]}",1-2 Family Dwelling,-73.92386978990586,MOBILE,BRONX,Unspecified,2019-01-13T14:00:30.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,NELSON AVENUE,,,41412063,1005315,245454
31,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-15T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-13T00:00:00.000,,,Condition Attracting Rodents,2019-02-12T18:52:50.000,N/A,883A GREENE AVENUE,11221,,,40.69079520137055,"{'type': 'Point', 'coordinates': [-73.932298204312, 40.690795201371]}",3+ Family Apt. Building,-73.932298204312,MOBILE,BROOKLYN,Unspecified,2019-01-15T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,GREENE AVENUE,,,41412160,1003025,190959
32,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2031880001,BRONX,,,,BRONX,2019-01-18T00:00:01.000,05 BRONX,Food Poisoning,2019-01-13T00:00:00.000,EAST 184 STREET,EAST FORDHAM ROAD,1 or 2,2019-01-27T03:02:05.000,N/A,2374 JEROME AVENUE,10468,,,40.860950163541865,"{'type': 'Point', 'coordinates': [-73.902328663531, 40.860950163542]}",Restaurant/Bar/Deli/Bakery,-73.90232866353077,PHONE,BRONX,Unspecified,2019-01-18T10:20:59.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",,Closed,JEROME AVENUE,,,41412308,1011267,252960
33,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-13T00:00:00.000,Unspecified BRONX,Rodent,2019-01-13T00:00:00.000,,,Rat Sighting,2019-02-12T22:46:34.000,N/A,2265 WESTCHESTER AVENUE,10462,,,40.8349201620967,"{'type': 'Point', 'coordinates': [-73.849497433613, 40.834920162097]}",3+ Family Apt. Building,-73.84949743361297,MOBILE,BRONX,Unspecified,2019-01-13T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WESTCHESTER AVENUE,,,41412687,1025897,243497
34,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3056210004,BROOKLYN,,,,BROOKLYN,2019-01-28T14:46:03.000,12 BROOKLYN,Rodent,2019-01-13T00:00:00.000,46 STREET,47 STREET,Rat Sighting,2019-02-12T14:26:18.000,N/A,4617 11 AVENUE,11219,,,40.63921866626093,"{'type': 'Point', 'coordinates': [-73.994930344034, 40.639218666261]}",1-2 Family Dwelling,-73.99493034403375,PHONE,BROOKLYN,Unspecified,2019-01-28T14:46:03.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,11 AVENUE,,,41412688,985657,172161
35,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,LONG ISLAND CITY,2019-01-18T00:00:00.000,Unspecified QUEENS,Rodent,2019-01-13T00:00:00.000,,,Mouse Sighting,2019-02-12T15:35:32.000,N/A,34-05 41 STREET,11101,,,40.75600276428644,"{'type': 'Point', 'coordinates': [-73.919977726566, 40.756002764286]}",3+ Family Apt. Building,-73.91997772656623,MOBILE,QUEENS,Unspecified,2019-01-18T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,41 STREET,,,41412708,1006420,214719
36,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3020070014,BROOKLYN,,,,BROOKLYN,2019-01-13T00:00:00.000,02 BROOKLYN,Rodent,2019-01-13T00:00:00.000,CARLTON AVENUE,ADELPHI STREET,Condition Attracting Rodents,2019-02-12T04:15:50.000,N/A,770 FULTON STREET,11238,,,40.68480308376534,"{'type': 'Point', 'coordinates': [-73.970704254824, 40.684803083765]}",Other (Explain Below),-73.97070425482374,PHONE,BROOKLYN,Unspecified,2019-01-13T04:21:08.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,FULTON STREET,,,41412729,992375,188770
37,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1021760009,MANHATTAN,,,,NEW YORK,2019-01-14T00:00:00.000,12 MANHATTAN,Unsanitary Pigeon Condition,2019-01-13T00:00:00.000,WEST 177 STREET,CROSS BRONX EXPWY NB ET 1 A,Pigeon Waste,2019-02-12T08:41:52.000,N/A,400 FORT WASHINGTON AVENUE,10033,,,40.848531019032,"{'type': 'Point', 'coordinates': [-73.939229323205, 40.848531019032]}",3+ Family Apartment Building,-73.93922932320457,ONLINE,MANHATTAN,Unspecified,2019-01-14T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,FORT WASHINGTON AVENUE,,,41412929,1001063,248426
