,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
20,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-01-29T16:51:10.000,Unspecified MANHATTAN,Rodent,2019-01-26T00:00:00.000,,,Mouse Sighting,2019-02-25T11:40:52.000,N/A,92 2 AVENUE,10003,,,40.72690817673737,"{'type': 'Point', 'coordinates': [-73.988501596455, 40.726908176737]}",3+ Family Apt. Building,-73.98850159645544,MOBILE,MANHATTAN,Unspecified,2019-01-29T16:51:10.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,2 AVENUE,,,41526697,987437,204109
21,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1015810030,MANHATTAN,,,,NEW YORK,2019-01-26T00:00:00.000,08 MANHATTAN,Rodent,2019-01-26T00:00:00.000,EAST 84 STREET,EAST 85 STREET,Mouse Sighting,2019-02-25T19:52:06.000,N/A,110 EAST END AVENUE,10028,,,40.77398199227074,"{'type': 'Point', 'coordinates': [-73.945474850669, 40.773981992271]}",1-2 Family Mixed Use Building,-73.9454748506693,PHONE,MANHATTAN,Unspecified,2019-01-26T20:00:51.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST END AVENUE,,,41527043,999352,221264
22,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2058021275,BRONX,,,,BRONX,2019-02-05T00:00:01.000,08 BRONX,Food Poisoning,2019-01-26T00:00:00.000,MANHATTAN COLLEGE PARKWAY,WEST 251 STREET,1 or 2,2019-02-09T20:07:27.000,N/A,6007 BROADWAY,10471,,,40.890734295480556,"{'type': 'Point', 'coordinates': [-73.897684329739, 40.890734295481]}",Restaurant/Bar/Deli/Bakery,-73.89768432973909,PHONE,BRONX,Unspecified,2019-02-05T10:58:19.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",,Closed,BROADWAY,,,41527497,1012539,263813
23,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,WHITESTONE,2019-02-15T00:00:00.000,Unspecified QUEENS,Rodent,2019-01-26T00:00:00.000,,,Signs of Rodents,2019-02-25T11:20:28.000,N/A,7-24 160 STREET,11357,,,40.79351508458601,"{'type': 'Point', 'coordinates': [-73.801731107584, 40.793515084586]}",1-2 Family Dwelling,-73.80173110758425,MOBILE,QUEENS,Unspecified,2019-02-15T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,160 STREET,,,41527593,1039149,228438
24,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3019480052,BROOKLYN,,,,BROOKLYN,2019-02-04T00:00:00.000,02 BROOKLYN,Rodent,2019-01-26T00:00:00.000,GRAND AVENUE,CLASSON AVENUE,Rat Sighting,2019-02-25T07:12:05.000,N/A,71 CLIFTON PLACE,11238,,,40.6879897327991,"{'type': 'Point', 'coordinates': [-73.961309738749, 40.687989732799]}",3+ Family Apt. Building,-73.9613097387493,PHONE,BROOKLYN,Unspecified,2019-02-04T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,CLIFTON PLACE,,,41527635,994980,189932
25,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-02-06T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-26T00:00:00.000,,,Condition Attracting Rodents,2019-02-25T20:22:59.000,N/A,476 41 STREET,11232,,,40.650208767852625,"{'type': 'Point', 'coordinates': [-74.005412848315, 40.650208767853]}",3+ Family Apt. Building,-74.00541284831503,MOBILE,BROOKLYN,Unspecified,2019-02-06T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,41 STREET,,,41527641,982748,176165
26,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1002240024,MANHATTAN,,,,NEW YORK,2019-03-01T00:00:00.000,01 MANHATTAN,Rodent,2019-01-26T00:00:00.000,GREENWICH STREET,WASHINGTON STREET,Rat Sighting,2019-02-25T09:32:36.000,N/A,135 WATTS STREET,10013,,,40.7241169184207,"{'type': 'Point', 'coordinates': [-74.009769806281, 40.724116918421]}",3+ Family Mixed Use Building,-74.00976980628137,ONLINE,MANHATTAN,Unspecified,2019-03-01T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WATTS STREET,,,41527695,981542,203092
27,ADDRESS,DOHMH,Department of Health and Mental Hygiene,5039690057,STATEN ISLAND,,,,STATEN ISLAND,2019-01-28T00:00:01.000,02 STATEN ISLAND,Food Poisoning,2019-01-26T00:00:00.000,ROSE AVENUE,ROSS AVENUE,1 or 2,2019-02-09T06:12:15.000,N/A,2602 HYLAN BOULEVARD,10306,,,40.568942004735526,"{'type': 'Point', 'coordinates': [-74.111289144857, 40.568942004736]}",Restaurant/Bar/Deli/Bakery,-74.11128914485698,ONLINE,STATEN ISLAND,Unspecified,2019-02-05T10:57:17.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",,Closed,HYLAN BOULEVARD,,,41527827,953331,146577
28,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-26T00:00:00.000,Unspecified BRONX,Rodent,2019-01-26T00:00:00.000,,,Mouse Sighting,2019-02-25T17:13:11.000,N/A,1690 NELSON AVENUE,10453,,,40.84787230426459,"{'type': 'Point', 'coordinates': [-73.917199727966, 40.847872304265]}",3+ Family Apt. Building,-73.91719972796636,MOBILE,BRONX,Unspecified,2019-01-26T17:16:21.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,NELSON AVENUE,,,41528033,1007158,248191
29,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-30T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-26T00:00:00.000,,,Rat Sighting,2019-02-25T08:21:10.000,N/A,PARK PLACE,11213,,,40.67290669516081,"{'type': 'Point', 'coordinates': [-73.940766454551, 40.672906695161]}",Other (Explain Below),-73.94076645455075,MOBILE,BROOKLYN,Unspecified,2019-01-30T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,PARK PLACE,,,41528092,1000681,184440
30,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3080290012,BROOKLYN,,,,BROOKLYN,2019-02-05T11:30:41.000,18 BROOKLYN,Rodent,2019-01-26T00:00:00.000,EAST 77 STREET,EAST 78 STREET,Condition Attracting Rodents,2019-02-25T16:44:46.000,N/A,24 PAERDEGAT    1 STREET,11236,,,40.632296370979944,"{'type': 'Point', 'coordinates': [-73.912898855998, 40.63229637098]}",1-2 Family Dwelling,-73.91289885599753,PHONE,BROOKLYN,Unspecified,2019-02-05T11:30:41.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,PAERDEGAT    1 STREET,,,41528233,1008426,169651
31,INTERSECTION,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-02-04T00:00:00.000,18 BROOKLYN,Rodent,2019-01-26T00:00:00.000,,,Rat Sighting,2019-02-25T10:42:18.000,N/A,,11234,AVENUE N,ROYCE STREET,40.6241743117926,"{'type': 'Point', 'coordinates': [-73.909065740711, 40.624174311793]}",3+ Family Apt. Building,-73.909065740711,PHONE,BROOKLYN,Unspecified,2019-02-04T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,,,,41528286,1009493,166693
32,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-29T00:00:00.000,Unspecified BRONX,Rodent,2019-01-26T00:00:00.000,,,Mouse Sighting,2019-02-25T14:17:12.000,N/A,640 ADEE AVENUE,10467,,,40.86886583561151,"{'type': 'Point', 'coordinates': [-73.869042547053, 40.868865835612]}",3+ Family Apt. Building,-73.86904254705323,MOBILE,BRONX,Unspecified,2019-01-29T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,ADEE AVENUE,,,41528401,1020470,255856
33,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-02-05T00:00:00.000,Unspecified MANHATTAN,Rodent,2019-01-26T00:00:00.000,,,Condition Attracting Rodents,2019-02-25T22:28:17.000,N/A,575 WEST 177 STREET,10033,,,40.84653308875483,"{'type': 'Point', 'coordinates': [-73.934604719871, 40.846533088755]}",3+ Family Apt. Building,-73.93460471987069,MOBILE,MANHATTAN,Unspecified,2019-02-05T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST 177 STREET,,,41528403,1002343,247699
34,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3008700002,BROOKLYN,,,,BROOKLYN,2019-02-06T00:00:00.000,07 BROOKLYN,Rodent,2019-01-26T00:00:00.000,PROSPECT AVENUE,17 STREET,Rat Sighting,2019-02-25T17:01:25.000,N/A,1683 8 AVENUE,11215,,,40.65982552764397,"{'type': 'Point', 'coordinates': [-73.984227670414, 40.659825527644]}",3+ Family Apt. Building,-73.98422767041423,ONLINE,BROOKLYN,Unspecified,2019-02-06T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,8 AVENUE,,,41528668,988626,179669
35,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-26T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-26T00:00:00.000,,,Condition Attracting Rodents,2019-02-25T15:00:38.000,N/A,299 THROOP AVENUE,11206,,,40.69337819609938,"{'type': 'Point', 'coordinates': [-73.942713589261, 40.693378196099]}",3+ Family Apt. Building,-73.94271358926083,MOBILE,BROOKLYN,Unspecified,2019-01-26T15:03:57.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,THROOP AVENUE,,,41528861,1000136,191898
36,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3012670010,BROOKLYN,,,,BROOKLYN,2019-01-26T00:00:00.000,09 BROOKLYN,Rodent,2019-01-26T00:00:00.000,BEDFORD AVENUE,ROGERS AVENUE,Rat Sighting,2019-02-25T11:06:25.000,N/A,410 EASTERN PARKWAY,11225,,,40.670085931603296,"{'type': 'Point', 'coordinates': [-73.954766534546, 40.670085931603]}",3+ Family Apt. Building,-73.95476653454561,PHONE,BROOKLYN,Unspecified,2019-01-26T11:13:32.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EASTERN PARKWAY,,,41528927,996798,183410
37,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-26T00:00:00.000,Unspecified BRONX,Rodent,2019-01-26T00:00:00.000,,,Rat Sighting,2019-02-25T17:12:31.000,N/A,1690 NELSON AVENUE,10453,,,40.84787230426459,"{'type': 'Point', 'coordinates': [-73.917199727966, 40.847872304265]}",3+ Family Apt. Building,-73.91719972796636,MOBILE,BRONX,Unspecified,2019-01-26T17:15:19.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,NELSON AVENUE,,,41528957,1007158,248191
