,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
11,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-25T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-19T00:00:00.000,,,Rat Sighting,2019-02-18T23:18:05.000,N/A,221 EAST 18 STREET,11226,,,40.645907070470145,"{'type': 'Point', 'coordinates': [-73.962119710524, 40.64590707047]}",3+ Family Apt. Building,-73.96211971052446,MOBILE,BROOKLYN,Unspecified,2019-01-25T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST 18 STREET,,,41464013,994762,174600
12,ADDRESS,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-02-06T00:00:00.000,16 BROOKLYN,Rodent,2019-01-19T00:00:00.000,PLEASANT PLACE,MONACO PLACE,Rat Sighting,2019-02-18T23:20:21.000,N/A,1323 HERKIMER STREET,11233,,,40.67746196594494,"{'type': 'Point', 'coordinates': [-73.909595155993, 40.677461965945]}",Other (Explain Below),-73.90959515599286,ONLINE,BROOKLYN,Unspecified,2019-02-06T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,HERKIMER STREET,,,41464024,1009326,186107
13,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,RIDGEWOOD,2019-01-29T12:21:02.000,Unspecified QUEENS,Rodent,2019-01-19T00:00:00.000,,,Rat Sighting,2019-02-18T09:42:40.000,N/A,1822 MADISON STREET,11385,,,40.70231529316047,"{'type': 'Point', 'coordinates': [-73.905460771833, 40.70231529316]}",3+ Family Apt. Building,-73.90546077183261,MOBILE,QUEENS,Unspecified,2019-01-29T12:21:02.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MADISON STREET,,,41464038,1010463,195163
14,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-01-23T00:00:00.000,Unspecified MANHATTAN,Rodent,2019-01-19T00:00:00.000,,,Rat Sighting,2019-02-18T16:43:30.000,N/A,523 WEST 135 STREET,10031,,,40.8198390413261,"{'type': 'Point', 'coordinates': [-73.953736217349, 40.819839041326]}",3+ Family Apt. Building,-73.95373621734859,MOBILE,MANHATTAN,Unspecified,2019-01-23T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST 135 STREET,,,41464047,997055,237970
15,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2028050031,BRONX,,,,BRONX,2019-01-19T00:00:00.000,05 BRONX,Rodent,2019-01-19T00:00:00.000,MT HOPE PLACE,EAST 177 STREET,Signs of Rodents,2019-02-18T05:06:31.000,N/A,1892 MORRIS AVENUE,10453,,,40.8491966512116,"{'type': 'Point', 'coordinates': [-73.908168951184, 40.849196651212]}",Other (Explain Below),-73.90816895118434,PHONE,BRONX,Unspecified,2019-01-19T05:12:07.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MORRIS AVENUE,,,41464125,1009656,248676
16,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-01-19T00:00:00.000,Unspecified MANHATTAN,Rodent,2019-01-19T00:00:00.000,,,Rat Sighting,2019-02-18T12:24:06.000,N/A,517 WEST 147 STREET,10031,,,40.8271483171057,"{'type': 'Point', 'coordinates': [-73.947545090399, 40.827148317106]}",3+ Family Apt. Building,-73.94754509039944,MOBILE,MANHATTAN,Unspecified,2019-01-19T12:29:15.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST 147 STREET,,,41464154,998767,240634
17,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-23T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-19T00:00:00.000,,,Rat Sighting,2019-02-18T13:16:01.000,N/A,393 GREENE AVENUE,11216,,,40.68809459250502,"{'type': 'Point', 'coordinates': [-73.955277160281, 40.688094592505]}",3+ Family Apt. Building,-73.95527716028117,MOBILE,BROOKLYN,Unspecified,2019-01-23T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,GREENE AVENUE,,,41464199,996653,189971
18,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4088350001,QUEENS,,,,Woodhaven,2019-02-01T00:00:01.000,09 QUEENS,Food Poisoning,2019-01-19T00:00:00.000,DEXTER COURT,75 STREET,1 or 2,2019-02-02T21:48:02.000,N/A,74-39 JAMAICA AVENUE,11421,,,40.69133948364628,"{'type': 'Point', 'coordinates': [-73.8671014244, 40.691339483646]}",Restaurant/Bar/Deli/Bakery,-73.86710142440047,PHONE,QUEENS,Unspecified,2019-02-01T14:37:04.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",,Closed,JAMAICA AVENUE,,,41464454,1021105,191178
19,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3048280075,BROOKLYN,,,,BROOKLYN,2019-01-24T15:29:35.000,09 BROOKLYN,Rodent,2019-01-19T00:00:00.000,NOSTRAND AVENUE,NEW YORK AVENUE,Rat Sighting,2019-02-18T13:49:03.000,N/A,305 CLARKSON AVENUE,11226,,,40.65547048944874,"{'type': 'Point', 'coordinates': [-73.949395604699, 40.655470489449]}",3+ Family Apt. Building,-73.94939560469851,PHONE,BROOKLYN,Unspecified,2019-01-24T15:29:35.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,CLARKSON AVENUE,,,41464625,998291,178086
20,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,ROCKAWAY PARK,2019-01-29T00:00:00.000,Unspecified QUEENS,Rodent,2019-01-19T00:00:00.000,,,Signs of Rodents,2019-02-18T10:56:39.000,N/A,106-20 SHOREFRONT PARKWAY,11694,,,40.581610497639446,"{'type': 'Point', 'coordinates': [-73.827470660055, 40.581610497639]}",3+ Family Apt. Building,-73.8274706600552,MOBILE,QUEENS,Unspecified,2019-01-29T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,SHOREFRONT PARKWAY,,,41464723,1032174,151220
21,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-02-12T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-19T00:00:00.000,,,Condition Attracting Rodents,2019-02-18T20:31:50.000,N/A,PATCHEN AVENUE,11221,,,40.68743508761124,"{'type': 'Point', 'coordinates': [-73.926968676753, 40.687435087611]}",3+ Family Apt. Building,-73.92696867675257,MOBILE,BROOKLYN,Unspecified,2019-02-12T15:50:08.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,PATCHEN AVENUE,,,41464819,1004504,189736
22,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3027600007,BROOKLYN,,,,BROOKLYN,2019-01-19T00:00:01.000,01 BROOKLYN,Food Poisoning,2019-01-19T00:00:00.000,METROPOLITAN AVENUE,CONSELYEA STREET,3 or More,2019-02-02T19:28:20.000,N/A,358 GRAHAM AVENUE,11211,,,40.71498035002503,"{'type': 'Point', 'coordinates': [-73.944448152694, 40.714980350025]}",Restaurant/Bar/Deli/Bakery,-73.94444815269402,PHONE,BROOKLYN,Unspecified,2019-02-04T15:28:56.000,"Callers should contact the DOHMH Foodborne Illness unit directly at (646) 632-6103 weekdays from 9AM to 5PM.  DOHMH will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection. Initial status will be available 14 days after the date of your complaint. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center.  Please note your Service Request number for future reference.",,Closed,GRAHAM AVENUE,,,41464932,999650,199768
23,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-02-01T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-19T00:00:00.000,,,Condition Attracting Rodents,2019-02-18T12:27:10.000,N/A,2184 MCDONALD AVENUE,11223,,,40.59910328972314,"{'type': 'Point', 'coordinates': [-73.973316573354, 40.599103289723]}",Commercial Building,-73.97331657335363,MOBILE,BROOKLYN,Unspecified,2019-02-01T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MCDONALD AVENUE,,,41464957,991660,157547
24,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2028260027,BRONX,,,,BRONX,2019-01-23T16:20:14.000,05 BRONX,Rodent,2019-01-19T00:00:00.000,WALTON AVENUE,MORRIS AVENUE,Mouse Sighting,2019-02-18T14:48:18.000,N/A,124 EAST  176 STREET,10453,,,40.84810770841058,"{'type': 'Point', 'coordinates': [-73.909059617562, 40.848107708411]}",3+ Family Apt. Building,-73.90905961756198,ONLINE,BRONX,Unspecified,2019-01-23T16:20:14.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST  176 STREET,,,41465102,1009410,248279
25,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-19T00:00:00.000,Unspecified BRONX,Rodent,2019-01-19T00:00:00.000,,,Condition Attracting Rodents,2019-02-18T14:08:31.000,N/A,1313 NELSON AVENUE,10452,,,40.840364633415795,"{'type': 'Point', 'coordinates': [-73.923869789906, 40.840364633416]}",1-2 Family Dwelling,-73.92386978990586,MOBILE,BRONX,Unspecified,2019-01-19T14:12:42.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,NELSON AVENUE,,,41465498,1005315,245454
26,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3051710046,BROOKLYN,,,,BROOKLYN,2019-01-30T10:02:23.000,17 BROOKLYN,Rodent,2019-01-19T00:00:00.000,ROGERS AVENUE,EAST 28 STREET,Condition Attracting Rodents,2019-02-18T04:59:20.000,N/A,2709 CLARENDON ROAD,11226,,,40.64308690933735,"{'type': 'Point', 'coordinates': [-73.951444507506, 40.643086909337]}",3+ Family Apt. Building,-73.95144450750576,PHONE,BROOKLYN,Unspecified,2019-01-30T10:02:23.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,CLARENDON ROAD,,,41465574,997725,173574
27,INTERSECTION,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-30T00:00:00.000,09 BROOKLYN,Rodent,2019-01-19T00:00:00.000,,,Rat Sighting,2019-02-18T10:02:24.000,N/A,,11225,NOSTRAND AVENUE,CARROLL STREET,40.66718030902135,"{'type': 'Point', 'coordinates': [-73.950752893714, 40.667180309021]}",Other (Explain Below),-73.95075289371398,PHONE,BROOKLYN,Unspecified,2019-01-30T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,,,,41465605,997912,182352
28,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2031620017,BRONX,,,,BRONX,2019-01-22T00:00:00.000,05 BRONX,Unsanitary Animal Pvt Property,2019-01-19T00:00:00.000,CRESTON AVENUE,GRAND CONCOURSE,Dog,2019-02-18T19:54:06.000,N/A,150 EAST  182 STREET,10453,,,40.85633848699153,"{'type': 'Point', 'coordinates': [-73.901648598911, 40.856338486992]}",3+ Family Apartment Building,-73.9016485989115,UNKNOWN,BRONX,Unspecified,2019-01-22T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST  182 STREET,,,41465656,1011457,251280
29,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2029750037,BRONX,,,,BRONX,2019-01-19T00:00:00.000,03 BRONX,Rodent,2019-01-19T00:00:00.000,HOME STREET,FREEMAN STREET,Mouse Sighting,2019-02-18T14:05:59.000,N/A,1211 SOUTHERN BOULEVARD,10459,,,40.82894853770622,"{'type': 'Point', 'coordinates': [-73.891896652652, 40.828948537706]}",3+ Family Mixed Use Building,-73.89189665265188,PHONE,BRONX,Unspecified,2019-01-19T14:13:43.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,SOUTHERN BOULEVARD,,,41465811,1014167,241304
30,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-24T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-19T00:00:00.000,,,Rat Sighting,2019-02-18T14:20:07.000,N/A,315 JEFFERSON STREET,11237,,,40.70483362050054,"{'type': 'Point', 'coordinates': [-73.92609843142, 40.704833620501]}",3+ Family Apt. Building,-73.92609843142037,MOBILE,BROOKLYN,Unspecified,2019-01-24T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,JEFFERSON STREET,,,41466334,1004740,196075
31,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-25T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-19T00:00:00.000,,,Rat Sighting,2019-02-18T22:18:19.000,N/A,573 CLASSON AVENUE,11238,,,40.68115415597646,"{'type': 'Point', 'coordinates': [-73.958180583163, 40.681154155976]}",Construction Site,-73.95818058316272,MOBILE,BROOKLYN,Unspecified,2019-01-25T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,CLASSON AVENUE,,,41466542,995849,187442
32,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4036810037,QUEENS,,,,Ridgewood,2019-02-04T00:00:01.000,05 QUEENS,Food Poisoning,2019-01-19T00:00:00.000,67 PLACE,68 STREET,1 or 2,2019-02-02T07:51:06.000,N/A,67-45 MYRTLE AVENUE,11385,,,40.70160228777542,"{'type': 'Point', 'coordinates': [-73.885045152775, 40.701602287775]}",Restaurant/Bar/Deli/Bakery,-73.88504515277492,PHONE,QUEENS,Unspecified,2019-02-04T15:25:45.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",,Closed,MYRTLE AVENUE,,,41466661,1016124,194910
33,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2037320003,BRONX,,,,BRONX,2019-01-22T00:00:01.000,09 BRONX,Food Poisoning,2019-01-19T00:00:00.000,BRUCKNER EP WB EN WHITE PLAINS,WHITE PLAINS ROAD,1 or 2,2019-02-02T08:41:16.000,N/A,1889 BRUCKNER BOULEVARD,10472,,,40.8261838574916,"{'type': 'Point', 'coordinates': [-73.860516066674, 40.826183857492]}",Restaurant/Bar/Deli/Bakery,-73.86051606667414,ONLINE,BRONX,Unspecified,2019-02-01T14:32:16.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",,Closed,BRUCKNER BOULEVARD,,,41466682,1022853,240309
34,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-19T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-19T00:00:00.000,,,Condition Attracting Rodents,2019-02-18T12:19:30.000,N/A,826 MARCY AVENUE,11216,,,40.68530811137981,"{'type': 'Point', 'coordinates': [-73.947505230539, 40.68530811138]}",3+ Family Apt. Building,-73.94750523053887,MOBILE,BROOKLYN,Unspecified,2019-01-19T12:23:08.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MARCY AVENUE,,,41466897,998809,188957
35,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-19T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-19T00:00:00.000,,,Mouse Sighting,2019-02-18T15:39:05.000,N/A,3514 CHURCH AVENUE,11203,,,40.65085961687968,"{'type': 'Point', 'coordinates': [-73.944242069429, 40.65085961688]}",3+ Family Apt. Building,-73.94424206942894,MOBILE,BROOKLYN,Unspecified,2019-01-19T15:42:41.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,CHURCH AVENUE,,,41466903,999722,176407
36,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,MIDDLE VILLAGE,2019-01-19T00:00:00.000,Unspecified QUEENS,Rodent,2019-01-19T00:00:00.000,,,Mouse Sighting,2019-02-18T17:18:20.000,N/A,71-31 66 ROAD,11379,,,40.714275581483506,"{'type': 'Point', 'coordinates': [-73.883024891471, 40.714275581484]}",1-2 Family Dwelling,-73.88302489147141,MOBILE,QUEENS,Unspecified,2019-01-19T17:21:30.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,66 ROAD,,,41466915,1016678,199528
