,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
10,ADDRESS,DOHMH,Department of Health and Mental Hygiene,5010860050,STATEN ISLAND,,,,STATEN ISLAND,2019-01-06T00:00:00.000,01 STATEN ISLAND,Rodent,2019-01-06T00:00:00.000,PORT LANE,NICHOLAS AVENUE,Condition Attracting Rodents,2019-02-05T10:57:10.000,N/A,2298 RICHMOND TERRACE,10302,,,40.63969747929908,"{'type': 'Point', 'coordinates': [-74.138975206553, 40.639697479299]}",1-2 Family Dwelling,-74.13897520655338,ONLINE,STATEN ISLAND,Unspecified,2019-01-06T10:59:52.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,RICHMOND TERRACE,,,41352438,945680,172366
11,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-06T00:00:00.000,Unspecified BRONX,Rodent,2019-01-06T00:00:00.000,,,Condition Attracting Rodents,2019-02-05T15:09:54.000,N/A,2625 GRANDCONCOURSE,10468,,,40.86539880864068,"{'type': 'Point', 'coordinates': [-73.895478131702, 40.865398808641]}",3+ Family Apt. Building,-73.89547813170232,MOBILE,BRONX,Unspecified,2019-01-06T15:15:49.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,GRANDCONCOURSE,,,41352481,1013160,254583
12,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-06T00:00:00.000,Unspecified BRONX,Rodent,2019-01-06T00:00:00.000,,,Condition Attracting Rodents,2019-02-05T10:09:37.000,N/A,3165 DECATUR AVENUE,10467,,,40.873144795267244,"{'type': 'Point', 'coordinates': [-73.876489995671, 40.873144795267]}",3+ Family Apt. Building,-73.87648999567128,MOBILE,BRONX,Unspecified,2019-01-06T10:12:25.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,DECATUR AVENUE,,,41352508,1018408,257412
13,ADDRESS,DOHMH,Department of Health and Mental Hygiene,,STATEN ISLAND,,,,STATEN ISLAND,2019-02-14T00:00:00.000,02 STATEN ISLAND,Unsanitary Animal Pvt Property,2019-01-06T00:00:00.000,PORTAGE AVENUE,BRIELLE AVENUE,Dog,2019-02-05T14:35:47.000,N/A,254 LIVINGSTON AVENUE,10314,,,40.59932591086568,"{'type': 'Point', 'coordinates': [-74.128127731839, 40.599325910866]}",1-2 Family Dwelling,-74.12812773183866,ONLINE,STATEN ISLAND,Unspecified,2019-02-14T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,LIVINGSTON AVENUE,,,41352569,948669,157653
14,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1009720001,MANHATTAN,,,,NEW YORK,2019-01-07T00:00:00.000,06 MANHATTAN,Unsanitary Animal Pvt Property,2019-01-06T00:00:00.000,EAST 16 STREET,FDR DRIVE EXIT 7 NORTHBOUND,Dog,2019-02-05T15:50:47.000,N/A,309 AVENUE C,10009,,,40.7307814400359,"{'type': 'Point', 'coordinates': [-73.974129794033, 40.730781440036]}",3+ Family Apartment Building,-73.97412979403344,ONLINE,MANHATTAN,Unspecified,2019-01-07T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,AVENUE C,,,41352599,991420,205521
15,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1020100011,MANHATTAN,,,,NEW YORK,2019-01-16T00:00:00.000,10 MANHATTAN,Rodent,2019-01-06T00:00:00.000,LENOX AVENUE,7 AVENUE,Mouse Sighting,2019-02-05T23:18:12.000,N/A,127 WEST  141 STREET,10030,,,40.818223692018165,"{'type': 'Point', 'coordinates': [-73.938830681905, 40.818223692018]}",Other (Explain Below),-73.93883068190463,ONLINE,MANHATTAN,Unspecified,2019-01-16T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST  141 STREET,,,41352745,1001181,237384
16,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1010660012,MANHATTAN,,,,NEW YORK,2019-01-14T00:00:00.000,04 MANHATTAN,Rodent,2019-01-06T00:00:00.000,9 AVENUE,10 AVENUE,Signs of Rodents,2019-02-05T14:29:19.000,N/A,440 WEST   57 STREET,10019,,,40.76843331312154,"{'type': 'Point', 'coordinates': [-73.986956499835, 40.768433313122]}",Other (Explain Below),-73.98695649983485,ONLINE,MANHATTAN,Unspecified,2019-01-14T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST   57 STREET,,,41352804,987863,219238
17,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-09T15:50:43.000,Unspecified BRONX,Rodent,2019-01-06T00:00:00.000,,,Mouse Sighting,2019-02-05T21:27:56.000,N/A,3660 WALDO AVENUE,10463,,,40.88672964448024,"{'type': 'Point', 'coordinates': [-73.903892934997, 40.88672964448]}",3+ Family Apt. Building,-73.90389293499727,MOBILE,BRONX,Unspecified,2019-01-09T15:50:43.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WALDO AVENUE,,,41352831,1010824,262352
18,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2048470009,BRONX,,,,BRONX,2019-01-08T00:00:00.000,12 BRONX,Rodent,2019-01-06T00:00:00.000,BARNES AVENUE,BRONXWOOD AVENUE,Mouse Sighting,2019-02-05T20:57:20.000,N/A,849 EAST  222 STREET,10467,,,40.88433478204245,"{'type': 'Point', 'coordinates': [-73.857338155944, 40.884334782042]}",1-2 Family Dwelling,-73.85733815594361,ONLINE,BRONX,Unspecified,2019-01-08T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST  222 STREET,,,41352877,1023698,261497
19,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,FLUSHING,2019-01-11T00:00:00.000,Unspecified QUEENS,Rodent,2019-01-06T00:00:00.000,,,Signs of Rodents,2019-02-05T16:05:43.000,N/A,59-40 154 PLACE,11355,,,40.739563466710045,"{'type': 'Point', 'coordinates': [-73.814395462513, 40.73956346671]}",1-2 Family Dwelling,-73.81439546251326,MOBILE,QUEENS,Unspecified,2019-01-11T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,154 PLACE,,,41352903,1035684,208774
20,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2025820042,BRONX,,,,BRONX,2019-01-08T00:00:00.000,01 BRONX,Rodent,2019-01-06T00:00:00.000,BEND,EAST 149 STREET,Signs of Rodents,2019-02-05T04:52:26.000,N/A,543 UNION AVENUE,10455,,,40.81222868643986,"{'type': 'Point', 'coordinates': [-73.905510557769, 40.81222868644]}",3+ Family Apt. Building,-73.90551055776918,ONLINE,BRONX,Unspecified,2019-01-08T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,UNION AVENUE,,,41352904,1010406,235208
21,ADDRESS,DOHMH,Department of Health and Mental Hygiene,5011270034,STATEN ISLAND,,,,STATEN ISLAND,2019-02-01T12:26:12.000,01 STATEN ISLAND,Rodent,2019-01-06T00:00:00.000,INNIS STREET,KALVER PLACE,Condition Attracting Rodents,2019-02-05T13:27:17.000,N/A,165 MORNING STAR ROAD,10303,,,40.63388897769733,"{'type': 'Point', 'coordinates': [-74.146042777315, 40.633888977697]}",1-2 Family Dwelling,-74.14604277731509,PHONE,STATEN ISLAND,Unspecified,2019-02-01T12:26:12.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MORNING STAR ROAD,,,41353061,943715,170253
22,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3023587503,BROOKLYN,,,,BROOKLYN,2019-01-06T00:00:00.000,01 BROOKLYN,Rodent,2019-01-06T00:00:00.000,WYTHE AVENUE,BERRY STREET,Condition Attracting Rodents,2019-02-05T19:47:46.000,N/A,135 METROPOLITAN AVENUE,11249,,,40.71623649115579,"{'type': 'Point', 'coordinates': [-73.962436865786, 40.716236491156]}",3+ Family Apt. Building,-73.96243686578615,ONLINE,BROOKLYN,Unspecified,2019-01-06T19:50:15.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,METROPOLITAN AVENUE,,,41353210,994663,200223
23,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2030500070,BRONX,,,,BRONX,2019-01-07T00:00:00.000,06 BRONX,Unsanitary Animal Pvt Property,2019-01-06T00:00:00.000,EAST 182 STREET,EAST 183 STREET,Dog,2019-02-05T21:47:39.000,N/A,2277 BATHGATE AVENUE,10457,,,40.85428242100317,"{'type': 'Point', 'coordinates': [-73.892119358833, 40.854282421003]}",3+ Family Apartment Building,-73.89211935883289,UNKNOWN,BRONX,Unspecified,2019-01-07T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BATHGATE AVENUE,,,41353389,1014094,250534
24,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-01-07T00:00:00.000,Unspecified MANHATTAN,Rodent,2019-01-06T00:00:00.000,,,Rat Sighting,2019-02-05T07:06:55.000,N/A,180 6 AVENUE,10012,,,40.72600018374657,"{'type': 'Point', 'coordinates': [-74.003481584, 40.726000183747]}",3+ Family Apt. Building,-74.00348158400023,MOBILE,MANHATTAN,Unspecified,2019-01-07T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,6 AVENUE,,,41353467,983285,203778
25,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2031480025,BRONX,,,,BRONX,2019-01-14T00:00:00.000,05 BRONX,Rodent,2019-01-06T00:00:00.000,EAST 188 STREET,EAST FORDHAM ROAD,Rat Sighting,2019-02-05T19:36:29.000,N/A,2489 TIEBOUT AVENUE,10458,,,40.861693023118924,"{'type': 'Point', 'coordinates': [-73.894992285605, 40.861693023119]}",3+ Family Apt. Building,-73.89499228560491,PHONE,BRONX,Unspecified,2019-01-14T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,TIEBOUT AVENUE,,,41353468,1013296,253233
26,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2033280171,BRONX,,,,BRONX,2019-01-07T00:00:00.000,07 BRONX,Rodent,2019-01-06T00:00:00.000,EAST GUN HILL ROAD,EAST 212 STREET,Rat Sighting,2019-02-05T21:52:05.000,N/A,3535 ROCHAMBEAU AVENUE,10467,,,40.88240811038497,"{'type': 'Point', 'coordinates': [-73.879058477135, 40.882408110385]}",3+ Family Mixed Use Building,-73.87905847713522,PHONE,BRONX,Unspecified,2019-01-07T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,ROCHAMBEAU AVENUE,,,41353469,1017693,260786
27,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-08T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-06T00:00:00.000,,,Mouse Sighting,2019-02-05T20:17:39.000,N/A,794 WASHINGTON AVENUE,11238,,,40.674178710924515,"{'type': 'Point', 'coordinates': [-73.963376237793, 40.674178710925]}",Commercial Building,-73.96337623779274,MOBILE,BROOKLYN,Unspecified,2019-01-08T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WASHINGTON AVENUE,,,41353518,994409,184900
28,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1016230040,MANHATTAN,,,,NEW YORK,2019-01-06T00:00:00.000,11 MANHATTAN,Rodent,2019-01-06T00:00:00.000,EAST 117 STREET,EAST 118 STREET,Signs of Rodents,2019-02-05T10:47:04.000,N/A,1674 PARK AVENUE,10035,,,40.80046990784038,"{'type': 'Point', 'coordinates': [-73.942386654471, 40.80046990784]}",3+ Family Mixed Use Building,-73.9423866544713,ONLINE,MANHATTAN,Unspecified,2019-01-06T10:49:44.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,PARK AVENUE,,,41353549,1000201,230915
29,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-08T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-06T00:00:00.000,,,Mouse Sighting,2019-02-05T16:40:15.000,N/A,794 WASHINGTON AVENUE,11238,,,40.674178710924515,"{'type': 'Point', 'coordinates': [-73.963376237793, 40.674178710925]}",Commercial Building,-73.96337623779274,MOBILE,BROOKLYN,Unspecified,2019-01-08T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WASHINGTON AVENUE,,,41353561,994409,184900
30,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,FLUSHING,2019-01-11T00:00:00.000,Unspecified QUEENS,Rodent,2019-01-06T00:00:00.000,,,Signs of Rodents,2019-02-05T17:16:02.000,N/A,147-36 46 AVENUE,11355,,,40.75399995963298,"{'type': 'Point', 'coordinates': [-73.812135467053, 40.753999959633]}",1-2 Family Dwelling,-73.81213546705328,MOBILE,QUEENS,Unspecified,2019-01-11T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,46 AVENUE,,,41353587,1036299,214035
31,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1002370014,MANHATTAN,,,,NEW YORK,2019-01-07T00:00:01.000,02 MANHATTAN,Food Poisoning,2019-01-06T00:00:00.000,MULBERRY STREET,MOTT STREET,3 or More,2019-01-20T21:04:34.000,N/A,199 GRAND STREET,10013,,,40.71914653067632,"{'type': 'Point', 'coordinates': [-73.996796550602, 40.719146530676]}",Restaurant/Bar/Deli/Bakery,-73.99679655060237,ONLINE,MANHATTAN,Unspecified,2019-01-15T13:33:58.000,"Callers should contact the DOHMH Foodborne Illness unit directly at (646) 632-6103 weekdays from 9AM to 5PM.  DOHMH will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection. Initial status will be available 14 days after the date of your complaint. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center.  Please note your Service Request number for future reference.",,Closed,GRAND STREET,,,41353599,985138,201281
32,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3075930027,BROOKLYN,,,,BROOKLYN,2019-01-16T00:00:00.000,14 BROOKLYN,Unsanitary Animal Pvt Property,2019-01-06T00:00:00.000,AVENUE I,AVENUE J,Dog,2019-02-05T12:00:58.000,N/A,943 EAST   29 STREET,11210,,,40.627983630176395,"{'type': 'Point', 'coordinates': [-73.948108716388, 40.627983630176]}",1-2 Family Mixed Use Building,-73.94810871638825,UNKNOWN,BROOKLYN,Unspecified,2019-01-16T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST   29 STREET,,,41354062,998654,168072
33,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1006110002,MANHATTAN,,,,NEW YORK,2019-01-08T00:00:00.000,02 MANHATTAN,Rodent,2019-01-06T00:00:00.000,WEST 10 STREET,CHARLES STREET,Rat Sighting,2019-02-05T13:02:32.000,N/A,235 WEST    4 STREET,10014,,,40.73440738276573,"{'type': 'Point', 'coordinates': [-74.003002117478, 40.734407382766]}",3+ Family Apt. Building,-74.00300211747826,PHONE,MANHATTAN,Unspecified,2019-01-08T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST    4 STREET,,,41354164,983418,206841
34,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2038990025,BRONX,,,,BRONX,2019-01-06T00:00:00.000,09 BRONX,Rodent,2019-01-06T00:00:00.000,MERRILL STREET,ARCHER STREET,Rat Sighting,2019-02-05T13:42:16.000,N/A,1466 BEACH AVENUE,10460,,,40.83696196057771,"{'type': 'Point', 'coordinates': [-73.867153851857, 40.836961960578]}",3+ Family Apt. Building,-73.86715385185663,PHONE,BRONX,Unspecified,2019-01-06T13:47:27.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BEACH AVENUE,,,41354165,1021010,244233
35,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1007510001,MANHATTAN,,,,NEW YORK,2019-01-07T00:00:01.000,04 MANHATTAN,Food Poisoning,2019-01-06T00:00:00.000,WEST 26 STREET,WEST 27 STREET,3 or More,2019-01-20T22:00:31.000,N/A,335 8 AVENUE,10001,,,40.74756297125971,"{'type': 'Point', 'coordinates': [-73.996849319586, 40.74756297126]}",Restaurant/Bar/Deli/Bakery,-73.99684931958586,PHONE,MANHATTAN,Unspecified,2019-01-07T10:54:27.000,"Callers should contact the DOHMH Foodborne Illness unit directly at (646) 632-6103 weekdays from 9AM to 5PM.  DOHMH will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection. Initial status will be available 14 days after the date of your complaint. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center.  Please note your Service Request number for future reference.",,Closed,8 AVENUE,,,41354218,985123,211634
